question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,llava_evqa_rerank_base_no_context,llava_evqa_rerank_base_with_context,llava_evqa_rerank_no_p_prime,llava_evqa_rerank_no_p_q_i,llava_evqa_rerank_no_p_q_c,llava_evqa_rerank_no_p_q
Fossils found at this headland are mainly from the jurassic what?,Period,['period'],[],1,"In addition to their Posidonia bronni, the shales contain some spectacularly detailed fossils of other Jurassic sea creatures—ichthyosaurs, and plesiosaurs, spiral-shelled ammonites and crinoids, or sea-lilies. The best-preserved fossils found on the Early Jurassic can be the ones from the Posidonia Shale. There are also abundant fish fossils (including genera such as Pachycormus, Ohmdenia, Strongylosteus and chondrichthyes like Hybodus or Palaeospinax). Most of the fauna is marine, with several terrestrial specimens, and some of them being semiaquatic, such as the sphenodont Palaeopleurosaurus. Flora has been found, especially the genus Xenoxylon, but also Otozamites, Equisetites and Pagiophyllum.",0.5804160237312317,0.12556296586990356,0.29448577761650085,0.3166310787200928,0.8534212112426758,0.8052637577056885,0.7707188725471497
What is the name of the deep underground laboratory being built at this mine?,Snolab,['DUSEL'],[],0,"Creighton Mine's 6,800-foot (2,100 m) level is home to the world's deepest cleanest underground physics laboratory. Originally excavated for the Sudbury Neutrino Observatory (SNO), it has been expanded into a general-purpose facility called SNOLAB. The original laboratory, the SNO, was a heavy-water neutrino ""Cherenkov  detector"". In 2004, a $7.5 million 3-story lab was constructed for the SNO on the grounds of the Creighton Mine, creating the foundation for the laboratories known today as SNOLAB. SNOLAB was initially constructed with $70 million in capital funds, and in 2020 received an additional $40.9 million in funding from Canada's Minister of Innovation.",0.8760713338851929,0.1105136126279831,0.027862805873155594,0.028485534712672234,0.29051077365875244,0.14799514412879944,0.020310325548052788
"Besides a museum, performance hall, and library, what else is contained in this building?",Office,['other facilities'],[],0,"The building is an 11-story multipurpose building which consists of museum, performance hall, library and other facilities. It also houses the Cultural Affairs Bureau office of the Keelung City Government.",0.3774110972881317,0.029601186513900757,0.055934470146894455,0.03540100157260895,0.19767624139785767,0.039134588092565536,0.02700992114841938
When was the last day of classes at this school?,"June 11, 2009",['1982'],[],0,"In April 2009 the Board of Education voted to close the school due to declining enrollment and maintenance costs.  As Central High School is one of the oldest buildings in the district, it was cited as costly to maintain and renovate.  Several other schools in the district were closed as well, all of which were elementary schools. The last day of classes at Flint Central High School was on June 11, 2009. The following day, a farewell ceremony was held at the school for alumni to walk the halls one last time. The building has been closed indefinitely, which was met with great backlash from the current students, parents and alumni. At the time of the closure, the Flint Schools put out a statement saying that Central could re-open in five years with several renovations. That, however, was deemed untrue as the Flint Schools cannot afford to re-open Central, and due to declining enrollment district-wide, the FCS has also closed Flint Northern High School in 2013. City planners have drafted long-term plans to consolidate Flint's high schools into a new high school at the existing Flint Central location.",0.12419518828392029,0.021791521459817886,0.741954505443573,0.24293683469295502,0.5489540696144104,0.5646808743476868,0.29576411843299866
What parts of this plant are greenish-white in color?,Flowers,['fruit and flower'],[],0,"Salacia reticulata is a climbing, perennial, woody shrub. The plant has dichotomous branching pattern. The bark is smooth, greenish grey in colour, thin, and white internally. The leaves are opposite and elliptic-oblong. The leaves have acute bases, abruptly acuminate apexes, and a margin with minute rounded teeth. The flowers are bisexual and arranged in clusters of 2-8 in the leaf axils. They are greenish-white to greenish-yellow in color. The fruit is a drupe which is globose and tubercular. The drupe assumes a pinkish-orange color on ripening. There are 1–4 seeds, each resembling an almond.",0.6354647278785706,0.1876431107521057,0.8642387390136719,0.055693306028842926,0.1425849348306656,0.48365381360054016,0.4535617232322693
When was a stone monument unveiled to mark this square?,2012,['18 April 1988'],[],0,"In August 2012, a monument was unveiled in Mexico City's Tlaxcoaque square, changing the name of the square to Plaza Tlaxcoaque Jodyali.",0.5161861777305603,0.04209012910723686,0.43638119101524353,0.5105299949645996,0.41029417514801025,0.7310255765914917,0.1818937212228775
What is the name of the pedestrianised shopping precinct located in the centre of this neighbourhood?,Byard lane,['The Bridgeway shopping centre'],[],0,"Byard Lane is a pedestrianised shopping street in the city centre of Nottingham, England located between Fletcher Gate and Bridlesmith Gate.",0.926766037940979,0.18322090804576874,0.23710499703884125,0.1200396791100502,0.3806803524494171,0.33280372619628906,0.0289609357714653
What size is the dome atop this church?,Large,['tiny'],[],0,"The dome of St. Peter's rises to a total height of 136.57 metres (448.1 ft) from the floor of the basilica to the top of the external cross. It is the tallest dome in the world. Its internal diameter is 41.47 metres (136.1 ft), slightly smaller than two of the three other huge domes that preceded it, those of the Pantheon of Ancient Rome, 43.3 metres (142 ft), and Florence Cathedral of the Early Renaissance, 44 metres (144 ft). It has a greater diameter by approximately 30 feet (9.1 m) than Constantinople's Hagia Sophia church, completed in 537. It was to the domes of the Pantheon and Florence duomo that the architects of St. Peter's looked for solutions as to how to go about building what was conceived, from the outset, as the greatest dome of Christendom.",0.42179861664772034,0.042363669723272324,0.19771896302700043,0.11971089988946915,0.418826699256897,0.3834988474845886,0.4369443655014038
What color are the flowers of this plant?,Yellow,['yellow'],[],1,"The flowers are found in various colors and are radially symmetrical. The flower contains about seven or more sepals and petals. The flowers have an attractive, striking appearance with dull centers and smooth, satiny, vibrant petals. The flowers come in colors like white, yellow-green, red, or purple, and more. They are shaped like cups, with several stamens. The plant contains small fruits, frequently including plumose tails. The fruits of this plant are dry and do not split open after they ripe. They are about 1.3 to 3 mm in size.",0.5218501687049866,0.043299704790115356,0.18624329566955566,0.12566937506198883,0.17324773967266083,0.0812469944357872,0.2613336443901062
Who paved the north transept of this cathedral?,Guillaume Robin,['Guillaume Robin'],[],1,"Among the significant works in the cathedral are: the north transept was paved by the architect Guillaume Robin in 1453; the straight staircase to the library built by Guillaume Robin, also in 1453, in the south transept. He supervised the construction of the cathedral at the same time as the master glassmaker, André Robin, made the stained glass windows.",0.9526801705360413,0.3982689380645752,0.9291361570358276,0.6140257120132446,0.7036428451538086,0.4253641963005066,0.4076937437057495
How did this art museum view moving images in relation to contemporary life in the 1940s?,Integral,['integral'],[],1,"The Walker Art Center's film and video programs feature both contemporary and historical works. In the 1940s, the Walker identified moving images (mostly movies, but also experimental films) as integral to contemporary life. Artists of that time were experimenting with film's formal properties, such as light, motion, and sound, while also separating film art from conventional narrative cinema. In 1973, the Film/Video Department was officially formed and the Edmond R. Ruben Film and Video Study Collection was established, along with an endowment to fund the development of the archive. Ruben, a leading figure in film exhibition in the Upper Midwest, and his wife Evelyn believed in collecting films as a way of preserving the art form. Today, with more than eight hundred fifty titles, the Ruben Collection brings together classic and contemporary cinema as well as documentaries, avant-garde films, and video works by artists. It holds works by visual artists that range from Salvador Dalí, Marcel Duchamp, and Fernand Léger to extensive contemporary work by William Klein, Derek Jarman, Bruce Conner, Marcel Broodthaers, Matthew Barney, Nam June Paik, Wolf Vostell, and experimental artists such as Paul Sharits and Stan Brakhage.",0.39301174879074097,0.06916493922472,0.5695872902870178,0.580303966999054,0.4022376835346222,0.34472787380218506,0.6217634677886963
How many spines does each cluster of this plant have?,10,['1-4'],[],0,"The species have many thin golden spines. The young plants are globular, then columnar up to 1m tall, 12 cm diameter and about 30 ribs. Old plants cluster from the base. Flowers are yellow, 5 cm diameter, at the top of the plants, but only if adult (at least 20 cm tall) Sometimes, they present monstruous forms. There is a cultivar albispina with white spines.",0.05262942239642143,0.0036169204395264387,0.005218018777668476,0.004925701767206192,0.004618711303919554,0.0019050879636779428,0.0052734012715518475
The bridges in this municipality connect each property to what?,Road,['the village street'],[],0,Norwegian County Road 17 crosses the northeastern part of the municipality.  There is a large network of bridges in the municipality that connect islands and cross fjords.  Most notably is the Marøysund Bridge and Nærøysund Bridge which connect Nærøy to Vikna to the west. Also Hestøy Bridge and Smines Bridge connect the village of Lund to Fosnes municipality to the south.,0.6760928630828857,0.10255193710327148,0.24994845688343048,0.1459072381258011,0.484379380941391,0.20247912406921387,0.18073253333568573
What state is this person the official state heroine of?,Connecticut,['Connecticut'],[],1,"In 1995, the Connecticut General Assembly designated Prudence Crandall as the state's official heroine because she opened the first school in the United States for black girls. The school still stands in Canterbury. It is now operated as the Prudence Crandall Museum. It has been designated as a National Historic Landmark, and it is the leading tourist attraction in Canterbury. In 2009 a life-size bronze statue of Prudence Crandall with an African-American student was installed in the state capital.",0.9869297742843628,0.33295342326164246,0.7230777144432068,0.7607821822166443,0.705327570438385,0.9028546810150146,0.5363113880157471
What does the moist and warm soil allow this plant to do?,Grow,['establish'],[],0,"The plant is easy to grow from fresh seed in deep, peaty, permanently moist soil, though it does not tolerate hot weather.",0.670333981513977,0.30126866698265076,0.5925063490867615,0.16373229026794434,0.2566658854484558,0.10810552537441254,0.43474525213241577
"Along with pink and white, what color are the flowers of this plant?",Purple,['purple'],[],1,"This plant is used as an ornamental garden shrub, and is a recipient of the Royal Horticultural Society's Award of Garden Merit. Several cultivars have been bred, including the white-flowered 'Madonna'. 'Flash' has white flowers with pink markings, and 'La Vida Rosa' has flowers marked with a deeper pink.",0.9009870886802673,0.41618359088897705,0.360128790140152,0.19516980648040771,0.2561437785625458,0.4575420022010803,0.18621093034744263
Who excavated this castle?,Dennis Turner,['Time Team'],[],0,"The castle was excavated by Dennis Turner, over six seasons between 1970 and 1975. These excavations took place mostly in August of each year and lasted a few weeks. Turner died before he could complete the writing of the excavation report and it was completed by David H Caldwell and Geoffrey P Stell using his notes. They noted that the excavations took place at a time before modern archaeological techniques so the notes were not always the easiest to understand.  Caldwell and Stell note that Turner might have excavated a pre-castle structure. Also, that some pieces of worked stone of prehistoric type were found during the excavation, indicating that there may have been some prehistoric occupation on the hilltop.",0.4899888336658478,0.019491147249937057,0.07612868398427963,0.04218055307865143,0.31190600991249084,0.03884590417146683,0.01487576775252819
What is bordered inferiorly with a series of minute red spots on the larvae of this insect?,Legs,['a lateral bluish line'],[],0,"""Subcylindrical, tapering towards each end, numerously-covered with minute tubercles; green."" (Moore) Subcylindrical; suddenly tapered at both ends; covered with transverse rows of pointed tubercles. Colour dark green, with a lateral bluish line bordered inferiorly with a series of minute red spots; legs green, the prothoracic legs bordered with black that widens on the middle one of the three.",0.462359756231308,0.47233664989471436,0.2563900649547577,0.6193689703941345,0.5363088846206665,0.5881208777427673,0.3245849609375
In what year was a hoard of venetian coins found at st. clement's church of this church?,2007,['2007'],[],1,"ement in the year 893 on the foundation of an early Christian basilica, and dedicated to St. Panteleimon. It was here that the Ohrid Literary School, a center of Slavonic literary and cultural activity where more than 3,500 disciples were educated. St. Clement was buried in this church, in the tomb which was built by his own hands. After the advent of the Ottoman Empire, St. Clement's church was converted into a mosque, known as the Imaret Mosque (Turkish: İmaret Camii), of which only a small enclosure remains. The mosque was built as an endowment and a memorial by Sinan Chelebi, member of the distinguished Turkish family of the Ohrizade. The Imaret Mosque was torn down in 2000 with the reason given that it was constructed over the remains of a church in the Plaošnik area and the former mosque was added to the damaged religious buildings list compiled by the Islamic Religious Community of Macedonia. Apart from the church's many reconstructions during the time of the Ottoman Empire, it has undergone extensive reconstruction and excavation in the contemporary period. The most recent restoration started on 8 December 2000 and was completed by 10 August 2002. Most of Saint Clement's relics were translated to the church. Baptistery On Plaošnik has been discovered the baptistery of the five aisle basilica with hooked crosses (swastikas) on the mosaic floors which date from the period between 4th and 6th century. It is assumed that this early Christian basilica at Plaoshnik upon which the Kliment's monastery was built in the 9th century, was dedicated to St. Paul the Apostle who preached Christianity in Lychnidos (present-day Ohrid) in the 1st century A.D. On 10 October 2007, a deposit of approximately 2,383 Venetian coins was discovered by archaeologists while excavating the monastery. A prominent archaeologist of the Republic of Macedonia, Pasko Kuzman, stated that the coins are of special significance because they indicate that Ohrid and Venice were commercially linked.",0.46271201968193054,0.038397952914237976,0.7819139957427979,0.7634018063545227,0.6797816753387451,0.4658113718032837,0.5934685468673706
Who braves the class 2 and 3 rapids in this pass?,Rafting,['Thrill-seeking kayakers'],[],0,"Rafting is practiced in the river, which has Class 2-3 rapids in its Florida section.",0.01890670321881771,0.010480374097824097,0.03057252988219261,0.020652927458286285,0.14161355793476105,0.026344092562794685,0.02016506716609001
"What is a tough, vigorous, and popular cultivar of this tree?",Shimpaku,['Legacy'],[],0,"This popular ornamental tree or shrub for gardens, parks, and in tough coastal conditions of hot sun and sandy fast-draining soils, has more than 100 named cultivars selected for various characteristics, such as yellow foliage (e.g. cvs. 'Aurea', 'Tremonia'), permanently juvenile foliage (e.g. cv. 'Shoosmith'), columnar crown shape (cv. 'Columnaris'), abundant cones (e.g. cv. 'Kaizuka'), etc. First popular in the United States in the Los Angeles gardens in Mediterranean style homes, and now commonly found along both the West and East Coast in beach and coastal areas. The Chinese juniper is widely used in bonsai, both as individual plants, such as the 250-year-old ""Omiya tree"" in the Birmingham Botanical Gardens in the UK, and in groups, such as the well-known Goshin on display at the National Bonsai and Penjing Museum at the US National Arboretum. The cultivar 'Shimpaku' is a very important bonsai subject.",0.5525763630867004,0.047180384397506714,0.018391108140349388,0.039216265082359314,0.10334908217191696,0.2716367542743683,0.027158772572875023
What color are the spots on this flower?,Pink,['dark brown'],[],0,"Plants infected by chrysanthemum white rust exhibit spots on the upper surfaces of leaves. These spots are initially pale-green to yellow in color and up to 5mm in diameter, but may turn brown as the tissue becomes necrotic. On the underside of the leaf, stems, and flower, spots develop into pink or white waxy telial clusters/pustules where teliospores develop. Pustules are able to form on any green tissue of the plant, but are most common on young leaves and flower bracts.",0.8145185112953186,0.03454012796282768,0.04285547137260437,0.03376688063144684,0.3510926365852356,0.009963879361748695,0.07002092897891998
What does this bird do in coniferous forests?,Climb,['breeds'],[],0,"Order: Passeriformes   Family: Certhiidae Treecreepers are small woodland birds, brown above and white below. They have thin pointed down-curved bills, which they use to extricate insects from bark. They have stiff tail feathers, like woodpeckers, which they use to support themselves on vertical trees. Brown creeper, Certhia americana, coniferous forests",0.31918880343437195,0.013017321936786175,0.04726283252239227,0.013646646402776241,0.0749099850654602,0.005740296561270952,0.03318266198039055
What is the scientific name of this bird?,Astrapia nigra,['Halcyon senegalensis'],[],0,"This scientific name, Astrapia nigra, consists of the words ""astrapaios"" meaning flashing or lightning, and ""nigra"" meaning black. It was actually the first species of astrapia to be discovered, so the generic name was first assigned to this bird.",0.8780999183654785,0.01042202115058899,0.01591760665178299,0.006187909282743931,0.1501966267824173,0.03113732300698757,0.048423148691654205
What type of gothic form does the exterior of this church show?,Gothic,['Italianate'],[],0,"The exterior of the church reflects the eclectic period of American Victorian Architecture.  It also shows elements of a modified, early Renaissance Revival style.  This may be found in the rusticated walls, rounded arches and lunettes that are composed of transitional gothic arches, louvered shutters and colored glass. Many interior elements have both Romanesque and early Renaissance characteristics. Behind the altar is a stained glass window that depicts the church's patroness.",0.9382944703102112,0.0670178160071373,0.12501320242881775,0.025930654257535934,0.22896581888198853,0.12262389063835144,0.02387712337076664
During what stage of development is there a lack of knowledge about this bird vocalizations?,Early,['early'],[],1,"There are many knowledge gaps surrounding the vocalization behaviour of violet-green swallows. These gaps include vocalizations made during early development, alarm calls and the daily pattern of calls. The little information available suggests two main classes of vocalizations, the chee-chee calls and twitter calls.",0.584374725818634,0.09878118336200714,0.6560595035552979,0.7936946749687195,0.6195788383483887,0.9078552722930908,0.5590602159500122
What is the main theme of this temple?,Religion,['Jagannath consciousness'],[],0,"The texts and reliefs in the temple refer to cultic liturgies which were similar to those from that time period. The temple itself had a specific theology. The characters invoked the gods of Kom Ombo and their legend. Two themes were present in this temple: the universalist theme and the local theme. The two combine to form the theology of this temple. A temple was already built in the New Kingdom to honor these gods, however, this site gained in importance during the Ptolemaic Kingdom. Little remains of the New Kingdom temple. The existing temple was begun by Ptolemy VI Philometor (180–145 BC) at the beginning of his reign and added to by other Ptolemies, most notably Ptolemy XIII Theos Philopator (51–47 BC), who built the inner and outer hypostyles. The scene on the inner face of the rear wall of the temple is of particular interest, and ""probably represents a set of surgical instruments.""",0.9686873555183411,0.049780864268541336,0.1878976970911026,0.2051919549703598,0.39457616209983826,0.1723344326019287,0.20533700287342072
What do different types of this butterfly larvae choose?,Plant,['different host plants'],[],0,"The larvae of some species of butterfly, including the orchard butterfly (Papilio aegeus) and canopus butterfly (Papilio fuscus) use this species as a food source.",0.5896477103233337,0.02530772238969803,0.038958802819252014,0.020558351650834084,0.15559540688991547,0.006513779517263174,0.06956170499324799
What kind of animal is this bird?,Bird,['bird'],[],1,"Animals and bird of various species are found including sparrow, large Indian parakeet, parrot, crow, rat, rabbit, nilgai (state animal of Haryana), pied crested cuckoo, koel, pheasant, kingfisher, bulbul and Indian magpie robin. The national bird of India, the common peafowl (mor) is quite common and is seen in the fields and common village land.",0.9249948263168335,0.8037997484207153,0.9529678225517273,0.8704561591148376,0.9320957064628601,0.24431487917900085,0.9708787798881531
How many native species of this plant are there in britain?,31,['three'],[],0,"Britain is relatively impoverished in terms of native species. For example, only thirty-one species of deciduous tree and shrub are native to Scotland, including ten willows, four whitebeams and three birch and cherry. This is a list of tree species that existed in Britain before 1900.  The sheer number of tree species planted subsequently precludes a complete list.",0.2949715256690979,0.008110430091619492,0.009502007625997066,0.02102847211062908,0.022403676062822342,0.004551047459244728,0.003667992539703846
How are the cells of this seaweed arranged?,Branched,['irregularly'],[],0,"Polysiphonia fucoides is a relatively small seaweed. It grows as branched, cylindrical tufts reaching 30 cm or more in length. The branches are themselves densely branched, the main branch usually distinct. It is attached by matted branches which produce rhizoids. The branches are composed of a central axes of cells surrounded by 11 to 21 pericentral cells all of the same length. Cortication is generally absent but may be formed on the major branches near the holdfast, with the cells growing down in grooves between the pericentral cells. The branching may resemble Vertebrata thuyoides, but the branches of B.thuyoides are corticated almost to the tips.",0.2394523024559021,0.07457616180181503,0.008624459616839886,0.01639062725007534,0.031242812052369118,0.006135907955467701,0.040426429361104965
What is the behavior of this butterfly?,Roost,['nomadic'],[],0,"Sets of adults seek shelter, feed, and mate within the same areas. However, no forms of social grouping are observed. These butterflies exhibit roosting behavior on the underside of leaves in late evening. This is done in an upside-down manner while closing their wings. It is thought that the purpose of this behavior is to remain hidden from predators.",0.32506582140922546,0.019714754074811935,0.005395073443651199,0.006441315170377493,0.036608871072530746,0.00325419707223773,0.007244472857564688
"Are the stems, roots and foliage of this plant poisonous or non-poisonous?",Poisonous,['poisonous'],[],1,"The stems, roots and foliage are poisonous, and the berries can be toxic or cause nausea if eaten raw.",0.9673983454704285,0.8916060924530029,0.6350885033607483,0.8552441000938416,0.8161420226097107,0.9001219272613525,0.778352677822113
What type of litigation delayed the acquisition of the land for this fort?,Real estate,['lengthy'],[],0,"In 1835, during a real estate boom and after Robert A. Kinzie (the trader's son) had success claiming a different downtown tract, Beaubien seemingly purchased the site of Fort Dearborn (75.69 acres) through the local government land agent for $94.61, although his two previous attempts had received letters of rejection on the grounds that it was a military reservation.  Unlike his purchase of the first carriage in town, or the second piano (for his daughters' use), this led to litigation, specifically his downstate lawyer's attempt to evict the fort's commandant, Major Lafayette Wilcox. Future Illinois governor Thomas Ford was the initial judge, who pointed out that the General Land Office had failed to act after Beaubien had sent the new registration certificate to Washington and asked for a formal land patent. He invalidated Beaubien's claim as incomplete. When Beaubien appealed, the Illinois Supreme Court (in an opinion drafted by his friend Theophilus W. Smith) found his claim valid on the grounds that the state legislature had never authorized the military reservation. However, the United States Supreme Court invalidated the Illinois decision, deciding the federal government's bounty in allowing pre-existing land claims had been misused, and that the government had properly established the military reservation. Senator and future Illinois Supreme Court Chief Justice Sidney Breese was among Beaubien's lawyers, as were Washington D.C. attorneys Francis Scott Key and Daniel Webster, but they were opposed by Attorney General Felix Grundy and Charles Butler, his predecessor' brother, now representing a group of land speculators. Following the decision, the U.S. District Court ordered Beaubien's payment returned, the military realized the fort unnecessary since Native Americans had left the area, and the General Land Office proceeded to ready to ready the property for subdivision and public auction as the ""Fort Dearborn Addition to Chicago"" (reserving only space for a",0.5139522552490234,0.021355094388127327,0.02006119303405285,0.11752445995807648,0.11643952876329422,0.1060277670621872,0.024870682507753372
"Along with new guinea and australia, where is this bird native?",Australia,['New Zealand'],[],0,"The black-faced cuckooshrike (Coracina novaehollandiae) is a common omnivorous passerine bird native to Australia and southern New Guinea. It has a protected status in Australia, under the National Parks and Wildlife Act, 1974. They are widely distributed in almost any wooded habitat throughout the area, except in rainforests. But they can also occur in urban areas, and are a fairly common sight on power lines in Australian cities such as Sydney and Perth.",0.8357032537460327,0.11572039127349854,0.11973987519741058,0.3727424740791321,0.20095235109329224,0.2366647869348526,0.025409424677491188
What type of this plant can be squat and hairy?,Semidesert,['semidesert'],[],1,"Platystemon californicus is a variable plant taking such a wide range of forms it has been split, reorganized, and redescribed as up to 57 different species. Its form often varies according to geography and habitat conditions. Coastal forms may be hairless and a bit succulent, while semidesert individuals can be squat, hairy plants. Some authors describe separate varieties, which are ecotypes adapted to specific, often very limited, habitat types. The annual herb is usually at least a bit hairy, sometimes quite woolly. The stem is upright to decumbent and 3 to 30 centimeters long. The leaves are oppositely arranged or whorled about the stem. They are widely linear and smooth-edged with rounded or pointed tips. They are 1 to 9 centimeters long. The inflorescence is a single flower growing from a leaf axil or the tip of the stem. It is borne on a peduncle 3 to 26 centimeters long with three hairy sepals. The flower usually has six petals, but a large flower can have more. The petals vary in size, shape, and color. They measure 6 to 19 millimeters long and have rounded or pointed tips. There are five basic color patterns: solid white, solid yellow, and a white petal with a yellow tip or yellow base or both. The all-yellow petals are less common. The petals may age reddish. The center of the flower is filled with several whorls of stamens with thickened ends. The fruit is a capsule up to 1.6 centimeters long which is divided into many sections containing shiny black seeds. The flowers are partly wind-pollinated and partly pollinated by solitary bees.",0.5736339092254639,0.043702539056539536,0.8373395204544067,0.2716849744319916,0.03558366745710373,0.6916691660881042,0.22839078307151794
In what geographical part of puerto rico is this lighthouse located?,East,['southwestern'],[],0,"Cape San Juan Light (Faro de Las Cabezas de San Juan) is a historic lighthouse located on the northeastern part of the highest point of Cape San Juan in Fajardo, Puerto Rico. The lighthouse was constructed in 1880 and was officially lit on May 2, 1882. The original illuminating apparatus, not changed until after 1898, had an 18-mile (29 km) range and displayed a fixed white light which every three minutes flashed red. The lighthouse owned by the Puerto Rico Conservation Trust is part of the Las Cabezas de San Juan Nature Reserve. The  316-acre (128 ha) reserve includes a bioluminescence bay, rare flora and fauna, various trails and boardwalks, and  scientific research center. Despite its small size, the reserve shelters seven different ecological systems, including beaches, lagoons, dry forest, coral reefs and mangroves. In 1898, the lighthouse played a major role in the Battle of Fajardo during the Puerto Rican Campaign of the Spanish–American War. The lighthouse was listed in the National Register of Historic Places by the United States government on October 22, 1981. In 2001, under the National Historic Lighthouse Preservation Act, it became the first lighthouse to be transferred to a non-governmental organization in Puerto Rico.",0.590800940990448,0.055900126695632935,0.05490318313241005,0.06815691292285919,0.20620816946029663,0.08043134212493896,0.08295142650604248
What was this aircraft carrier supposed to become instead of a museum?,Navy,['a training ship'],[],0,"Instead of a traditional museum hall, the whole hall has been converted into a mock-up of the fleet carrier HMS Ark Royal as it would have appeared in the 1970s.  The entrance to this hall is by a simulated Wessex helicopter ride from Hall 2.  The hall itself is a simulation of a section of the flight deck of HMS Ark Royal and aircraft are displayed as if they are on the deck.  Two large screens show the takeoff and landing of aircraft such as Blackburn Buccaneers and McDonnell Douglas F-4 Phantom IIs.  There is also a series of rooms simulating the carrier's island. The aircraft include: Blackburn Buccaneer S.1 XN957 Fairey Gannet COD.4 XA466 Supermarine Scimitar F.1 XD317/112/R de Havilland Sea Vixen FAW.2 XS590/131/E Hawker Siddeley Buccaneer S.2B XV333 McDonnell Douglas Phantom FG.1 XT596 Supermarine Attacker F.1 WA473/102/J de Havilland Sea Venom FAW.21 WW138 Hawker Sea Hawk FGA.6 WV856 Westland Wessex HU.5 XT482 Westland Wessex HU.5 XT769",0.39340317249298096,0.02018100395798683,0.04441032186150551,0.030109645798802376,0.22845301032066345,0.1519414484500885,0.1283225119113922
What part of this plant do birds eat?,Seeds,['fruits'],[],0,"This plant is an important part of the habitat for waterfowl and other birds, which use it for food and cover. At least 50 species of birds have been observed feeding on the seeds, including ducks, geese, rails, bobwhites, mourning dove, and ring-necked pheasant. The seeds and other parts are eaten by mammals such as the white-footed mouse, muskrat, raccoon, and fox squirrel.",0.8126636147499084,0.028484156355261803,0.31082287430763245,0.20916876196861267,0.39738693833351135,0.051918718963861465,0.15211990475654602
What four things define the character of this square?,"Buildings, traffic, park, shops",['statues'],[],0,"The square is rectangular in shape. Buildings line all four sides of the square, while a large oval park sits in its center. A one-way traffic pattern circles the park. Seven of Watertown's main streets (including U.S. Route 11, New York State Route 3, New York State Route 12, and New York State Route 283) intersect at the square, making it a heavy traffic destination for motorists. While the square boasts some modern architecture, its main character is defined by the numerous 19th- and early 20th-century buildings that still stand. Throughout its buildings, the square is host to a multitude of shops, restaurants, business offices, churches and apartment houses, making it a major shopping and business destination in the city.",0.2787471115589142,0.011416067369282246,0.010876534506678581,0.001680180081166327,0.0041572703048586845,0.0014728043461218476,0.00297965994104743
What do these birds prefer to nest in?,Pine tree,['large cavities'],[],0,"They forage slowly on tree trunks and branches by poking their bill into pine cones. These birds also find food by searching for it on the ground. These birds mainly eat insects, seeds and berries. Their nests are deep, open cups, which are placed near the end of a tree branch. Pine warblers prefer to nest in pine trees, hence their names. Three to five blotched white eggs are laid.",0.7108369469642639,0.016444126144051552,0.12942440807819366,0.261292427778244,0.09113141894340515,0.01677246205508709,0.04676284268498421
What function did the dungeons of this fort serve?,Prison,['prison'],[],1,"Little is known about the entrance to the smaller fort as it has not been fully excavated, but the existence of large, square post holes similar to those found in the main entrance suggest that they probably served the same function as those found in the entrance to the main fort. The only notable difference was their location, with the post holes being situated not inside the passage itself, but around the corner of the passage, against the inner rampart.",0.5028433203697205,0.02212904579937458,0.19020214676856995,0.09511411935091019,0.14241503179073334,0.2981450855731964,0.038904692977666855
What is the lemon verbena smell associated with on male this butterfly wings?,Methyl salicylate,['specialized androconial scales'],[],0,"Recent research has shown that when males mate with a female, they inject methyl salicylate along with their sperm. The smell of this compound repels other males, thus ensuring the first male's paternity of the eggs—a form of chemical mate guarding. After a female mates, she will display a mate refusal posture that releases methyl salicylate during a subsequent courtship. The release of this anti-aphrodisiac will quickly terminate the courtship. Males are very sensitive to differences in methyl salicylate levels, and will use this sense to influence their mating behaviour. However, a virgin female displaying a very similar posture will release a different chemical that will prolong the courtship ritual. Males are sensitive to these chemical and postural differences, and can discriminate between a receptive virgin female and an unreceptive mated female. The adult male of this species has a distinctive odour that resembles lemon verbena. This smell is associated with specialized androconial scales on male wings.",0.30281302332878113,0.0490683875977993,0.10565894842147827,0.03806683048605919,0.08516784012317657,0.0839572548866272,0.03159313648939133
What part of this bird is mainly yellow with a dark tip?,Beak,['bill'],[],0,"The little grebe is a small water bird with a pointed bill. The adult is unmistakable in summer, predominantly dark above with its rich, rufous colour neck, cheeks and flanks, and bright yellow gape. The rufous is replaced by a dirty brownish grey in non-breeding and juvenile birds. Juvenile birds have a yellow bill with a small black tip, and black and white streaks on the cheeks and sides of the neck as seen below. This yellow bill darkens as the juveniles age, eventually turning black in adulthood. In winter, its size, buff plumage, with a darker back and cap, and “powder puff” rear end enable easy identification of this species. The little grebe's breeding call, given singly or in duet, is a trilled repeated weet-weet-weet or wee-wee-wee which sounds like a horse whinnying.",0.8551921248435974,0.08630596846342087,0.07528874278068542,0.026737980544567108,0.18459415435791016,0.08949142694473267,0.22070828080177307
