question_text,prediction,ground_truths,generated_text,correctness,EccentricityUncertainty,PTrue_VLM,Entropy,PRelevant_VLM,LARS_BASE,llava_evqa_bm25,llava_evqa_bm25_with_context,llava_evqa_rerank,llava_evqa_rerank_with_context,llava_evqa_eva_clip,llava_evqa_eva_clip_with_context,qwen_evqa_bm25,qwen_evqa_bm25_with_context,qwen_evqa_rerank,qwen_evqa_rerank_with_context,qwen_evqa_eva_clip,qwen_evqa_eva_clip_with_context,llava_infoseek_bm25,llava_infoseek_bm25_with_context,llava_infoseek_rerank,llava_infoseek_rerank_with_context,llava_infoseek_eva_clip,llava_infoseek_eva_clip_with_context,qwen_infoseek_bm25,qwen_infoseek_bm25_with_context,qwen_infoseek_rerank,qwen_infoseek_rerank_with_context,qwen_infoseek_eva_clip,qwen_infoseek_eva_clip_with_context,Image_Perturbation
What is present on this plant at the same time as unripe fruit?,Leaves,['ripe fruit'],"['Berry', 'Yes', 'Nothing', 'Leaves', 'Leaves', 'Flower', 'Seed', 'Trunk', 'Leaves', 'Leaves']",0,-6.519072222619239,0.9790584441499028,-1.216940780375929,0.0868685367488781,0.6601623892784119,0.2408529818058014,0.1535239964723587,0.1652814149856567,0.1597426086664199,0.3483171761035919,0.2702482342720032,0.0503290556371212,0.0526756644248962,0.0796060115098953,0.4761377274990082,0.1246393322944641,0.2005700170993805,0.0016658739186823,0.3316936492919922,0.0042611146345734,0.2467674612998962,0.0512734949588775,0.0396512560546398,0.0008421462262049,0.0196652188897132,0.0009676914778538,0.0387779362499713,0.0008343489607796,0.2413844615221023,0.26318359375
How many years does australia have to rid itself of this plant?,100,['20'],"['2 years', '5', '1', '100', '6', '500', '50', '25', '30', '10']",0,-9.48683298050514,0.9613678226371024,-1.0738825172185895,0.0587781921308349,0.0759708285331726,0.0026175554376095,0.001355335698463,0.0036337589845061,0.0060170302167534,0.0095235649496316,0.0066498601809144,0.0008108025067485,0.001581646152772,0.0011791009455919,0.00664266012609,0.001216841628775,0.005404851399362,0.0034002491738647,0.0191104710102081,0.004563910420984,0.015069980174303,0.0028185811825096,0.0024569481611251,0.0016673123463988,0.0008805315592326,0.0021705313120037,0.000786479038652,0.0017654205439612,0.0017775231972336,0.04437255859375
How many sites is this plant found in great britain?,1,['50'],"['2', '2', '1', '2', '1', '6', '2', '2', 'Unknown', '25']",0,-4.848899875641828,0.9613384844671352,-0.8996525603967409,0.0532054869390938,0.4243000149726867,0.002182456664741,0.0010927498806267,0.006116896867752,0.0048527540639042,0.0021072698291391,0.0033440412953495,0.0013469042023643,0.0103812338784337,0.0034033593256026,0.0225059706717729,0.0022875105496495,0.0198365617543458,0.006650770548731,0.0890799388289451,0.0032599060796201,0.0664161220192909,0.0195658672600984,0.0053268088959157,0.0022726529277861,0.0101831071078777,0.0060199340805411,0.0033397772349417,0.019291715696454,0.0221695229411125,0.036407470703125
What is the oldest part of this church?,Steeple,['The nave'],"['Bell tower', 'Steeple', 'Steeple', 'Tower', 'Bell tower', 'Tower', 'Tower', 'Tower', 'Steeple', 'Bell tower']",0,-4.447468687720854,0.9752414570090008,-0.5471410372545507,0.183362710622804,0.8274980187416077,0.0222204755991697,0.0259760078042745,0.0139930360019207,0.0940615907311439,0.0959590747952461,0.1170773729681968,0.2118526250123977,0.0358402803540229,0.1056108400225639,0.0968598499894142,0.1557941734790802,0.1472801268100738,0.000765363802202,0.0616399832069873,0.0007806686917319,0.091129370033741,0.0013770314399152,0.0100846774876117,0.002142786514014,0.0241107121109962,0.0059271855279803,0.019412962719798,0.0017496627988293,0.16339211165905,0.47412109375
In what line of the prelude does wordsworth mention this fountain?,1,['1033'],"['Prelude', 'Prelude', 'Poetry', 'Second', '75', 'First', '10', 'Line 74', 'Alone', 'Lines 111-113']",0,-4.921635663711766,0.9258654408169706,-1.6055328519149878,0.0860243399583936,0.1593494266271591,0.003086436074227,0.0010952062439173,0.0065245139412581,0.0097212847322225,0.0037752413190901,0.0023298950400203,0.0012612963328137,0.011187664233148,0.0025534287560731,0.0107444282621145,0.0013782596215605,0.015881972387433,0.0011548481415957,0.0029345864895731,0.0013463558861985,0.009997809305787,0.0010940092615783,0.0012570561375468,0.0010473576840013,0.0320201590657234,0.0021070402581244,0.0230819135904312,0.0018953734543174,0.0438117645680904,0.1571044921875
What style was this building built in?,Modern,['Neoclassical'],"['Gothic', 'American', 'Georgian', 'Greek', 'Victorian', 'French', 'Mediterranean', 'Georgian', 'Modern', 'Gothic']",0,-8.221921916437784,0.9670468839534444,-1.4708690948939571,0.1572985990795248,0.7180236577987671,0.0696785822510719,0.1824757009744644,0.0418932139873504,0.2018386423587799,0.0949311852455139,0.2171632051467895,0.0675610303878784,0.1947504878044128,0.1145556271076202,0.1008433550596237,0.0311567038297653,0.1273825317621231,0.0005970337078906,0.0122324172407388,0.0006223648670129,0.0158816594630479,0.0005773552693426,0.0055429604835808,0.0029336193110793,0.0161436013877391,0.0051491605117917,0.009350499138236,0.0018530453089624,0.0860827937722206,0.416748046875
Is this plant edible or non-edible?,Edible,['edible'],"['No', 'Non-edible', 'Non-edible', 'Non-edible', 'Non edible', 'Non', 'Edible', 'Edible', 'Edible', 'Edible']",1,-3.094870530533564,0.9638060145171584,-0.6172919422547177,0.1705793512157561,0.9445677399635316,0.9714118838310242,0.3981542289257049,0.8968664407730103,0.6058638691902161,0.9384133219718932,0.8983498215675354,0.9461811184883118,0.2843623757362366,0.9392593502998352,0.9477142095565796,0.8568722605705261,0.5642072558403015,0.0061082728207111,0.0708522573113441,0.008987046778202,0.1766145080327987,0.3219849169254303,0.0167901590466499,0.0036809737794101,0.1424561887979507,0.0060445079579949,0.0263423006981611,0.0105011239647865,0.4699887335300445,1.1171875
Who listed this archaeological site as a world heritage site?,Unesco,['UNESCO'],"['United nations', 'Unesco', 'Unknown', 'Unesco', 'Unesco', 'Unesco', 'Unesco', 'UNESCO', 'UNESCO', 'Un']",1,-3.582342115528076,0.9895417659699904,-0.5716453420648274,0.1187352119226169,0.9726650714874268,0.3994724452495575,0.0082711949944496,0.5324261784553528,0.1174238249659538,0.5374444723129272,0.0058309454470872,0.1810686290264129,0.1806100904941558,0.1417848914861679,0.5980799198150635,0.243583083152771,0.1268538832664489,0.1949836611747741,0.3079761564731598,0.3853778839111328,0.5143352746963501,0.133366197347641,0.2815214991569519,0.4427975416183471,0.0058397310785949,0.5289296507835388,0.0073671475984156,0.6099945306777954,0.4994071722030639,0.22412109375
In what year was an inventory made of this castle?,1600,['1728'],"['2002', '1352', '1756', '1700', 'Unknown', '1555', '1111', '1800', '1847', '1600']",0,-8.60660022088641,0.9742003428654954,-1.0623938284649437,0.0593550098218667,0.0316783525049686,0.0029505402781069,0.0015130420215427,0.0030766625422984,0.0086801862344145,0.0010822981130331,0.0274170339107513,0.0007130613666959,0.0014633007813245,0.0007796850986778,0.0019985407125204,0.0007955444743856,0.0039270161651074,0.0009436524705961,0.0079487785696983,0.0010065640090033,0.0078628230839967,0.0039272531867027,0.0022780282888561,0.0015851658536121,0.0015721545787528,0.0035082779359072,0.0010414222488179,0.0015793286729604,0.0015502196038141,0.0552978515625
How are the leaves arranged on this plant?,In a circle,['clumps'],"['Branches', 'Branch away', 'Branches', 'Branch', 'Stems', 'Sprigs', 'Around flower', 'Cluster', 'Around flower', 'Straight']",0,-5.941138305102792,0.7836643979923136,-1.6599284110280377,0.1369305727298183,0.0247024875134229,0.0017279842868447,0.0015501959715038,0.0034361116122454,0.0035158274695277,0.0008877913933247,0.0037423309404402,0.0006654929602518,0.0016774547984823,0.0008517684764228,0.0042884889990091,0.0006819118279963,0.0049835983663797,0.000802956521511,0.0102519067004323,0.0005593011155724,0.0154992965981364,0.0007795514538884,0.0015898402780294,0.0009944451740011,0.0027271008584648,0.003495167940855,0.0008330374257639,0.0008604429895058,0.0209983717650175,0.07012939453125
What is this plant tolerant to once established?,Drought,['drought'],"['Dry', 'Drought', 'Drought', 'Drought', 'Dehydration', 'Sun', 'Drought', 'Drought', 'Drought', 'Shade']",1,-3.4103311326746004,0.9732345892323044,-0.5951811889690968,0.1725900866296436,0.8932114839553833,0.6050505042076111,0.3584590256214142,0.2380542457103729,0.5591726899147034,0.5760650038719177,0.3506048917770386,0.07404825091362,0.2031997591257095,0.0581891909241676,0.3647382259368896,0.2411394864320755,0.1348110884428024,0.0024370688479393,0.0230022780597209,0.0034893318079411,0.3662246763706207,0.0175455138087272,0.0296917185187339,0.0020387442782521,0.0249404963105916,0.038763653486967,0.0768733024597168,0.0008444846025668,0.1284768879413604,0.43115234375
What type of landscape was this synagogue meant to blend in with?,Desert,['Oriental'],"['Desert', 'Swimming pool', 'City', 'Mountain', 'Hill', 'Mountains', 'Mediterranean', 'Plains', 'Archeological park', 'Desert']",0,-8.226265041935894,0.9544396550208863,-1.340999105872276,0.1849813999073043,0.8516215682029724,0.0569251142442226,0.0079488344490528,0.0665668174624443,0.0250581130385398,0.3683655858039856,0.0177009850740432,0.0576550848782062,0.0653347373008728,0.0694156736135482,0.0846632272005081,0.0815341770648956,0.0242243874818086,0.0009410245693288,0.0789298191666603,0.0017673436086624,0.2075531184673309,0.0007258816040121,0.0382900647819042,0.0268336459994316,0.1774786710739135,0.0496093668043613,0.0113514401018619,0.0030138874426484,0.3340653777122497,0.1680908203125
Is this tree a native or non-native tree in new zealand?,Non-native,['native'],"['Native', 'Non-native', 'Non native', 'Non', 'Non', 'Non-native', 'Native', 'Non native tree', 'Native', 'Native']",0,-3.0422054158305314,0.9218056232351872,-0.7616517293810224,0.081287288716737,0.729167640209198,0.056815680116415,0.0339404456317424,0.0501580834388732,0.0120851527899503,0.063113085925579,0.018626594915986,0.0015463238814845,0.0015526289353147,0.0015574131393805,0.0090440986678004,0.000986439990811,0.08168975263834,0.1165018454194068,0.1151783168315887,0.0193557981401681,0.048579528927803,0.3985008895397186,0.0834641903638839,0.001075584325008,0.0010775143746286,0.0012872257502749,0.0021303903777152,0.0013121382798999,0.0443364046514034,0.120849609375
What is the relationship between the Tuntex Sky Tower and this library?,Connected,['opposite'],"['Nearby', 'Connected', 'Across', 'Partner', 'Across the street', 'Connected', 'Direct', 'None', 'Connected', 'Big']",0,-3.774022372827166,0.9649832539146938,-1.502187333019295,0.193291727955277,0.6981531381607056,0.752116858959198,0.339828222990036,0.3310373425483703,0.2486595064401626,0.7519152760505676,0.1302941292524337,0.0326737202703952,0.118569977581501,0.0179175119847059,0.3658014237880707,0.0333148948848247,0.0228825192898511,0.0011312890565022,0.6068135499954224,0.0035906669218093,0.1051723361015319,0.0324349701404571,0.0529704503715038,0.0015802184352651,0.0071781696751713,0.0029877992346882,0.0029137833043932,0.0008069048053584,0.1223818734288215,0.08612060546875
How many petals does this plant have?,4,['5–7'],"['2', '4', '10', '4', '5', 'Lot', '5', '0', 'Many', '12']",0,-6.5511279858081,0.9632767254478358,-0.9086827702568068,0.107688161170326,0.1884755343198776,0.00311831664294,0.0037041683681309,0.0055850530043244,0.0184677354991436,0.0044139507226645,0.0113652069121599,0.0021393094211816,0.0186685882508754,0.0032748093362897,0.0067551396787166,0.0033965120092034,0.0378742478787899,0.0038684830069541,0.2248580902814865,0.0071124355308711,0.1303005814552307,0.0547698028385639,0.0493076406419277,0.002940182108432,0.0063048843294382,0.0079086944460868,0.0110024148598313,0.0193256139755249,0.0412841476500034,0.03790283203125
What is the primary pollinator of this plant?,Bee,['hummingbirds'],"['Butterfly', 'Bee', 'Bee', 'Bees', 'Bee', 'BEE', 'Bee', 'Bee', 'Bees', 'Bee']",0,-1.896763520165189,0.9896701175705346,-0.4177929696016387,0.140040962133515,0.7841167449951172,0.0037419900763779,0.0095955841243267,0.0084929214790463,0.0286890268325805,0.1232751980423927,0.1810188442468643,0.0084759080782532,0.0313163213431835,0.0163050163537263,0.0335041061043739,0.026204090565443,0.0681993961334228,0.001491674920544,0.0828748866915702,0.0011354975868016,0.1366282701492309,0.0303746275603771,0.0664785057306289,0.0049290219321846,0.0508991293609142,0.0128018548712134,0.0232599582523107,0.0045333136804401,0.3757553696632385,0.0953369140625
Taxonomy and what else of this bird?,Duck,['systematics'],"['Duck', 'Swan', 'Goose', 'Sail', 'Swan', 'Swan', 'Duck', 'Heron', 'Bird', 'Swim']",0,-6.76088031360208,0.9786103693255414,-1.308006712437297,0.2918704287067611,0.3688545525074005,0.0379592888057231,0.0044615673832595,0.0225257147103548,0.0047204899601638,0.049834556877613,0.0071018133312463,0.0089363027364015,0.0075574126094579,0.007662487681955,0.0100901583209633,0.0677312985062599,0.0357694923877716,0.0008381805964745,0.0048599187284708,0.0009126172517426,0.00741165317595,0.002367612440139,0.0012598040048033,0.0116599323228001,0.0136520965024828,0.0199369993060827,0.1057553067803382,0.0023877101484686,0.0799161046743393,0.65576171875
What was the result of hiring the fences around the this building construction site as advertising space?,Money,['controversy'],"[""It doesn't have enough advertisers"", 'Revenue', 'People watch construction', 'No more space available', 'More business', 'Little revenue', 'Increase revenue', 'Profit', 'No advertising', 'Revenue']",0,-2.9536184759927298,0.9515894549240432,-1.7966426041823191,0.1393588350776192,0.3023333549499511,0.0181622616946697,0.0042165606282651,0.0178845580667257,0.0027021565474569,0.0073207993991672,0.0017254173289984,0.0060797864571213,0.1977550089359283,0.0087303705513477,0.0202259887009859,0.0371571741998195,0.0342308916151523,0.0017573895165696,0.0090375207364559,0.0020119680557399,0.018603179603815,0.0070464089512825,0.0023457533679902,0.0071976166218519,0.0262457262724638,0.0213174447417259,0.0141182243824005,0.010395242832601,0.0350003093481063,0.09136962890625
What is the occurrence range of this bird in square miles?,100,"['14,500,000']","['2000', '10', '100', '6', '500', '500', '50,000', '1600', '0', '50']",0,-8.222548161860786,0.9540901927723884,-0.9391869121524116,0.0896260401097486,0.0739608332514762,0.0032428486738353,0.0012975871795788,0.0033837896771728,0.0098927430808544,0.0038109384477138,0.0072854585014283,0.0008292410057038,0.0014990366762503,0.0012871908256784,0.0007763569592498,0.0019722504075616,0.0055096969008445,0.0039734849706292,0.027004349976778,0.0027168593369424,0.0238266307860612,0.0018619798356667,0.00186662748456,0.0037466858047991,0.0009479802683927,0.0030711709987372,0.0008140233112499,0.0016786929918453,0.0013297556433826,0.25341796875
What type of articles were published about this port?,News,['News'],"['No one', 'News', 'News', 'News', 'News', 'Business', 'Newspaper', 'Editorial', 'No', 'News']",1,-4.726185303710659,0.9743490053826208,-1.2187298426559816,0.0837039801540677,0.9641618132591248,0.0583779960870742,0.6657297015190125,0.0313320979475975,0.5374224185943604,0.0848451927304267,0.1426592618227005,0.0349437855184078,0.1671448349952697,0.0851634591817855,0.2981120645999908,0.010986709035933,0.1626989096403122,0.0123599264770746,0.0795275792479515,0.0054875700734555,0.1069338619709014,0.0107418885454535,0.0115172658115625,0.0039673056453466,0.0626664012670517,0.0310926064848899,0.0171854700893163,0.0170663259923458,0.0320507995784282,0.142822265625
What was jeanne-claude's role in this art installation?,Created,['collaborator'],"['Creator', 'Conceived', 'Curator', 'Created', 'Sculpt', 'Creator', 'No', 'Created bridge to island', 'Created', 'None']",0,-4.890854426929809,0.9892549225799522,-1.4223234920536922,0.0892766212935042,0.0978501886129379,0.1631066352128982,0.0051376293413341,0.0970209091901779,0.0189918372780084,0.0682937428355217,0.0069136139936745,0.002387183252722,0.0437304638326168,0.0079621383920311,0.0506873875856399,0.0029889938887208,0.091935709118843,0.0014518371317535,0.0070806313306093,0.0045573986135423,0.0180839989334344,0.0011528130853548,0.0015977064613252,0.001388746779412,0.003604921279475,0.0018701480003073,0.0064727226272225,0.0008237502188421,0.0177476834505796,0.10882568359375
Is the common name of this plant known or unknown?,Unknown,['known'],"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Known']",0,-1.8973665961010275,0.916923754339754,-0.1137432473915396,0.1256545567789374,0.9842655658721924,0.0034505988005548,0.0646108537912368,0.0395752377808094,0.0530830658972263,0.005908278748393,0.0303729269653558,0.0231847185641527,0.0361412055790424,0.0049428045749664,0.1944864392280578,0.0106414649635553,0.0544410459697246,0.5139082670211792,0.3254718482494354,0.0449071377515792,0.5372904539108276,0.4371173977851867,0.1421245634555816,0.0027364017441868,0.0056433505378663,0.0020708483643829,0.0372556559741497,0.0045651365071535,0.2835656404495239,0.0059814453125
What is most likely to survive if only one egg is taken from a this bird nest?,Chick,['a single hatchling'],"['Chick', 'Baby', 'Chick', 'Egg', 'Baby', 'Human', 'Egg', 'Survive', 'Baby', 'None']",0,-4.8590378786922255,0.974631526667484,-1.3209928253510346,0.1068501252514577,0.4317622780799866,0.1854448318481445,0.1246834993362426,0.133492037653923,0.182259127497673,0.3006684482097626,0.187526986002922,0.0310448929667472,0.0517910569906234,0.0668440386652946,0.0486956872045993,0.2171815484762191,0.071867436170578,0.0125676169991493,0.0552990809082984,0.0197632778435945,0.0659808665513992,0.0528769269585609,0.0124807525426149,0.0039851949550211,0.1082675606012344,0.0176319945603609,0.0620833076536655,0.0089629180729389,0.0523473061621189,0.175537109375
In what japanese city is this temple located?,Tokyo,['Tokyo'],"['Tokyo', 'Tokyo', 'Kyoto', 'Tokyo', 'Hakata', 'Asakusa', 'Tokyo', 'Tokyo', 'Tokyo', 'Tokyo']",1,-4.295187568770485,0.9631003603586856,-0.5885067322737692,0.0820849986238988,0.9810725450515748,0.023969117552042,0.2876715362071991,0.0283810067921876,0.6965478658676147,0.9223118424415588,0.8824137449264526,0.5909450650215149,0.0645132884383201,0.6183390021324158,0.3412187695503235,0.7867906093597412,0.2462368309497833,0.0019684452563524,0.0345763117074966,0.0026134341023862,0.2420078366994857,0.0011257827281951,0.0746814832091331,0.4235816597938537,0.3993368744850158,0.7633438110351562,0.6073305606842041,0.2045825570821762,0.8827389478683472,0.2421875
What genus is this plant in?,Dahlia,['Verbascum'],"['Daphne', 'Puffs', 'Lilac', 'Sunflower', 'Dahlia', 'Lavender', 'Calendula', 'Echinacea', 'Lantanas', 'Hibiscus']",0,-9.486832980505136,0.955401336347004,-1.648075932232993,0.1263929751700634,0.0506920218467712,0.0021714307367801,0.0023914887569844,0.0038271150551736,0.0040289517492055,0.0027046531904488,0.0036369245499372,0.0012720046797767,0.0030579636804759,0.0057503473944962,0.0055316197685897,0.002891280921176,0.0005335651803761,0.0013964734971523,0.0085405549034476,0.0012545306235551,0.0280817039310932,0.0017494530184194,0.0028398456051945,0.0018859135452657,0.0473501347005367,0.0169543754309415,0.0259545259177684,0.0008836872293613,0.2830943465232849,0.3291015625
In what century was this gate closed to traffic?,16th,['16th'],"['20th', '11', 'Middle', '16', '6', '1700s', '19th', '13', '11th', '18th']",1,-7.473440425412148,0.9720917813610264,-1.1891638693404163,0.0722984112117563,0.1278069764375686,0.0310886818915605,0.0027193152345716,0.0299297198653221,0.0307513568550348,0.0643859133124351,0.3468467593193054,0.0013609747402369,0.0006683767423965,0.0013695639790967,0.0015266742557287,0.0013312433147802,0.005545818246901,0.0510782413184642,0.1196406632661819,0.0127304848283529,0.0207166150212287,0.0854385495185852,0.0251830853521823,0.0018504436593502,0.0013985636178404,0.0067839790135622,0.0009360000840388,0.0050777071155607,0.0039597172290086,0.014923095703125
How often has this attraction been the highest-rated attraction worldwide since it opened?,100000000000000000000000000000000000000000000000000000000000000,['every year'],"['2 years in a row', 'Ever', 'Never', 'Never', '756', '27 times', 'Twenty years', 'Never', '5 times', '11 years']",0,-5.878496396648033,0.8842222136731042,-1.4826567474553094,0.1479127342597815,0.0281644314527511,0.0018070946680381,0.0078940270468592,0.0027850908227264,0.0157476235181093,0.0014155316166579,0.0099574606865644,0.0006194010493345,0.0004315893456805,0.0007299237186089,0.0008333216537721,0.0007452085847035,0.0007232928765006,0.0022162841632962,0.0159075930714607,0.0013998862123116,0.0299098249524831,0.0011182612506672,0.0031140639912337,0.0008604553295299,0.000749310303945,0.0010347402421757,0.000951565511059,0.0008605106850154,0.0006267640856094,0.096923828125
What type of habitat does this plant grow in with ponderosa pines?,Desert,['forest'],"['Desert', 'Desert', 'Desert', 'Savannah', 'Desert', 'Desert', 'Desert', 'Desert', 'Desert', 'Desert']",0,-1.8973665961010275,0.99025923837897,-0.1683734737613121,0.0861925204326561,0.9877097606658936,0.3039054870605469,0.2804884314537048,0.6453564763069153,0.4233237206935882,0.5861911773681641,0.1417169272899627,0.2145581245422363,0.1338766664266586,0.2069863677024841,0.4942613244056701,0.2365314811468124,0.2191195487976074,0.0014798075426369,0.542309582233429,0.0080951768904924,0.6670704483985901,0.0216800402849912,0.2723883688449859,0.0222835019230842,0.5573166608810425,0.2871694564819336,0.3104383647441864,0.0119599942117929,0.8555777668952942,0.61279296875
What is the common name for this tree?,Pine,['Douglas fir'],"['Pine tree', 'Pine', 'Evergreen', 'Pine', 'Pine', 'Pine', 'Pine tree', 'Pine', 'Pine tree', 'Redwood']",0,-3.1623053746058143,0.9824705241799244,-0.5052375309392422,0.1396312862813989,0.8453804850578308,0.0016948243137449,0.0299178697168827,0.0051780617795884,0.0213592313230037,0.0324907153844833,0.0387676507234573,0.0717984363436698,0.0247161425650119,0.0178631208837032,0.0380775816738605,0.0991967990994453,0.0558111555874347,0.5376731753349304,0.1062060594558715,0.1658163964748382,0.0348261557519435,0.4235173761844635,0.0068591311573982,0.0099083734676241,0.0658630803227424,0.0268743559718132,0.1314085721969604,0.0359144173562526,0.2135316133499145,0.60693359375
Where are the filifera-filaments located on the petiole of this plant?,Middle,['between the segments'],"['Bottom', 'Middle', 'Middle', 'Center', 'Middle', 'Stem', 'On stem', 'On leaves', 'End', 'Top']",0,-5.299160275902064,0.9792975012709592,-1.4072383834049105,0.2382177011950911,0.4861699640750885,0.0282877329736948,0.0321888253092765,0.0745802074670791,0.0680883079767227,0.0032744668424129,0.0156080033630132,0.0245840847492218,0.447294533252716,0.0384233929216861,0.3617100119590759,0.0531622692942619,0.1626083999872207,0.0006880816654302,0.0046313884668052,0.000690420391038,0.024116413667798,0.0017315329750999,0.0012789237080141,0.0014249009545892,0.0039776898920536,0.0172038413584232,0.0108614983037114,0.0042419922538101,0.1089265272021293,0.1138916015625
"Along with oak woodlands and shady lower elevation slopes, in what type of habitat does this plant grow?",Forest,['mixed evergreen forests'],"['Forest', 'Rainforest', 'Forrest', 'Rainforest', 'Tropical', 'Tropical', 'Forest', 'Forest', 'Tropical', 'Rain forest']",0,-2.852281787774272,0.9908335908371688,-0.8798125921962006,0.2688836387952162,0.6747742295265198,0.0502500496804714,0.0398751236498355,0.0478587932884693,0.0455504730343818,0.1009843349456787,0.0114117041230201,0.0344023406505584,0.2192752063274383,0.0461777411401271,0.2766946852207184,0.0905510485172271,0.0533798485994339,0.00123646564316,0.0054110554046928,0.0015218592016026,0.0107867298647761,0.0019239472458139,0.0036637953016906,0.0031203851103782,0.0014027701690793,0.0056016924791038,0.0083093671128153,0.0029919713269919,0.008689003996551,0.0948486328125
"Along with white and purple, what color are the flowers of this plant?",White,['pink'],"['Pink', 'White and purple', 'Pink', 'Blue', 'White', 'Green', 'Green', 'Pink', 'Pink and green', 'Yellow']",0,-5.828650751096812,0.9788194453852777,-0.8911919674312229,0.1460468052128648,0.5077701807022095,0.0860211327672004,0.0908400043845176,0.0534587539732456,0.3351260423660278,0.2453507483005523,0.1680582016706466,0.1816919893026352,0.0604031085968017,0.1696128845214843,0.1318791955709457,0.4280901849269867,0.1601668149232864,0.5089868903160095,0.0635159388184547,0.0729248151183128,0.2934446930885315,0.4150172770023346,0.1176936998963356,0.017413180321455,0.1306663006544113,0.0396909490227699,0.1164862886071205,0.1448725461959839,0.4782471358776092,0.227294921875
"Blacksmiths, carpenters and other what worked in this shipyard?",Bricklayer,['artisans'],"['Worker', 'Carpenter', 'Bricklayers', 'Carpenters', 'Blacksmith', 'Tile makers', 'Artists', 'Craftsmen', 'Craftsmen', 'Builders']",0,-3.7099145013416366,0.9725962322809848,-1.2080845229642485,0.196911675204194,0.0629942789673805,0.0191512554883956,0.0108819426968693,0.0115902479737997,0.0053687952458858,0.0045525943860411,0.0034339041449129,0.0008786542457528,0.0018800102407112,0.000988544197753,0.0104197589680552,0.0007424561772495,0.0100539913401007,0.0011577206896618,0.0242595225572586,0.0008818972273729,0.0332269631326198,0.0054461769759655,0.0068246205337345,0.000968562613707,0.0028952537104487,0.0023192004300653,0.0097787547856569,0.0009294647024944,0.0181404296308755,0.1552734375
Is this plant a member or non-member of the fig-marigold family?,Non-member,['member'],"['No', 'Non-member', 'Non-member', 'Yes', 'Non-member', 'Non', 'Non-member', 'Non', 'Non-member', 'Non-member']",0,-1.845526611570186,0.9428883773804906,-0.5767594767094124,0.1244334337174405,0.7289384007453918,0.0673566162586212,0.0649777203798294,0.0592893213033676,0.050947967916727,0.0153788086026906,0.0144126154482364,0.0043818373233079,0.0009694374166429,0.0067470022477209,0.00346768531017,0.0021640141494572,0.0150025952607393,0.4862012863159179,0.3281576335430145,0.2386194318532943,0.1506877541542053,0.5318775773048401,0.4299706518650055,0.0014227165374904,0.0018853310029953,0.0011497708037495,0.0133635383099317,0.0014419298386201,0.0068902219645679,0.032928466796875
this moth is found in europe in the north to what?,North,['the Arctic Circle'],"['Russia', 'Russia', 'Pine tree', 'North', 'Norway', 'North pole', 'Mediterranean', 'Siberia', 'North atlantic', 'Alaska']",0,-6.665892696798164,0.975613553068117,-1.2780364289175488,0.1416917206804892,0.4046803712844848,0.1048738360404968,0.0028560641221702,0.0592047087848186,0.0713154226541519,0.019506175071001,0.0297690033912658,0.0098439706489443,0.1019812226295471,0.113154299557209,0.5095452666282654,0.0371151007711887,0.087766520678997,0.0019056347664445,0.0034637262579053,0.0013317288830876,0.0166554562747478,0.003276196308434,0.003226806409657,0.0008908681920729,0.014466562308371,0.0030257310718297,0.0233386810868978,0.0009936183923855,0.0341307185590267,0.02154541015625
In what country is this building located?,England,['England'],"['United kingdom', 'England', 'Usa', 'England', 'England', 'England', 'England', 'England', 'England', 'England']",1,-1.8976941464319823,0.984992295211508,-0.3677379859921832,0.159775691578923,0.8365140557289124,0.0905198603868484,0.2313063591718673,0.0170696936547756,0.1259046494960785,0.8454499840736389,0.6447150707244873,0.3320788145065307,0.0495748221874237,0.4683321416378021,0.0222253054380416,0.6926305294036865,0.1895112991333007,0.0017870295559987,0.0362980142235755,0.0014051254838705,0.0050081475637853,0.0130896754562854,0.0576127916574478,0.1289997100830078,0.0469589717686176,0.0352327860891819,0.0015641243662685,0.0061729256995022,0.0015062754973769,0.6865234375
How many bracts are on a flowering this flowering plant?,10,['five'],"['2', '2', '1', '2', '0', '6', '2', '2', '0', '25']",0,-5.692099788303083,0.9382670179845972,-0.8855917605571448,0.1651697988972465,0.0947479605674743,0.0041444757953286,0.0011986888712272,0.0045304032973945,0.0110731003805994,0.0017044798005372,0.0027751284651458,0.000857392384205,0.0041534639894962,0.001399821601808,0.0034614705946296,0.001299442956224,0.0057780132628977,0.0022292041685432,0.039367452263832,0.0041316775605082,0.0151943862438201,0.0101639572530984,0.0035340939648449,0.001614126143977,0.0011136115062981,0.0038944375701248,0.0012695729965344,0.0036153348628431,0.0032857442274689,0.09765625
