question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,qwen_evqa_eva_clip_base_no_context,qwen_evqa_eva_clip_base_with_context,qwen_evqa_eva_clip_no_p_prime,qwen_evqa_eva_clip_no_p_q_i,qwen_evqa_eva_clip_no_p_q_c,qwen_evqa_eva_clip_no_p_q
What was the north wing of this building designed to do to views of the sea?,Block views of the sea.,['optimize'],[],0,"Dronningmølle water mill was rebuilt in the National Romantic style for Ferdinand Andersen and is now known as Dronningmølle Slot. The building has later been converted into holiday apartments. Ferdinand Andersen is also associated with other buildings in the area, such as the beach house Skansen which he constructed at the mouth of Esrum Å in 1899. The house takes its name after a protected defensive structure located on the estate. The now wingless wind mill next to the water mill was built in 1878 and remained in use until 1934. Dronningmølle Avlsgård from 1923 was designed by the architect Henning Hansen. Munkeruphus (Munkerup House), a residence inspired by American Colonial Revival architecture, is located in Dronningmølle. It is now an exhibition centre. The Rudolph Tegner Museum, just south of Dronningmølle, is dedicated to the work of the sculptor Rudolph Tegner who designed the building himself in a bunker-like Modernist style. Villingerød Church, located on the west side of the road between Villingerød  and Dronningmølle, close to the Rudolph Tegner Museum, is from 1906. It was designed by the architect Vilhelm Holck and is surrounded by a small graveyard.",0.9620714783668518,0.0006008693017065525,0.00032200521673075855,0.00037159668863750994,0.0002617003337945789,0.00035069408477284014,0.0003724125272128731
What is the most popular beach in this beach for enjoying water based activities?,Playa Blanca,['Playa Dorada'],[],0,"El Golfo Charco de los Clicos Los Hervideros Playa Blanca, beach town located in the south of the island Papagayo beaches Hacha Grande, mountain Puerto Calero marina",0.9912160634994507,0.5315048694610596,0.3547985255718231,0.3716970384120941,0.10001896321773529,0.1377406269311905,0.3557945787906647
What type of climate is this plant native to?,Southeastern United States,['temperate'],[],0,"Ilex longipes, commonly called the Georgia holly, is a species of plant in the holly family. It is native to the southeastern United States, where it has a patchy distribution. It is typically found in upland forests. Ilex longipes is a large shrub or small tree. It produces small white flowers in the spring and red berries in the fall. It has a similar appearance to Ilex cuthbertii and Ilex decidua, which it is sometimes considered a variety of.",0.9542647004127502,0.5771734714508057,0.016388798132538795,0.007915348745882511,0.04468954727053642,0.017800312489271164,0.019668864086270332
"Along with aquatic plants, in what type of environment does this plant grow?",Freshwater environment,['wetland'],[],0,"The Galien River passes through Warren Woods State Park which supports the last climax beech-maple forest in the state of Michigan. The Galien River watershed supports the state's largest breeding population of yellow-throated warblers (Setophaga dominica), and a substantial population of breeding cerulean warblers (Setophaga cerulea). Also supports a high diversity of bottomland forest obligate bird species. Designated coldwater streams in the watershed include: the main stem of the Galien River, east branch Galien River, Blue Jay Creek, south branch Galien River, and a portion of Spring Creek.",0.8710384368896484,0.0023797941394150257,0.0007112669409252703,0.0004447382234502584,0.00034967437386512756,0.00034807639895007014,0.0009372940985485911
How was this dome related to the sand groin to the south?,Not related.,['paired'],[],0,"During the Sengoku period, Oda Nobunaga used Komaki Castle as his headquarters from which he launched his invasion of Mino Province and later the area surrounding Mount Komaki was the site of the Battle of Komaki and Nagakute in 1584.",0.7012503743171692,0.0008249264792539179,0.0002811478334479034,0.00029553472995758057,0.0003026607446372509,0.0003150245756842196,0.00033777760108932853
Who led this cathedral's renovations?,Edward Weisenburger,['John Alan'],[],0,"Peter Bourgade (1897–1899), appointed Archbishop of Santa Fe Henry Regis Granjon (1900–1922) Daniel James Gercke (1923–1960) Francis Joseph Green (1960–1981) Manuel Duran Moreno (1982–2003) Gerald Frederick Kicanas (2003–2017) Edward Weisenburger (2017–present)",0.9940430521965027,0.4672541320323944,0.12588778138160706,0.06196821108460426,0.00767322676256299,0.27813267707824707,0.26608529686927795
As what type of infusion is this plant used?,Not used as an infusion.,['diuretic'],[],0,"Pellaea glabella is the smooth cliffbrake.  For much of pteridological history, it was regarded as a reduced form or variety of Pellaea atropurpurea.  P. glabella is known to exist in two cryptic species, one diploid and one tetraploid.  The diploid reproduces sexually, while the tetraploid is normally apogamous. It is now known that the tetraploid form of the species is one of the parents of the original hybrid P. × atropurpurea that became the apogamous species. P. glabella is epipetric, normally growing on well-weathered limestone. It favors more exposed sites than P. atropurpurea. This species is distinguished by its sessile or nearly sessile pinnae and smooth, not hairy, stipes. P. glabella has been assigned a total of four subspecies: Pellaea glabella subsp. glabella Mettenius ex Kuhn Pellaea glabella subsp. missouriensis (G. J. Gastony) Windham Pellaea glabella subsp. occidentalis (E. E. Nelson) Windham Pellaea glabella subsp. simplex (Butters) A. Löve & D. Löve The subspecies glabella and simplex are the tetraploids, while missouriensis and occidentalis are the diploids.  Glabella and missouriensis have hairlike scales near the midrib, while simplex and occidentalis are completely glabrous.",0.8415022492408752,0.000638385012280196,0.0002849183219950646,0.0003023830067832023,0.00031209024018608034,0.0003287515719421208,0.00028422134346328676
Where was the cupola located on this building?,At the top of the octagonal spire.,['top of the building'],[],0,"rters for the Mather Stock Car Company, a builder of rail cars for transporting livestock. Its design was greatly influenced by the pioneering Chicago Zoning Ordinance of 1923, which placed no limit on the height of new buildings as long as the surface area of the structure's uppermost floor did not exceed 25% of its footprint.  This resulted in a multitude of tall, slender, ""setback"" towers, of which the Mather is an extreme and unusual example.  The top floor of the octagonal spire has only 280 square feet (26 m²) of floor space. Mather Company's founder, Alonzo Mather (a descendant of Cotton Mather) is said to be responsible for a number of the building's distinctive design features, including the octagonal tower.  Initial plans called for construction of a second, identical building on North Michigan Avenue, behind the Mather and connected to it by a ground-floor arcade, but onset of the Great Depression in 1929 forced its cancellation. By the 1990s the building had fallen into significant disrepair. In 2000 the 4-story ""cupola"" at the top of the building was demolished because of structural deterioration and safety concerns, after chunks of terra cotta began falling from the facade. Damage was sufficiently extensive that consideration was given to dismantling the remaining 17 stories of the octagonal spire as well. In 2000 Masterworks Development Corporation purchased the structure and undertook a complete restoration.  In November 2002, the final phase of the project was initiated when a helicopter lifted the steel framework for a new cupola from a river barge to the top of the tower. The lower, rectangular portion of the building currently houses the River Hotel, while the octagonal upper stories are occupied by a branch of the Club Quarters chain of membership corporate accommodations. Mather Tower was designated a Chicago Historic Landmark in 2001, and in 2006 it received a National Preservation Honor Award from the National Trust for Historic Preservation.",0.9564840197563171,0.007817878387868404,0.00047350054956041276,0.0005249117384664714,0.0002760781499091536,0.0003372079518157989,0.003920986782759428
When are the leaves of this plant dark green and shiny?,in spring,['mature'],[],0,"Rubia fruticosa is a species of flowering plant in the family Rubiaceae, native to the Canary Islands, Madeira and the Savage Islands.",0.8912574648857117,0.0031355617102235556,0.023336749523878098,0.016861995682120323,0.011904079467058182,0.0021090684458613396,0.03521890938282013
Which gender of bluebird tried to drive this bird from its nest?,"None, as the bird in the image is a white-rumped swallow, not a bluebird.",['male'],[],0,"The shiny cowbird is a brood parasite that occasionally lays its eggs in the nest of white-rumped swallow. After a shiny cowbird fledges, it exhibits behaviour that causes it to be fed more, much to the detriment of white-rumped swallow nestlings. About six percent of nests are affected by this. This swallow has been known to lose nests to the southern house wren, a subspecies of the house wren.",0.5732895731925964,0.0006573454011231661,0.00026557265664450824,0.00028534678858704865,0.00030354756745509803,0.0003113902930635959,0.0002587735652923584
What is another name for this plant?,Tasselflower brickellbush,['Mimulus alatus'],[],0,"Brickellia grandiflora, known by the common name tasselflower brickellbush, is a species of flowering plant in the family Asteraceae.",0.9694599509239197,0.018690932542085648,0.08752469718456268,0.12626473605632782,0.05981900170445442,0.01531593780964613,0.07657099515199661
What kind of giant cockle is this bivalve?,Pecten jacobaeus,['Atlantic'],[],0,"Pecten jacobaeus usually reaches a length of about 120–140 millimetres (4.7–5.5 in), but the world record size reaches over 210 mm. The two valves have different shapes. The lower valve, with which the animal rests on the bottom, is very convex and light-colored, while the upper valve is flat and brown. They show 14 to 16 ribs (radial wrinkles) with a more or less rectangular cross section. The inside of the valves is porcelain-like smooth. The mollusc has at the edge of the mantle many short tentacles, between which there are a total of 60 blue-millimeter lens eyes. By quickly closing of the two valves it can swim away several meters in case of danger. These scallops eat planktonic organisms and other floating food particles, which they obtain by filtering sea water with their gills.",0.9872658252716064,0.6402013301849365,0.18974421918392181,0.1772419512271881,0.1409238576889038,0.005018503870815039,0.04906589165329933
What is this castle's number on the national heritage list?,Not specified in the text.,['1011374'],[],0,"Scarborough Castle is a former medieval Royal fortress situated on a rocky promontory overlooking the North Sea and Scarborough, North Yorkshire, England. The site of the castle, encompassing the Iron Age settlement, Roman signal station, an Anglo-Scandinavian settlement and chapel, the 12th-century enclosure castle and 18th-century battery, is a scheduled monument of national importance. Fortifications for a wooden castle were built in the 1130s, but the present stone castle dates from the 1150s. Over the centuries, several other structures were added, with medieval monarchs investing heavily in what was then an important fortress that guarded the Yorkshire coastline, Scarborough's port trade, and the north of England from Scottish or continental invasion. It was fortified and defended during various civil wars, sieges and conflicts, as kings fought with rival barons, faced rebellion and clashed with republican forces, though peace with Scotland and the conclusion of civil and continental wars in the 17th century led to its decline in importance. Once occupied by garrisons and governors who often menaced the town, the castle has been a ruin since the sieges of the English Civil War, but attracts many visitors to climb the battlements, take in the views and enjoy the accompanying interactive exhibition and special events run by English Heritage.",0.8483031988143921,0.0006122966296970844,0.0002939159458037466,0.00030512019293382764,0.00028436363209038973,0.0003169589617755264,0.000335173710482195
How has this plant been introduced into cultivation?,By humans for ornamental and edible use.,['widely'],[],0,"Physalis species are herbaceous plants growing to 0.4 to 3.0 m tall, similar to the common tomato, a plant of the same family, but usually with a stiffer, more upright stem. They can be either annual or perennial. Most require full sun and fairly warm to hot temperatures. Some species are sensitive to frost, but others, such as the Chinese lantern, P. alkekengi, tolerate severe cold when dormant in winter.",0.6253385543823242,0.0006767119630239904,0.0002771475410554558,0.0003252376336604357,0.000269625656073913,0.0003165503730997443,0.0002845865674316883
How many meters of this cave are accessible to visitors?,Not applicable.,['50'],[],0,"William 'Strata' Smith (23 March 1769 – 28 August 1839) was an English geologist, credited with creating the first detailed, nationwide geological map of any country. At the time his map was first published he was overlooked by the scientific community; his relatively humble education and family connections prevented him from mixing easily in learned society. Financially ruined, Smith spent time in debtors' prison. It was only late in his life that Smith received recognition for his accomplishments, and became known as the ""Father of English Geology"".",0.49951040744781494,0.0005911396001465619,0.0002744120138231665,0.00031434802804142237,0.0002678873424883932,0.00031665421556681395,0.0002762966905720532
What family is this plant in?,Asteraceae,['Apocynaceae'],[],0,"Delairea is a plant genus within the family Asteraceae that is native to South Africa. Classified within the tribe Senecioneae, it contains only one species, Delairea odorata, which was previously included in the genus Senecio as Senecio mikanioides. It is known as Cape ivy in some parts of the world (US) and German ivy in others (Britain, Ireland). Its multi-lobed leaves somewhat resemble those of the unrelated English ivy. Originally used as an ornamental plant on trellises and as groundcover, it is now rarely cultivated because of its invasiveness, in addition to being a weed.",0.993410050868988,0.8319312334060669,0.535529613494873,0.6533347368240356,0.788291871547699,0.5735681653022766,0.5410220623016357
When was abbot sigebert trafford abbot of this abbey?,1938–46,['1938–46'],[],1,"John Bede Polding (later Archbishop of Sydney) (1805–19) Prior/Abbot Edmund Ford (1894–1906) Abbot Cuthbert Butler (1906–22) Abbot Leander Ramsay (1922–29) Abbot John Chapman (1929–33) Abbot Bruno Hicks (1933–38) Abbot Sigebert Trafford (1938–46) Abbot (later Bishop) Christopher Butler (1946–66) Abbot Wilfrid Passmore (1966–74) Abbot John Roberts (1974–90) Abbot Charles Fitzgerald-Lombard (1990–98) Abbot Richard Yeo (1998–2006) Abbot Aidan Bellenger (2006–14) Prior Administrator Leo Maidlow Davis (2014–18) Prior/Abbot Nicholas Wetz (Prior Administrator 2018–20, Abbot 2020–)",0.9797866344451904,0.05737049877643585,0.34469228982925415,0.20786787569522858,0.3572363257408142,0.5643529891967773,0.10912884026765823
What type of weather do these birds do well in?,warm,['cold'],[],0,"Order: Apodiformes   Family: Apodidae Swifts are small birds which spend the majority of their lives flying. These birds have very short legs and never settle voluntarily on the ground, perching instead only on vertical surfaces. Many swifts have long swept-back wings which resemble a crescent or boomerang. Black swift, Cypseloides niger (A) White-collared swift, Streptoprocne zonaris (A) Chimney swift, Chaetura pelagica (B)",0.9608408808708191,0.17903950810432434,0.33920028805732727,0.08109349757432938,0.17618338763713837,0.28282347321510315,0.2808489501476288
Where is there an isolated population of this tree?,Haida Gwaii,['central Alaska'],[],0,"In 1977 a group of botanists from the University of British Columbia (UBC) visited Haida Gwaii to take cuttings of Kiidk'yaas. These cuttings were grafted onto ordinary Sitka spruce, resulting in two golden saplings. The trees were grown in the UBC Botanical Garden and Centre for Plant Research.  Upon hearing of the tree's destruction in 1997, the arboretum offered one of the two young trees to replace Kiidk'yaas. However, the sapling died in storage before it could be transported to Haida Gwaii.  The second sapling survives at UBC. After Kiidk'yaas' felling, attempts were made to propagate a further 80 cuttings (with the permission of the Haida people) in order to increase the chances of a successful offspring surviving. The only wood harvested from the tree was used by Nova Scotia luthier George Rizsanyi and broadcaster Jowi Taylor as part of Six String Nation, a guitar dedicated to Canadian history.  Other pieces of the guitar include wood from Pierre Trudeau's canoe paddle and Paul Henderson's hockey stick.",0.9913233518600464,0.24970018863677979,0.5351544618606567,0.29698270559310913,0.6462970972061157,0.2967236638069153,0.6602302193641663
What was the original this fortress made out of?,Wooden,['wooden'],[],1,"The original fortification was built by Karelians but the castle seen today is from medieval times. It was first mentioned in a Novgorodian chronicle of 1143 as Korela, and archaeological digs have revealed a layer belonging to the 12th century. Swedish chronicles first reported of the settlement of Keksholm in 1294. Until the 16th century, the fortress belonged to the Novgorod Republic, followed by Muscovy. Novgorodians built the current stone bastions and towers in 1364 after a fire had destroyed the original wooden fortress in 1360. During a Swedish-Novgorodian war in 1314, a small Karelian force re-captured their fortress from the representatives of Novgorod. They invited Swedes to keep it against Novgorod; however, the Novgorodians reconquered the fortress. The fortress was confirmed as belonging to Novgorod in the treaty of Nöteborg of 1323.",0.9784801006317139,0.28887075185775757,0.569778561592102,0.4028850495815277,0.6811596751213074,0.4589023292064667,0.4498029947280884
"Along with condors, coots, darwin's rheas, ducks, eagles, guanacos, llamas, suris and vicuñas, what animals live in the area around this mountain?","Patagonian wolves, Andean foxes, mountain goats, and various bird species.",['chinchillas'],[],0,"Volcanoes in the Andes occur in four separate regions: the Northern Volcanic Zone between 2°N and 5°S, the Central Volcanic Zone between 16°S and 28°S, the Southern Volcanic Zone between 33°S and 46°S, and the Austral Volcanic Zone, south of the Southern Volcanic Zone. These volcanic zones are separated by areas where recent volcanism is absent; one common theory is that the subduction processes responsible for volcanism form a subducting plate that is too shallow to trigger the formation of magma. This shallow subduction appears to be triggered by the Nazca Ridge and the Juan Fernandez Ridge; the areas where they subduct beneath the Peru-Chile Trench coincide with the limits of the Central Volcanic Zone. It is possible that when these ridges are subducted, the buoyancy they carry disrupts the subduction process and reduces the supply of water, which is important for the formation of melts. Of these volcanic zones, the Central Volcanic Zone of which Lascar is a member of is the largest, covering parts of Peru, Bolivia, Argentina and Chile. The Central Volcanic Zone is located between two areas where subduction is shallower and volcanic activity is absent. In the Central Volcanic Zone, volcanism has been active for 120 million years, although it has undergone eastward migration during this time. Water released from the subducting plate triggers the formation of basaltic magmas that are then injected into the crust. About 122 volcanoes with Holocene eruptions exist in the Andean Volcanic Belt, including Ojos del Salado which with a height of 6,887 metres (22,595 ft) is the highest volcano in the world. Many of these volcanoes are covered by snow and ice. A number of supervolcanoes exist in the Central Volcanic Zone, they are part of the Altiplano-Puna volcanic complex.",0.49756231904029846,0.0008707763627171516,0.00026861904188990593,0.00029683311004191637,0.00028352331719361246,0.00031004686024971306,0.00030392693588510156
"Besides southern europe, what other area is this tree native to?",Eastern North America,['Asia Minor'],[],0,"Carya ovalis, the red hickory or sweet pignut hickory, is a fairly uncommon but widespread hickory native to eastern North America. It is typically found growing in dry, well drained sandy upland ridges and sloped woodlands from southern Ontario, Canada, and in the United States east to New Hampshire, south to northern Florida west to eastern Texas and north-west to Nebraska. This species was formerly treated as a variety or northern ecotype of the pignut hickory C. glabra, described as Carya glabra var. odorata. This discrepancy has not yet been completely resolved, and some sources and authors still consider red hickory as a variety or synonym of pignut hickory. However both trees are quite morphologically distinct.",0.9022071361541748,0.6273613572120667,0.10520797222852707,0.06701165437698364,0.06247787922620773,0.10197219252586365,0.028617706149816513
How many vaulted passageways are on the lower level of this arch?,Two,['three'],[],0,"The tetrapylon was a type of monument common in the Classical architecture.  The defining quality of this form is the  concept of four gates, with four pillars or other supporting structures placed at the corners marking the divisions between them.  A tetrapylon could take the form of a single building or multiple, separate structures.  They were built as landmarks at significant crossroads or geographical ""focal points"", as a sub-type of the Roman triumphal arch, or simply as decorative and aesthetically pleasing ornamental architecture.  As applied to a triumphal arch (e.g., the Mausoleum of the Julii at Glanum, Arch of Janus, Rutupiae), a tetrapylon was effectively a 'doubling' of the original form; with a total of four major arched openings, one on each side of the structure (one pair of openings opposite each other along one axis, and a second pair of openings of equal or lesser prominence perpendicular to the first pair; hence a structure with two barrel vaulted passageways, in the form of a cross).",0.9468569159507751,0.16496308147907257,0.7808097004890442,0.821894645690918,0.8351218700408936,0.5604561567306519,0.7910926938056946
"What is widespread, abundant, and secure about this insect?","Not applicable — the description provided refers to a specific damselfly species with particular habitat preferences and life cycle details, but does not state that it is widespread, abundant, or secure. The question asks for a single word or short sentence describing such qualities, which are not mentioned in the text. Therefore, based on the",['The populations'],[],0,"This species favours unshaded slow-flowing sections of muddy rivers with abundant floating vegetation. it has been recorded in tidal rivers and the larvae seem well able to tolerate brackish water. It also occurs in muddy streams but is rare in lakes or ponds of any sort. In north-west Europe, it is mostly confined to flowing waters. Mating is preceded by the male displaying his white legs in a fluttering display flight in front of females. Elongated eggs are laid whilst in tandem, into emergent stems and especially the underside of floating leaves. The larvae live amongst bottom debris and emerge after two years.",0.20710358023643494,0.0007187708979472518,0.0002676529693417251,0.0003028702922165394,0.0003192562435287982,0.0003261651436332613,0.0002572140656411648
Who rebuilt this castle in stone?,"At the end of the 12th century, Skenfrith was rebuilt in stone.",['Hubert'],[],0,"Skenfrith Castle (Welsh: Castell Ynysgynwraidd) is a ruined castle in the village of Skenfrith in Monmouthshire, Wales. The fortification was established by the Normans in the wake of the invasion of England in 1066, to protect the route from Wales to Hereford. Possibly commissioned by William fitz Osbern, the Earl of Hereford, the castle comprised earthworks with timber defences. In 1135, a major Welsh revolt took place and in response King Stephen brought together Skenfrith Castle and its sister fortifications of Grosmont and White Castle to form a lordship known as the ""Three Castles"", which continued to play a role in defending the region from Welsh attack for several centuries. At the end of the 12th century, Skenfrith was rebuilt in stone. In 1201, King John gave the castle to a powerful royal official, Hubert de Burgh. During the course of the next few decades, it passed back and forth between several owners, including Hubert, the rival de Braose family, and the Crown. Hubert levelled the old castle and built a new rectangular fortification with round towers and a circular keep. In 1267 it was granted to Edmund, the Earl of Lancaster, and remained in the hands of the earldom, and later duchy, of Lancaster until 1825. Edward I's conquest of Wales in 1282 removed much of Skenfrith Castle's military utility, and by the 16th century it had fallen into disuse and ruin. The castle was placed into the care of the state by the National Trust in 1936, and is now managed by the Cadw heritage agency.",0.9928280711174011,0.0027677020989358425,0.0002924147411249578,0.0003257561766076833,0.0002697410818655044,0.00030334017355926335,0.0006067519425414503
In what parts of australia can you find this bird?,Australia,['northern and eastern'],[],0,"This is a list of the wild birds found in Western Australia. The list includes introduced species, common vagrants, recently extinct species, extirpated species, some very rare vagrants (seen once) and species only present in captivity. 629 species are listed. The taxonomy is based on Christidis and Boles, 2008. Their system has been developed over nearly two decades and has strong local support, but deviates in important ways from more generally accepted schemes. This list's taxonomic treatment (designation and sequence of orders, families and species) and nomenclature (common and scientific names) follow the conventions of The Clements Checklist of Birds of the World, 2021 edition. All of the birds below are included in the total bird count for Western Australia. The following tags have been used to highlight several categories. The commonly occurring native species do not fall into any of these categories. (A) Accidental – a species that rarely or accidentally occurs in Western Australia (E) Endemic – a species endemic to Western Australia (I) Introduced – a species introduced to Western Australia as a consequence, direct or indirect, of human actions (Ex) Extirpated – a species that no longer occurs in Western Australia although populations exist elsewhere (X) Extinct – a species or subspecies that no longer exists.",0.933552086353302,0.06566023826599121,0.11430893838405609,0.18752332031726837,0.07584305107593536,0.06350928544998169,0.08764563500881195
When was this synagogue dedicated?,The text does not specify when the Hurva Synagogue was dedicated.,['1864'],[],0,"The Hurva Synagogue today stands off a plaza in the centre of Jerusalem's Jewish Quarter, adjacent to the 14th century Sidna Omar mosque. Excavations carried out at the site in July and August 2003 revealed evidence from four main settlement periods: First Temple (800–600 BCE), Second Temple (100 CE), Byzantine and Ottoman. Three bedrock-hewn mikvehs (ritual baths) were uncovered there dating from the 1st century. The earliest tradition regarding the site is of a synagogue existing there at the time of the second-century sage Judah the Prince.",0.8041765689849854,0.0005988944903947413,0.00026706515927799046,0.00028882280457764864,0.00027063547167927027,0.00030866131419315934,0.00030964837060309947
In which country does this bird live?,United States,['Canada'],[],0,"This list of birds of New Hampshire includes species documented in the U.S. state of New Hampshire and accepted by New Hampshire Rare Bird Committee (NHRBC) and New Hampshire Audubon (NHA). As of February 2019, the list contained 420 species. Of them, 131 are on the review list (see below) and six have been introduced to North America. Three are extinct and three have been extirpated. To this list are added seven hypothetical species, defined below; they are also tagged (R). This list is presented in the taxonomic sequence of the Check-list of North and Middle American Birds, 7th edition through the 62nd Supplement, published by the American Ornithological Society (AOS). Common and scientific names are also those of the Check-list, except that the common names of families are from the Clements taxonomy because the AOS list does not include them. Unless otherwise noted, the species listed below are considered to occur regularly in New Hampshire as permanent residents, summer or winter visitors, or migrants. The following codes are used to denote other categories of occurrence: (I) Introduced - a species introduced to North America by the actions of humans (E) Extinct - a recent species that no longer exists (Ex) Extirpated - a species formerly present in New Hampshire which still exists elsewhere (R) Review list - birds that if seen require more comprehensive documentation than regularly seen species. These birds are considered irregular or rare in New Hampshire. (H) Hypothetical - ""modern records which are likely accurate, but do not meet the current criteria for a first state record"" per the NHRBC",0.9931962490081787,0.9140496850013733,0.3519550561904907,0.692785918712616,0.6686650514602661,0.3146194517612457,0.6808627843856812
When are insects the main food of this bird?,Breeding season,['breeding season'],[],1,"The blackcap feeds mainly on insects during the breeding season, then switches to fruit in late summer, the change being triggered by an internal biological rhythm. When migrants arrive on their territories they initially take berries, pollen and nectar if there are insufficient insects available, then soon switch to their preferred diet. They mainly pick prey off foliage and twigs, but may occasionally hover, flycatch or feed on the ground. Blackcaps eat a wide range of invertebrate prey, although aphids are particularly important early in the season, and flies, beetles and caterpillars are also taken in large numbers. Small snails are swallowed whole, since the shell is a source of calcium for the bird's eggs. Chicks are mainly fed soft-bodied insects, fruit only if invertebrates are scarce. In July, the diet switches increasingly to fruit. The protein needed for egg-laying and for the chicks to grow is replaced by fruit sugar which helps the birds to fatten for migration. Aphids are still taken while they are available, since they often contain sugars from the plant sap on which they feed. Blackcaps eat a wide range of small fruit, and squeeze out any seeds on a branch before consuming the pulp. This technique makes them an important propagator of mistletoe. The mistle thrush, which also favours that plant, is less beneficial since it tends to crush the seeds. Although any suitable fruit may be eaten, some have seasonal or local importance; elder makes up a large proportion of the diet of northern birds preparing for migration, and energy-rich olives and lentisc are favoured by blackcaps wintering in the Mediterranean. The continental birds wintering in British gardens rely on provided food, and the major items are bread and fat, each making up around 20% of the diet; one bird survived the whole winter eating only Christmas cake. Fruit is also eaten, notably cotoneaster (41% of the fruit consumed), ivy and honeysuckle, and apple if available. Some birds have lear",0.9893409609794617,0.7124887704849243,0.24458910524845123,0.28565749526023865,0.00990932248532772,0.4396432042121887,0.5392404794692993
What does the iridescent blue/grey patch on the labellum of this plant resemble?,A bee,"[""an insect's glistening wings""]",[],0,This is an annotated list of the orchids found in Ireland.,0.43264779448509216,0.07796032726764679,0.09231755882501602,0.0839604064822197,0.08739962428808212,0.01957591623067856,0.13206347823143005
"In addition to hakka culture, what else does this museum display?",Local culture,['antiques'],[],0,"In fiscal 2010, the station was used by an average of 542 passengers daily (boarding passengers only).",0.521375834941864,0.0007929558050818741,0.001669769175350666,0.010426724329590797,0.0005728713585995138,0.0005604061880148947,0.008074207231402397
In what part of asia is this plant native?,Central Asia,['western'],[],0,"The plant is 90–150 cm (3–5 ft) high and 90–120 cm (3–4 ft) wide,  and in some cases the plant can exceed up to 180 cm (6 ft). The leaves of the plant are dark green in color and alternate.",0.9852774739265442,0.380164235830307,0.08725371211767197,0.030299954116344452,0.0663197860121727,0.0990258976817131,0.06148867681622505
"Along with cracks and holes, what damage had this shrine sustained?",No specific damage mentioned beyond cracks and holes.,['dents'],[],0,"On 30 January 1983, during a vespers service, the sealed zinc box with the remains of Charlemagne was taken out of the shrine and opened. In the evening of the same day, the box was resealed and the remains were put in a provisional wooden shrine. At night, the Karlsschrein itself was brought into the cathedral goldsmiths' workshop, where the goldsmiths Gerhard Thewis and Peter Bolg worked for five years under the scholarly direction of Herta Lepie on the conservation of the artwork. Here, care was taken that apart from this conservation a restoration or renovation was not made – as frequently happened in the repair of artworks in the past – which would have irreversibly changed the shrine or damaged its original form.",0.3820848762989044,0.0005979209672659636,0.00027831445913761854,0.00028434331761673093,0.00028000824386253953,0.00032842266955412924,0.000272683915682137
Is this building covered or uncovered by a roof?,Covered by a roof.,['covered'],[],0,"This article attempts to list the oldest extant buildings surviving in the state of Florida in the United States of America, including the oldest houses in Florida and any other surviving structures. Some dates are approximate and based upon dendochronology, architectural studies, and historical records. Many sites on this list date to the complex colonial period of Florida's history from the founding of Spanish St. Augustine in 1565 to American possession through the Adams-Onis Treaty in 1821.   To be listed here a site must date from prior to 1821; or be the oldest building in a county, large city, or oldest of its type (church, government building, etc.),",0.9836488962173462,0.003976471722126007,0.00032321884646080434,0.0002982859150506556,0.0003010712389368564,0.00035256679984740913,0.00042111435323022306
What kind of plant is this tree?,Willow tree,['tree'],[],0,"The Budenheim Flower Festival has since 1955 been celebrated at the onset of the blossoming season each year on the last weekend in April by choosing a Flower Queen. There are also two Flower Princesses to go with the Queen, and for one year they represent the Municipality of Budenheim on special occasions.",0.9869890213012695,0.06715922802686691,0.003235927550122142,0.0034673751797527075,0.0008138964767567813,0.0004220606351736933,0.016942720860242844
What mountain range is this plant native to in southern california?,Sierra Nevada,['White Mountains'],[],0,"The plant is endemic to eastern California, where it grows in the Sierra Nevada, and in the Owens Valley and Glass Mountain areas to the east in the Great Basin region. Its habitat is generally open woodland and forest areas, at elevations from 1,700–2,500 metres (5,600–8,200 ft).",0.99367356300354,0.8517290353775024,0.37034842371940613,0.07326241582632065,0.13504241406917572,0.08188915997743607,0.48064714670181274
In what century were the tumuli of this island created?,1st century BC,['5th'],[],0,"This is a list of Bienes de Interés Cultural landmarks in the Province of Cádiz, Spain.",0.7196624875068665,0.0023990727495402098,0.003961594775319099,0.001126479939557612,0.0003954754793085158,0.0008036983199417591,0.0073930490761995316
Which terrorist behind the 1978 london bus attack was a former inmate of this prison?,Ian Brady,['Fahad Mihyi'],[],0,"Clydebank High School is a non-denominational secondary school in Clydebank, Scotland. It is one of three non-denominational secondary schools in West Dunbartonshire.",0.1945568323135376,0.0014816011535003781,0.056253619492053986,0.027051424607634544,0.027140052989125252,0.004283112473785877,0.056212760508060455
