question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,llava_evqa_eva_clip_base_no_context,llava_evqa_eva_clip_base_with_context,llava_evqa_eva_clip_no_p_prime,llava_evqa_eva_clip_no_p_q_i,llava_evqa_eva_clip_no_p_q_c,llava_evqa_eva_clip_no_p_q
Who rebuilt this castle in stone?,Hubert de burgh,['Hubert'],[],0,"Skenfrith Castle (Welsh: Castell Ynysgynwraidd) is a ruined castle in the village of Skenfrith in Monmouthshire, Wales. The fortification was established by the Normans in the wake of the invasion of England in 1066, to protect the route from Wales to Hereford. Possibly commissioned by William fitz Osbern, the Earl of Hereford, the castle comprised earthworks with timber defences. In 1135, a major Welsh revolt took place and in response King Stephen brought together Skenfrith Castle and its sister fortifications of Grosmont and White Castle to form a lordship known as the ""Three Castles"", which continued to play a role in defending the region from Welsh attack for several centuries. At the end of the 12th century, Skenfrith was rebuilt in stone. In 1201, King John gave the castle to a powerful royal official, Hubert de Burgh. During the course of the next few decades, it passed back and forth between several owners, including Hubert, the rival de Braose family, and the Crown. Hubert levelled the old castle and built a new rectangular fortification with round towers and a circular keep. In 1267 it was granted to Edmund, the Earl of Lancaster, and remained in the hands of the earldom, and later duchy, of Lancaster until 1825. Edward I's conquest of Wales in 1282 removed much of Skenfrith Castle's military utility, and by the 16th century it had fallen into disuse and ruin. The castle was placed into the care of the state by the National Trust in 1936, and is now managed by the Cadw heritage agency.",0.032075054943561554,0.09463413804769516,0.13133391737937927,0.05238323658704758,0.06081610918045044,0.4736987054347992,0.23020534217357635
In what parts of australia can you find this bird?,Western australia,['northern and eastern'],[],0,"This is a list of the wild birds found in Western Australia. The list includes introduced species, common vagrants, recently extinct species, extirpated species, some very rare vagrants (seen once) and species only present in captivity. 629 species are listed. The taxonomy is based on Christidis and Boles, 2008. Their system has been developed over nearly two decades and has strong local support, but deviates in important ways from more generally accepted schemes. This list's taxonomic treatment (designation and sequence of orders, families and species) and nomenclature (common and scientific names) follow the conventions of The Clements Checklist of Birds of the World, 2021 edition. All of the birds below are included in the total bird count for Western Australia. The following tags have been used to highlight several categories. The commonly occurring native species do not fall into any of these categories. (A) Accidental – a species that rarely or accidentally occurs in Western Australia (E) Endemic – a species endemic to Western Australia (I) Introduced – a species introduced to Western Australia as a consequence, direct or indirect, of human actions (Ex) Extirpated – a species that no longer occurs in Western Australia although populations exist elsewhere (X) Extinct – a species or subspecies that no longer exists.",0.4203028678894043,0.12994594871997833,0.16929835081100464,0.2317167967557907,0.05452308803796768,0.03667476400732994,0.054466720670461655
When was this synagogue dedicated?,100,['1864'],[],0,"The Hurva Synagogue today stands off a plaza in the centre of Jerusalem's Jewish Quarter, adjacent to the 14th century Sidna Omar mosque. Excavations carried out at the site in July and August 2003 revealed evidence from four main settlement periods: First Temple (800–600 BCE), Second Temple (100 CE), Byzantine and Ottoman. Three bedrock-hewn mikvehs (ritual baths) were uncovered there dating from the 1st century. The earliest tradition regarding the site is of a synagogue existing there at the time of the second-century sage Judah the Prince.",0.10081679373979568,0.0034055225551128387,0.005977547261863947,0.016532447189092636,0.0027940059080719948,0.09876932203769684,0.011446393094956875
In which country does this bird live?,New hampshire,['Canada'],[],0,"This list of birds of New Hampshire includes species documented in the U.S. state of New Hampshire and accepted by New Hampshire Rare Bird Committee (NHRBC) and New Hampshire Audubon (NHA). As of February 2019, the list contained 420 species. Of them, 131 are on the review list (see below) and six have been introduced to North America. Three are extinct and three have been extirpated. To this list are added seven hypothetical species, defined below; they are also tagged (R). This list is presented in the taxonomic sequence of the Check-list of North and Middle American Birds, 7th edition through the 62nd Supplement, published by the American Ornithological Society (AOS). Common and scientific names are also those of the Check-list, except that the common names of families are from the Clements taxonomy because the AOS list does not include them. Unless otherwise noted, the species listed below are considered to occur regularly in New Hampshire as permanent residents, summer or winter visitors, or migrants. The following codes are used to denote other categories of occurrence: (I) Introduced - a species introduced to North America by the actions of humans (E) Extinct - a recent species that no longer exists (Ex) Extirpated - a species formerly present in New Hampshire which still exists elsewhere (R) Review list - birds that if seen require more comprehensive documentation than regularly seen species. These birds are considered irregular or rare in New Hampshire. (H) Hypothetical - ""modern records which are likely accurate, but do not meet the current criteria for a first state record"" per the NHRBC",0.2311142534017563,0.2072049379348755,0.26618096232414246,0.10100937634706497,0.22507132589817047,0.25800737738609314,0.09877825528383255
When are insects the main food of this bird?,Breeding season,['breeding season'],[],1,"The blackcap feeds mainly on insects during the breeding season, then switches to fruit in late summer, the change being triggered by an internal biological rhythm. When migrants arrive on their territories they initially take berries, pollen and nectar if there are insufficient insects available, then soon switch to their preferred diet. They mainly pick prey off foliage and twigs, but may occasionally hover, flycatch or feed on the ground. Blackcaps eat a wide range of invertebrate prey, although aphids are particularly important early in the season, and flies, beetles and caterpillars are also taken in large numbers. Small snails are swallowed whole, since the shell is a source of calcium for the bird's eggs. Chicks are mainly fed soft-bodied insects, fruit only if invertebrates are scarce. In July, the diet switches increasingly to fruit. The protein needed for egg-laying and for the chicks to grow is replaced by fruit sugar which helps the birds to fatten for migration. Aphids are still taken while they are available, since they often contain sugars from the plant sap on which they feed. Blackcaps eat a wide range of small fruit, and squeeze out any seeds on a branch before consuming the pulp. This technique makes them an important propagator of mistletoe. The mistle thrush, which also favours that plant, is less beneficial since it tends to crush the seeds. Although any suitable fruit may be eaten, some have seasonal or local importance; elder makes up a large proportion of the diet of northern birds preparing for migration, and energy-rich olives and lentisc are favoured by blackcaps wintering in the Mediterranean. The continental birds wintering in British gardens rely on provided food, and the major items are bread and fat, each making up around 20% of the diet; one bird survived the whole winter eating only Christmas cake. Fruit is also eaten, notably cotoneaster (41% of the fruit consumed), ivy and honeysuckle, and apple if available. Some birds have lear",0.4483461380004883,0.1645650565624237,0.10716325789690018,0.6220264434814453,0.3467622697353363,0.384764701128006,0.1991249918937683
What does the iridescent blue/grey patch on the labellum of this plant resemble?,Butterfly,"[""an insect's glistening wings""]",[],0,This is an annotated list of the orchids found in Ireland.,0.48200473189353943,0.06203829497098923,0.09765077382326126,0.264606237411499,0.11961901932954788,0.20331715047359467,0.238328754901886
"In addition to hakka culture, what else does this museum display?",Art,['antiques'],[],0,"In fiscal 2010, the station was used by an average of 542 passengers daily (boarding passengers only).",0.634590744972229,0.006644030101597309,0.00972398929297924,0.02685498259961605,0.02768133021891117,0.029961412772536278,0.06431698054075241
In what part of asia is this plant native?,China,['western'],[],0,"The plant is 90–150 cm (3–5 ft) high and 90–120 cm (3–4 ft) wide,  and in some cases the plant can exceed up to 180 cm (6 ft). The leaves of the plant are dark green in color and alternate.",0.7677805423736572,0.03634895384311676,0.054292093962430954,0.11050745099782944,0.051331475377082825,0.07526111602783203,0.07637768983840942
"Along with cracks and holes, what damage had this shrine sustained?",Cracks,['dents'],[],0,"On 30 January 1983, during a vespers service, the sealed zinc box with the remains of Charlemagne was taken out of the shrine and opened. In the evening of the same day, the box was resealed and the remains were put in a provisional wooden shrine. At night, the Karlsschrein itself was brought into the cathedral goldsmiths' workshop, where the goldsmiths Gerhard Thewis and Peter Bolg worked for five years under the scholarly direction of Herta Lepie on the conservation of the artwork. Here, care was taken that apart from this conservation a restoration or renovation was not made – as frequently happened in the repair of artworks in the past – which would have irreversibly changed the shrine or damaged its original form.",0.08581497520208359,0.0019454865250736475,0.008734073489904404,0.023963648825883865,0.08316007256507874,0.10637862235307693,0.03615909814834595
Is this building covered or uncovered by a roof?,Covered,['covered'],[],1,"This article attempts to list the oldest extant buildings surviving in the state of Florida in the United States of America, including the oldest houses in Florida and any other surviving structures. Some dates are approximate and based upon dendochronology, architectural studies, and historical records. Many sites on this list date to the complex colonial period of Florida's history from the founding of Spanish St. Augustine in 1565 to American possession through the Adams-Onis Treaty in 1821.   To be listed here a site must date from prior to 1821; or be the oldest building in a county, large city, or oldest of its type (church, government building, etc.),",0.7083473801612854,0.9694376587867737,0.7888334393501282,0.9184086918830872,0.8038501739501953,0.7720704674720764,0.7129349708557129
What kind of plant is this tree?,Tree,['tree'],[],1,"The Budenheim Flower Festival has since 1955 been celebrated at the onset of the blossoming season each year on the last weekend in April by choosing a Flower Queen. There are also two Flower Princesses to go with the Queen, and for one year they represent the Municipality of Budenheim on special occasions.",0.69696444272995,0.5256805419921875,0.02065912075340748,0.0422712005674839,0.008499315939843655,0.13840261101722717,0.038404494524002075
What mountain range is this plant native to in southern california?,Sierra nevada,['White Mountains'],[],0,"The plant is endemic to eastern California, where it grows in the Sierra Nevada, and in the Owens Valley and Glass Mountain areas to the east in the Great Basin region. Its habitat is generally open woodland and forest areas, at elevations from 1,700–2,500 metres (5,600–8,200 ft).",0.9437493681907654,0.7792885303497314,0.6443341970443726,0.4711732268333435,0.6189138293266296,0.6591960787773132,0.46138131618499756
In what century were the tumuli of this island created?,1st,['5th'],[],0,"This is a list of Bienes de Interés Cultural landmarks in the Province of Cádiz, Spain.",0.1434137374162674,0.025086183100938797,0.032471586018800735,0.00822378695011139,0.004089875612407923,0.003793125506490469,0.005989160388708115
Which terrorist behind the 1978 london bus attack was a former inmate of this prison?,IRA,['Fahad Mihyi'],[],0,"Clydebank High School is a non-denominational secondary school in Clydebank, Scotland. It is one of three non-denominational secondary schools in West Dunbartonshire.",0.08566125482320786,0.03874124586582184,0.03486444428563118,0.06840575486421585,0.10697248578071594,0.028701182454824448,0.06425865739583969
What is this square in new york city?,Central park,['a major commercial intersection'],[],0,"By the storm's end, weather stations in Central Park had recorded 20 inches (51 cm) of snow. A combination of heavy snow and strong winds led to massive transportation lockdowns across the city. Nearly all roads in the city (with the exception of major arteries) were left impassable for many days because of the amount of snow. Hundreds of buses were stuck in the snow. More than 400 passengers were stranded on the A train on the IND Rockaway Line for seven hours starting shortly before 1 a.m. One train did not open its doors when it stopped at the station. Dozens of LIRR trains were frozen onto the platforms. Hundreds of plows were on the road. NYC's major airports, Kennedy, Newark and LaGuardia were shut down until 6:00 p.m. Monday evening. The MTA ran on a limited schedule, even on Tuesday morning, with many above ground subway lines not functioning. By Wednesday, only the Sea Beach Line, Franklin Avenue Line, and Greenport Branch remained suspended. The subway resumed full service on Thursday, the LIRR Friday morning. Residents of the city were complaining to Mayor Michael Bloomberg about the slowness of the snowplows attempting to reach their areas. By the late afternoon on Tuesday, snowplows had reached the minor streets in Brooklyn. Many residents of Staten Island, however, had yet to see one. Many plows became stuck in the snow that had accumulated on the streets and several could not get through as many residents had simply abandoned their cars in the middle of roads once it became too hazardous or impossible to move. These cars became stuck as the snow accumulated around them, creating roadblocks for the plows.  Both Mayor Bloomberg and the chief of the sanitation department were urging residents to stay indoors and not shovel snow back onto the streets that had already been plowed. State Senator Carl Kruger called the response a ""Colossal Failure"". Multiple explanations have been proposed for the relatively slow response of the snow cleanup in the New York ",0.7150739431381226,0.09994488209486008,0.1128358393907547,0.23234935104846954,0.24639932811260223,0.2777084708213806,0.09241277724504471
What genus is this plant a species of?,Gentiana,['Gentiana'],[],1,Gentiana olivieri (Chinese: xie wan que qin jiao) is a plant species in the genus Gentiana found in Asia. Bioassay-directed fractionation techniques led to isolation of isoorientin as the main hypoglycemic component in G. olivieri.,0.9673357605934143,0.6796290278434753,0.8142020106315613,0.8210307955741882,0.4802008867263794,0.5888940095901489,0.6909856200218201
What is the southern extent of this plant's native range?,Mexico,['Louisiana'],[],0,Senecio viscosissimus is a species of flowering plant in the genus Senecio and family Asteraceae.,0.5026515126228333,0.026032820343971252,0.0584731325507164,0.13092023134231567,0.13103024661540985,0.09164828062057495,0.0732940211892128
What is the usda trying to do to create resistance to butternut canker disease in this tree?,Cross breed,['breed'],[],0,Cupania vernalis is a plant species in the genus Cupania.,0.11314709484577179,0.0015723604010418057,0.0025638199876993895,0.014695844613015652,0.020741121843457222,0.00806018803268671,0.018263667821884155
What does the english common name of this plant refer to the shape and color of the flowers?,Lizard,['lizard'],[],1,"The 'lizard' in the plant's English common-name refers to the shape and colour of the flowers. The Latin genus Himantoglossum means 'strap-tongue', after the shape of the flower labellum and the species epithet 'hircinum' means 'of goats', after the smell the flowers produce. In German the plant is known as 'Bocks Riemenzunge', which translates as 'buck's (ie. goat's) strap-tongue'. The French name 'l'orchis bouc' means 'buck (ie. goat) orchid'.",0.974545955657959,0.3489478826522827,0.5959745645523071,0.49498093128204346,0.4707307815551758,0.7345510125160217,0.356850266456604
How many meters wide was the copy of this bridge in berlin?,10,['2'],[],0,"Bank Bridge (Russian: Bankovsky most, Банковский мост) is a 25 m (82 ft) long pedestrian bridge crossing the Griboedov Canal near the former Assignation Bank in Saint Petersburg, Russia. Like other bridges across the canal, the existing structure dates from 1826. The bridge engineer was Wilhelm von Traitteur, who conceived of a pedestrian separation structure suspended by cables. He was an engineer who also built other bridges over the Griboyedov Canal, Fontanka and Moika. The general management of the bridge construction was carried out by colonel E. A. Adam. The special popularity of the bridge was gained through angular sculptures of four winged lions crowning the abutments. They were designed by sculptor Pavel Sokolov (1764–1835), who also contributed lions for Bridge of Lions and sphinxes for Egyptian Bridge. The bridge is in front of the former Assignation Bank building (now housing the Saint Petersburg State University of Economics and Finance). The bridge underwent numerous repairs and restorations, as well as structural modifications. In 1949 the wooden cover of the bridge was repaired, and later in 1951–1952 the wooden bearing structure of the bridge was replaced by a metal one. In 1967 and 1988 the gilding of the lions’ wings was renovated. In 1997 the sculptures and handrail lattice were restored. In 2007-2008 Griboyedov Canal Embankment from Kazan Cathedral to the Bank Bridge was renovated. Nowadays the winged lions are the symbol of St. Petersburg University of Economics and Finance. A local legend says that rubbing the paw of one of the winged lions paw will lead to great wealth.",0.06565418094396591,0.014006531797349453,0.0053562899120152,0.005161250941455364,0.006647272035479546,0.006316483486443758,0.011139506474137306
What does this plant do from march to november?,Bloom,['bloom'],[],1,"Melampodium leucanthum, the plains blackfoot or blackfoot daisy, is an herbaceous perennial plant in the family Asteraceae found on limestone-containing rocky slopes in the Sonoran Desert. It is an attractive ornamental with showy flowers and long bloom period, from March to November.",0.11572682857513428,0.09312909841537476,0.262464314699173,0.12947940826416016,0.14199745655059814,0.24409250915050507,0.1983771175146103
What does this mountain consist mainly of?,Rock,['mesozoic limestone'],[],0,"Basiluzzo ([baziˈlutt͡so]) is an islet (barely 1 km² (0.39 sq mi)), and the smallest of eight islands in the Aeolian Islands, a volcanic island chain north of Sicily. In antiquity, the island was named ""Hycesia"".",0.8032752871513367,0.003070261562243104,0.018871912732720375,0.019263340160250664,0.006815435364842415,0.0790591686964035,0.01013671513646841
In what year was this building supposed to be finished?,1926,['1925'],[],0,"Demolition of existing buildings on the site commenced in May 1923, and foundation work began on June 20, 1923. Because the site was mostly artificial fill with riprap buttressing, water from the Hudson River sometimes leaked through to the foundation. The building's foundation needed to descend to the level of the bedrock, and the earth was described as having a slimy consistency below water level. Since the bedrock was deeper than originally anticipated, this allowed the builders to include five basement levels rather than four. To keep out the water and slime-like earth, the builders erected a cofferdam with 22 caissons. Each caisson measured 8 feet (2.4 m) thick by 40 feet (12 m) long and was sunk to a depth of 55 to 75 feet (17 to 23 m). The builders then laid down permanent steel struts to hold back the cofferdam. Not only was this likely the first such use of steel bracing, it saved $30,000 compared to the temporary wood bracing that had been used in previous projects. During construction, almost 700 workers were employed for the project at any given time; tradesmen, such as plumbers and electricians, worked with concrete and steel contractors in overlapping shifts, in order to reduce delays. The superstructure incorporated 20,000 short tons (18,000 long tons; 18,000 t) of steel across its above-ground and below-ground sections, and the builders used six derricks to lift the girders from the street. Four temporary stairways, each containing 351 steps, were built to facilitate the construction of the upper floors. The floor arches were built starting in October 1924, and on average, one floor was completed per week. New York Telephone's vice president James S. McCulloh placed both the first and the last rivets. The first employees moved to the Barclay–Vesey Building on February 19, 1926. All construction on the Barclay–Vesey Building was completed by June 1926. However, the New York City Department of Buildings did not declare the building to be completed unti",0.4533427059650421,0.7116101384162903,0.8198015689849854,0.3618605434894562,0.7260764837265015,0.5595927238464355,0.60439532995224
"Along with henry moore, lucien pissarro, john bellany, roger fry, walter richard sickert, roger fry, henry scott tuke and julian trevelyan, what notable artist has work in this art gallery?",Henry moore,['Ivon Hitchens'],[],0,"This list of museums in West Yorkshire, England contains museums which are defined for this context as institutions (including nonprofit organisations, government entities, and private businesses) that collect and care for objects of cultural, artistic, scientific, or historical interest and make their collections or related exhibits available for public viewing. Also included are non-profit art galleries and university art galleries.  Museums that exist only online (i.e., virtual museums) are not included.",0.08284659683704376,0.012048998847603798,0.07493468374013901,0.04583735391497612,0.04268506169319153,0.08858493715524673,0.05323415994644165
Is this bird found or absent throughout north america?,Absent,['found'],[],0,Todirostrum is a genus of Neotropical birds in the New World flycatcher family Tyrannidae.,0.86542147397995,0.9219304323196411,0.1884920448064804,0.37553322315216064,0.2750214636325836,0.21046194434165955,0.3320305049419403
How long did it take to prepare this building for the millennium camp?,10 years,['12-month'],[],0,"Nostell is a village in the City of Wakefield in West Yorkshire, England, near Hemsworth. It is in the civil parish of Huntwick with Foulby and Nostell, which had a population of 90 in 2001, and 164 at the 2011 census (including Wintersett).  Nostell Priory is an 18th-century Palladian historic house, on the site of an Augustinian priory which received its charter in 1121. It has interiors by Robert Adam and furniture by Thomas Chippendale. The house was owned by the Winn family and is now in the care of the National Trust. Coal mining at Nostell began in the 9th century and continued until 1987. Nostell Colliery was known locally as 'the family pit' due to the welfare schemes introduced by the Winn family far in advance of similar schemes prior to nationalisation. In 1880, terraced houses were built close by to the colliery and the settlement was nicknamed 'Cribbins Lump' after the builder by the inhabitants. The settlement was later renamed 'New Crofton' by Lord St Oswald but the nickname remained until the houses were demolished in the 1980s.  Nostell Colliery closed in 1987.  As with the other closed pits in the Wakefield area, many of the miners took transfers to the new Selby Coalfield on closure.  A full history was written in the same year by the pit's manager at the time of closure: A History of Over 850 Years of Mining at Nostell by Bryan Fraser. Nostell also has a Cricket Club, established pre 1897, located opposite the Priory. In the 1870-1872 Imperial Gazetteer of England and Wales, ""Foulby, Nostell and Huntwick"" was described as an extra-parochial tract within Pontefract parish, with a population of 145 people in 27 houses.",0.1372366100549698,0.01314314641058445,0.013908988796174526,0.009341757744550705,0.006759911775588989,0.029060926288366318,0.0152532197535038
What has this bird been unofficially announced as?,National bird,['Singapore’s national bird'],[],0,"The crimson sunbird (Aethopyga siparaja) is a species of bird in the sunbird family which feed largely on nectar. They may also take insects, especially when feeding their young. Flight is fast and direct on their short wings. Most species can take nectar by hovering like a hummingbird, but usually perch to feed. It has also been unofficially announced as Singapore’s national bird by the Nature Society Singapore.",0.979518711566925,0.5210620164871216,0.8493491411209106,0.8522459268569946,0.8175755739212036,0.8960869908332825,0.6407440304756165
What is the furthest location this dragonfly occurs?,Africa,['New Guinea'],[],0,"It is a medium-sized dragonfly with brown capped eyes, greenish brown thorax and bluish abdomen. Female lacks the powder blue pruinescence. It prefers medium to slow-flowing streams in the dry zones and hot plains. Adults are common around open rocky and sandy beds of the streams.",0.6360101103782654,0.02867787517607212,0.016905851662158966,0.040962837636470795,0.0670776218175888,0.09747391939163208,0.03297470137476921
How much thicker was the eastern wall of this castle than the other walls?,2 feet,['three metres'],[],0,"Burgruine Gallenstein is a castle in Styria, Austria. The partially ruined Gallenstein Castle hosts many concerts and exhibitions as well as the annual Festival St. Gallen. The noble family von Gallenstein resided at the castle at one point.",0.0918235257267952,0.009166780859231949,0.006874170619994402,0.0014794116141274571,0.0068472302518785,0.041776496917009354,0.013489332981407642
Is this plant able or unable to colonise hot asphalt surfaces?,Unable,['able'],[],0,"Calystegia pubescens, commonly known as Japanese bindweed, is a species of bindweed. This is a small climbing plant that grows to 20~70 centimeters in height. The corolla is partially pink and is under 4 cm long. This species is a weedy wildflower distributed in South Korea, Japan, and countries in south-eastern Asia. It is able to be distinguished from other bindweeds by its foliage having divided side lobes.",0.3389663100242615,0.001391889527440071,0.0015601596096530557,0.012526457197964191,0.037444863468408585,0.0029274318367242813,0.011014438234269619
Where is this museum located?,San francisco,['downtown Redwood City'],[],0,"This is a timeline of the San Francisco Bay Area in California, events in the nine counties that border on the San Francisco Bay, and the bay itself. An identical list of events, formatted differently, may be found here.",0.6817034482955933,0.36046335101127625,0.3596676290035248,0.40584954619407654,0.1517060250043869,0.37918514013290405,0.16989369690418243
What other ingredients does this plant contain?,Cactus,['agavasaponins and agavosides'],[],0,"Manfreda was a genus of flowering plants in the family Asparagaceae, subfamily Agavoideae. Along with Polianthes, members are commonly called tuberoses. The generic name honours 14th-century Italian writer Manfredus de Monte Imperiale. All species are now placed in Agave. (See Agave § Taxonomy.) Like other species of Agave, former Manfreda species have rosettes of leaves branching from a very short stem, and flowers at the end of a long stalk. The flowers are tubular and whitish, yellow, green, or brownish, with lengthy stamens.",0.6193758845329285,0.15160857141017914,0.012608476914465427,0.12807521224021912,0.07106496393680573,0.1673748642206192,0.1292441487312317
Is the length of this damselfly above or below average?,Above,['average'],[],0,"Austrocnemis is a genus of damselflies belonging to the family Coenagrionidae. Species of Austrocnemis are tiny, bronze-black damselflies with long legs. They occur in New Guinea and Australia.",0.37597477436065674,0.10472392290830612,0.3660481870174408,0.5523917078971863,0.2904737591743469,0.28245869278907776,0.2820782959461212
What type of wood are the ceilings in this building made from?,Pine,['teak'],[],0,"Electrolier is a fixture for holding electric lamps. Normally, the term designates an elaborate light fixture suspended from above,  such as a large, multi-bulb pendant light.  Additionally, the term is used by architects in the United States to refer to electric street lights or any exterior light fixture mounted on a pole or standard.  The word is analogous to chandelier, from which it was formed.  An example usage of the term is found in Sir John Betjeman’s poem ""The Metropolitan Railway - Baker Street Station Buffet"" from his collection ""A Few Late Chrysanthemums"" (1954):  ""Early Electric! With what radiant hope / Men formed this many-branched electrolier, / Twisted the flex around the iron rope / And let the dazzling vacuum globes hang clear, / And then with hearts the rich contrivance fill’d / Of copper, beaten by the Bromsgrove Guild.""",0.3609370291233063,0.08507988601922989,0.15668123960494995,0.21740922331809998,0.1897873431444168,0.3420603275299072,0.14016133546829224
What else is this plant used for besides gardens?,Medicine,['natural landscaping projects'],[],0,"Grindelia nana is a species of flowering plant in the daisy family known by the common names Idaho gumplant and Idaho gumweed. It is native to western North America, especially the western United States, where it can be found in a number of dry habitats. This is a weedlike perennial herb growing mainly erect to heights between 20 centimeters and one meter. Its stems and foliage are mostly green with some reddish coloration. Leaves are up to 9 centimeters long. The tops of the stem branches bear flower heads one or two centimeters wide, which are bell-shaped with rounded bases. The head is a cup of green clawlike, curling or erect phyllaries.  The overall flower is a bright golden yellow. The center of the head is filled with many disc florets and the circumference is lined with yellow ray florets.",0.660425066947937,0.020026860758662224,0.011564775370061398,0.0461602620780468,0.043464064598083496,0.1792932152748108,0.07993672043085098
What shape is the nest of this bird?,Round,['domed'],[],0,Length 13 cm. This is a drab uniform grey-brown canary with a small white supercilium. It has a plain (not streaked or spotted) breast with white under the chin. The uniformity of its drabness means its eponymous 'brown rump' is often not apparent.,0.5104952454566956,0.04161127284169197,0.04310726001858711,0.0605664886534214,0.09405039995908737,0.1062944233417511,0.23103848099708557
What color is the caterpillar of this butterfly?,Brown,['leaf green'],[],0,"Notocrypta is a genus of skipper butterflies. It is one of several closely related genera commonly called ""demons"". The genus is found in the Australasian and Indomalayan realms.",0.30835139751434326,0.09932228922843933,0.15178346633911133,0.3579152226448059,0.12700238823890686,0.13304515182971954,0.15844401717185974
What type of ascent is required to reach this mountain?,Steep,['vertical'],[],0,"There are two base villages of the fort, Harshewadi and Nirgudpada. The Harshewadi is 13 km from Trymbakeshwar. The other base village of the fort is Nirgudpada/Kotamvadi which is 40 km from Ghoti which itself is 48 km from Nashik and 121 km from Mumbai. One can travel from Ghoti to Trimbakeshwar by bus or by private vehicle. One should take care of returning from the fort the last bus from Trimbakeshwar is 5:30pm to Ghoti and enough trains are available from Nashik to Mumbai till late night. The climb from Harshewadi is easier than from the Nirgudpada. A wide, safe trekking path starts from the hil lock north of the Nirgudpada. It passes through scrub forest till it reaches an open ridge which is connected to the fort. It takes about an hour to reach the scarp of the hill on which the fort is situated. The ascent through the 60 m rock-cut steps is wonderful. It is like a stone ladder placed at 60 degrees along the scarp. The steps are worn out in many places yet the holes on either side of the steps are conveniently cut for holding onto. After reaching the main entrance, the path takes a left traverse and again helical rock cut steps are to be climbed, which are more steep than the earlier. The steps finally end with a narrow entrance. At many places the steps are so narrow that, only a single person can climb at a time. Accommodation is possible on the Harihar Fort, as well as in the local villages.",0.5589829683303833,0.08040885627269745,0.07874969393014908,0.28334951400756836,0.1275731772184372,0.3924059569835663,0.10522761940956116
What kind of sphinx moths does this plant host?,None,['blinded'],[],0,The following is a selected list of rose varieties and cultivars which currently (2017) hold the Royal Horticultural Society's Award of Garden Merit.,0.6151324510574341,0.0009614473674446344,0.0014622588641941547,0.0009414936066605151,0.0015558114973828197,0.001244276063516736,0.002254040213301778
How many petals does this flower have?,5,['five'],[],0,"Thunbergia is a genus of flowering plants in the family Acanthaceae, native to tropical regions of Africa, Madagascar and southern Asia. Thunbergia species are vigorous annual or perennial vines and shrubs growing to 2–8 m tall. The generic name honours the Swedish naturalist Carl Peter Thunberg (1743-1828). Its members are known by various names, including thunbergias and clockvine. Thunbergia on its own usually refers to Thunbergia grandiflora, while Thunbergia alata is often known as black-eyed Susan vine or just black-eyed Susan (not to be confused with other flowers called black-eyed Susan). Orange clockvine is the name of Thunbergia gregorii. Thunbergias are frequent garden escapes, becoming invasive species; T. grandiflora, T. fragrans, and T. laurifolia are considered weeds in Australia.",0.2845503091812134,0.026817580685019493,0.028761668130755424,0.02434055507183075,0.03743402287364006,0.10060153156518936,0.016361992806196213
"Along with billiards, volleyball, gymnastics and floor hockey, what sport is hosted at this sports venue?",Speed skating,['running'],[],0,"The 1998 World Single Distance Speed Skating Championships were held between 27 and 29 March 1998 in the Olympic Oval, Calgary, Canada.",0.4471908509731293,0.4808500409126282,0.20112739503383636,0.0770065113902092,0.43180710077285767,0.4421516954898834,0.15162178874015808
What type of woodlands does this plant grow in?,Damp,['moist'],[],0,"Athyrium filix-femina, the lady fern or common lady-fern, is a large, feathery species of fern native throughout most of the temperate Northern Hemisphere as well as Central and South America. It is often abundant (one of the more common ferns) in damp, shady woodland environments and is often grown for decoration. Its common names ""lady fern"" and ""female fern"" refer to how its reproductive structures (sori) are concealed in an inconspicuous – deemed ""female"" – manner on the frond. Alternatively, it is said to be feminine because of its elegant and graceful appearance.",0.4388120174407959,0.01613810285925865,0.027144841849803925,0.08908656239509583,0.032803088426589966,0.13914936780929565,0.06887805461883545
