question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,qwen_infoseek_rerank_base_no_context,qwen_infoseek_rerank_base_with_context,qwen_infoseek_rerank_no_p_prime,qwen_infoseek_rerank_no_p_q_i,qwen_infoseek_rerank_no_p_q_c,qwen_infoseek_rerank_no_p_q
What is the closest upper taxonomy of this insect?,Family: Meropidae,['Xylocopa'],[],0,"The Rainbow Bee-eater is the only species of Meropidae found in Australia and is monotypic. Its closest relative is most likely the Olive Bee-eater (Merops superciliosus) of southern and eastern Africa, but molecular phylogenetic analysis place Rainbow Bee-eater as closest relative with the European Bee-eater (M. apiaster). It was first described by John Latham in 1801.  The generic name is Ancient Greek merops 'Bee-eater' and the specific epithet is Latin ornatus 'ornate, adorned'.",0.9813141226768494,0.0013602562248706818,0.0008121015853248537,0.000524301896803081,0.0005355681641958654,0.0006661011721007526,0.0008908911840990186
What is the location of this place?,"Beja, Portugal",['Istria | Dobruja'],[],0,"The Roman Ruins of Pisões (Portuguese: Ruinas Romanas de Pisões), is an important Roman villa rustica located in the civil parish of Beja (Santiago Maior e São João Baptista) in the municipality of Beja, in the Portuguese Alentejo, classified as a Imóvel de Interesse Público (Property of Public Interest).",0.9500410556793213,0.020655671134591103,0.0009042089222930372,0.0004743758763652295,0.0005343056982383132,0.0007702564471401274,0.0014937963569536805
What is the closest upper taxonomy of this plant?,Cupressaceae,['Calocedrus'],[],0,"Junipers are coniferous trees and shrubs in the genus Juniperus (/dʒuːˈnɪpərəs/) of the cypress family Cupressaceae. Depending on the taxonomy, between 50 and 67 species of junipers are widely distributed throughout the Northern Hemisphere, from the Arctic, south to tropical Africa, throughout parts of western, central and southern Asia, east to eastern Tibet in the Old World, and in the mountains of Central America. The highest-known juniper forest occurs at an altitude of 4,900 metres (16,100 ft) in southeastern Tibet and the northern Himalayas, creating one of the highest tree lines on earth.",0.9867756962776184,0.04288700222969055,0.007208006922155619,0.011822329834103584,0.013942888006567955,0.026334870606660843,0.003147006733343005
What is the oldest age of this plant?,450 years,['509'],[],0,"The Queens Giant (also known as the Alley Pond Giant or Alley Pond Park Giant), at 40°45′12″N 73°44′49″W, is an old tulip poplar (Liriodendron tulipifera) that is located in Alley Pond Park. It is the tallest carefully measured tree in New York City, measuring 133.8 feet (40.8 m) tall with a 19-foot (5.8 m) circumference as of 2005, and it might also be the oldest living thing in the New York metropolitan area, being between 350 and 450 years old in 2005. A tree in Staten Island, known as the Clove Lake Colossus, has a more massive trunk, but it is only 119 feet (36 m) tall. However, NYC Parks is unsure of the margin of error regarding the Queens Giant's age, and its true age may have a margin of error of several decades or centuries. Some arborists estimate the tree's age at 250 years, making it younger than other trees in the city. The nearby Great White Oak in Douglaston, though smaller, may have been about 600 years old when it was cut down in 2009, though that tree's age is also disputed. The Queens Giant is hidden within a grove, barely visible from the westbound Long Island Expressway. The tree is near the Douglaston Plaza Mall, and is accessible by foot from Alley Pond Park. There are no signs to it, but it can be viewed in an Urban Park Ranger tour. The Queens Giant is surrounded by a metal fence on all sides to protect it, and a hill and a sign describing the tree stand in front of it.",0.9790571928024292,0.007727859076112509,0.0011349747655913234,0.0005515962839126587,0.0007058268529362977,0.00469415495172143,0.0010228758910670877
who/what operates this building?,Chinese Embassy,['English Heritage'],[],0,"The castle appears to have been built in the 17th century by Thomas Marchant, a forge operator, as a private residence. In 1870, Charles Collart, also a forge operator, lived there. In 1973, the castle was bought by the State of Luxembourg. It now houses the residence and headquarters of the Chinese Embassy.",0.9742370843887329,0.011697479523718357,0.001587682287208736,0.004312737844884396,0.0011146176839247346,0.0018941215239465237,0.0013774971012026072
What is the architectural style of this facility?,Art Deco,['Art Deco'],[],1,"Battersea Power Station was a coal-fired power station on the south bank of the River Thames in Nine Elms, Battersea. Built in two stages as a single building in the 1930s and 1950s, the power station closed in 1983. It is a Grade II* listed building, owing to its size, Art Deco interior fittings and decor, and design by architect Giles Gilbert Scott. The first major proposal to develop the site in the mid 1980s was for an indoor theme park, by the owners of Alton Towers. The theme park proposal included the 'Battersea Bullet', a dedicated British Rail shuttle train from London Victoria station to the theme park. Owing to the early 1990s recession, the project was cancelled. There were various other proposals, including offices, a shopping centre and a new football stadium for Chelsea FC, as the site passed through several different owners. However, it remained undeveloped for over 30 years. The building was added to the Heritage at Risk Register in 1991, and the World Monuments Fund watch list in 2004.",0.9923624992370605,0.8086554408073425,0.6734920740127563,0.601599931716919,0.6975787281990051,0.6083199381828308,0.5420274138450623
What is the litter size of this animal?,Not specified in the text.,['7.6'],[],0,"Gordon Setters, also known as ""black and tans"", have a coal-black coat with distinctive markings of a rich chestnut or mahogany colour on their paws and lower legs, vents, throat, and muzzles; one spot above each eye; and two spots on their chest. A small amount of white is allowed on the chest. Although uncommon, red Gordons are occasionally born to normal-coloured parents, the result of expression of a recessive red gene. Predominantly tan, red, or buff dogs are ineligible for showing. A Gordon's coat is straight or slightly waved (but not curly), long and silky, with chest, stomach, ear, leg, and tail feathering. According to the AKC breed standard, ""the bearing is intelligent, noble, and dignified"". They are the heaviest of the setter breeds, with males reaching 27 inches (69 cm) at the withers and up to 80 pounds (36 kg) in weight.",0.7692955732345581,0.0007731243968009949,0.0008266580989584327,0.0005205666529946029,0.0009815365774556994,0.0008143464801833034,0.0008891620091162622
what is the date this aircraft took the first flight?,5 March 1936,['1936 3 5'],[],0,"The first test flight of the Supermarine Spitfire took place at the airport on 5 March 1936, an event commemorated in 2004 by the erection of a two-thirds size sculpture of K5054, the prototype Spitfire, at the road entrance. On 5 March 2006, five restored Spitfires took off from Southampton Airport to commemorate the 70th anniversary of the first test flight of the Spitfire. The local council wanted to rename the airport after R. J. Mitchell, designer of the Spitfire. However, the airport owner at the time, Heathrow Airport Holdings, did not agree. The military site was transferred to naval command in 1939 and renamed HMS Raven, and spent most of the war in a ground and air training role for the Royal Navy. It passed back into civilian ownership in April 1946.",0.9848247170448303,0.014705471694469452,0.0009363304707221687,0.0011572062503546476,0.008958603255450726,0.010237053968012333,0.0016368358628824353
What is the maximum weight of a male of this animal in kilogram?,45 kg,['17'],[],0,"The standard American Bully type is a medium-sized dog with a compact bulky muscular body, heavy bone structure and blocky head. Male dogs must be 17 to 20 in (43 to 51 cm), while females must be 16 to 19 in (41 to 48 cm).",0.6279640197753906,0.0047834343276917934,0.0008426571148447692,0.0004923686501570046,0.0005884031997993588,0.0017009265720844269,0.0009632761357352138
What is the closest upper taxonomy of this insect?,Arthropoda,['Silpha'],[],0,"Carabus gigas is the largest European ground beetle, reaching a length of about 40–70 millimetres (1.6–2.8 in). The upper surface is black and glossy. The elytrtra are oval, strongly convex and covered with about 15 rows of more or less small tubercles. Also the pronotum has a granular surface. The adults reach the age of 3 years or more. These beetles primarily feed on snails.",0.9422401785850525,0.002000117441639304,0.0299807358533144,0.011622132733464241,0.030725862830877304,0.06401018798351288,0.02983890101313591
what is the date this vehicle took the first flight?,27 November 2012,['2001 3 31'],[],0,"The first flight of the midsize, fly-by-wire, 7,000 lbf (31 kN) Honeywell HTF7000-powered Embraer Legacy 500 was on 27 November 2012. It was followed by the shorter Legacy 450 on 28 December 2013.",0.9690502882003784,0.013510282151401043,0.0008401148952543736,0.0005393593455664814,0.0009338549571111798,0.004565021488815546,0.001175778335891664
What is the length of this bridge in metre?,595 metres,['625'],[],0,"The Vanšu Bridge (Latvian: Vanšu tilts) in Riga is a cable-stayed bridge that crosses the Daugava river in Riga, the capital of Latvia. Its name derives from a popular moniker referencing the cables suspending its deck, comparing them to the nautical rigging known as shrouds in English; thus a direct translation of the name is Shroud Bridge. 595 meters in length, it is one of five bridges crossing the Daugava in Riga and passes over Ķīpsala island. It was built during the Soviet period and opened to public use on 21 July 1981 as the Gorky Bridge (Latvian: Gorkija tilts) after Maxim Gorky street, today renamed Krišjānis Valdemārs street, which it extends across the river. In the last decade there have been more than 10 instances of people attempting to climb the cables. The only one with lethal consequences was on June 7, 2012, when a man committed suicide by jumping down from the bridge's cables. After the incident Riga City Council ordered for barbed wire entanglements to be installed on the cables. In 2013 a beach with a playground and volleyball field was opened next to the Vanšu bridge in Ķīpsala.",0.9839558005332947,0.043222520500421524,0.0008291545091196895,0.0006420827703550458,0.0006208742852322757,0.00310150976292789,0.0009552138508297503
Which city or region does this building locate in?,Antwerp,['Antwerp'],[],1,"The City Hall (Dutch: Stadhuis ) of Antwerp, Belgium, stands on the western side of Antwerp's Grote Markt (""Great Market Square""). Erected between 1561 and 1565 after designs made by Cornelis Floris de Vriendt and several other architects and artists, this Renaissance building incorporates both Flemish and Italian influences. The Stadhuis is listed as one of the Belfries of Belgium and France, a UNESCO World Heritage Site.",0.9940069913864136,0.9216287732124329,0.8898328542709351,0.31839102506637573,0.574944019317627,0.8935622572898865,0.8786893486976624
How many spans does this bridge have?,12 spans,['63'],[],0,The bridge has 11 pillars and 12 spans with a total length of 1255.20 meter and a width 9.4 meters.,0.9539613723754883,0.13082514703273773,0.0009161573834717274,0.0004968517459928989,0.000779618218075484,0.005957833956927061,0.0009454109240323305
How many offspring can this animal produce at the same time?,Two to four kits.,['3.8'],[],0,"The South American gray fox breeds in early austral autumn, around March. After a gestation period of two months, two to four kits are born in a den. Not much else is recorded about its lifestyle.",0.8476637005805969,0.0058041829615831375,0.0008205609046854079,0.000565792084671557,0.0005992953665554523,0.0007174127968028188,0.0009140303591266274
On what date did this park officially open?,"March 30, 2008",['2008 3 22'],[],0,"Nationals Park, the current ballpark for Major League Baseball's Washington Nationals, opened in Southeast in March 2008.",0.7645019888877869,0.012327929027378559,0.0008771559805609286,0.0006331317708827555,0.0006195185706019402,0.0009149875841103494,0.0009840839775279164
Which city or region does this building locate in?,London,['City of London'],[],0,"The Lloyd's building (sometimes known as the Inside-Out Building) is the home of the insurance institution Lloyd's of London. It is located on the former site of East India House in Lime Street, in London's main financial district, the City of London. The building is a leading example of radical Bowellism architecture in which the services for the building, such as ducts and elevators, are located on the exterior to maximise space in the interior. In 2011, twenty-five years after its completion in 1986 the building received Grade I listing; at this time it was the youngest structure ever to obtain this status. It is said by Historic England to be ""universally recognised as one of the key buildings of the modern epoch"". However, its innovation of having key service pipes, etc routed outside the walls has led to very expensive maintenance costs due to their exposure to the elements.",0.9939312934875488,0.335526704788208,0.6939007043838501,0.4635189175605774,0.5600373148918152,0.506913959980011,0.5903047919273376
Which city or region does this bridge locate in?,"Edmonton, Alberta, Canada",['Edmonton'],[],0,"The High Level Bridge is a bridge that spans the North Saskatchewan River in Edmonton, Alberta, Canada.",0.9932965636253357,0.5349071621894836,0.0008212641114369035,0.000496783119160682,0.0005487169255502522,0.0006852578371763229,0.0008859555819071829
What is the closest upper taxonomy of this plant?,Family Plantaginaceae,['Veronica'],[],0,"Veronica persica (common names: birdeye speedwell, common field-speedwell, Persian speedwell, large field speedwell, bird's-eye, or winter speedwell) is a flowering plant in the family Plantaginaceae. It is native to Eurasia and is widespread as an introduced species in the British Isles (where it was first recorded in 1825), North America, eastern Asia, including Japan and China, and Australia and New Zealand.",0.9889147877693176,0.0013118020724505186,0.0008198957657441497,0.0005247368826530874,0.0005852063186466694,0.0007081675576046109,0.0008964220178313553
What country does this place belong to?,Britain,['Bosnia and Herzegovina'],[],0,"North Meadow is a large nature reserve which preserves some 80 per cent of Britain's wild snake's head fritillaries in its 150 acres (61 ha). The meadow lies between the Thames and the Churn, which create a unique habitat for the fritillary by winter flooding. Such meadows were once common in Britain, but many were drained and ploughed for arable crops from the 1730s onwards. North Meadow escaped this owing to preservation of its court leet, the Saxon system of town governance that ensured the land was held in common. The site is now managed by Natural England, with support from the court leet.",0.5520899891853333,0.1268349140882492,0.00892250332981348,0.06386564671993256,0.0035419361665844917,0.01274830847978592,0.0027263176161795855
What is the height of this aircraft in metre?,3.2 m,['8.60'],[],0,"Data from FOKKER COMMERCIAL AIRCRAFT from the F.1 of 1918 up to the Fokker 100 of today., Jane's all the World's Aircraft 1924, Flight 26 May 1921 : The Fokker F III Commercial Monoplane General characteristics Crew: 1 Capacity: 5 passengers Length: 11.07 m (36 ft 4 in) Wingspan: 17.68 m (58 ft 0 in) Height: 3.2 m (10 ft 6 in) Wing area: 45.65 m² (491.4 sq ft) Empty weight: 1,200 kg (2,646 lb) Gross weight: 1,905 kg (4,200 lb) Fuel capacity: 355 l (94 US gal; 78 imp gal) Powerplant: 1 × Siddeley Puma 6-cylinder water-cooled in-line piston engine, 170 kW (230 hp) Propellers: 2-bladed fixed-pitch wooden propeller Performance Maximum speed: 169 km/h (105 mph, 91 kn) Cruise speed: 135 km/h (84 mph, 73 kn) Range: 1,000 km (620 mi, 540 nmi)",0.7480855584144592,0.006065051537007093,0.0008107206085696816,0.0005813188035972416,0.0005578627460636199,0.0012748598819598556,0.0009049368090927601
On what date did this facility officially open?,1822,['1822 11 17'],[],0,"The Recoleta Cemetery is one of the main tourist attractions in the neighborhood.  It was designed by the French architect Prosper Catelin, at the request of President Bernardino Rivadavia, and was dedicated in 1822.",0.9853084683418274,0.1758243441581726,0.006908772978931665,0.006811607163399458,0.04981984570622444,0.09176602214574814,0.005189567804336548
In which year was this town first mentioned in writing?,1444,['1254'],[],0,The town was first mentioned in 1444.,0.9908645749092102,0.44983792304992676,0.03563423454761505,0.05969277024269104,0.05537688732147217,0.32152706384658813,0.002396483439952135
In which year did this building officially open?,1775,['2009'],[],0,"The Duomo of San Giorgio (i.e. ""Dome of St. George"") is a Baroque church located in Ragusa Ibla, Sicily, Italy. Its construction began in 1738 and ended in 1775. The cathedral appears in the opening credits of the Italian TV series Inspector Montalbano, and it also features in some episodes, as does the similarly named cathedral of Modica.",0.9876226186752319,0.43502670526504517,0.13777701556682587,0.20010852813720703,0.07200125604867935,0.4987085461616516,0.123824343085289
Which city or region does this building locate in?,Warsaw,['Warsaw'],[],1,"Warsaw Uprising Monument (Polish: Pomnik Powstania Warszawskiego) is a monument in Warsaw, Poland, dedicated to the Warsaw Uprising of 1944. Unveiled in 1989, it was sculpted by Wincenty Kućma and the architect was Jacek Budyn. It is located on the southern side of Krasiński Square. The monument has been described as ""the most important monument of post-war Warsaw."" Gazeta Wyborcza reported in 2012 that it is one of the most visited landmarks for foreign tourists.",0.9942324757575989,0.8775054216384888,0.8653587102890015,0.5825625061988831,0.6994519829750061,0.7964363694190979,0.7668622732162476
What is the length in mile is the park in the image?,"The park in the image is not a single, continuous park but a large public space (the National Mall) with varying lengths depending on the route. The longest measured distance shown is between the Capitol steps and the Lincoln Memorial, which is 1.9 miles.",['2'],[],0,"Between the Capitol steps and the Lincoln Memorial, the Mall spans 1.9 miles (3.0 km). Between the Capitol steps and the Washington Monument, the Mall spans 1.2 miles (1.8 km). Between the Ulysses S. Grant Memorial and the Lincoln Memorial, the Mall covers 309.2 acres (125.13 ha). Between Constitution Avenue NW and Independence Avenue SW at 7th Street, the width of the Mall is 1,586 feet (483 m). Between Madison Drive NW and Jefferson Drive SW at 7th Street, the width of the Mall's open space is 656 feet (200 m). Between the innermost rows of trees near 7th Street, the width of the Mall's vista is 300 feet (91 m).",0.4430297613143921,0.0013066852698102593,0.0009196329046972096,0.0006307954317890108,0.00061708566499874,0.0007259373087435961,0.0010052918223664165
Which city or region does this building locate in?,"Kyffhäuser, Germany",['Kyffhäuserland | Bad Frankenhausen'],[],0,"Kyffhäuser Monument Voortrekker Monument in Pretoria, South Africa, inspired by the Monument to the Battle of the Nations Centennial Hall in Wrocław (Breslau)",0.9686135649681091,0.03861713409423828,0.0008320846827700734,0.0005092380451969802,0.0005348867853172123,0.005243555177003145,0.001000310410745442
how many day is the egg incubation period of this bird?,15 days,['22'],[],0,"The nest is an untidy bowl-shaped structure made of grasses and leaves. It is located in tall grass or bushes, and the stems overhead are often tied together to make a canopy. Two to five white oval eggs measuring 38 by 29 mm are laid. The incubation period is 15 days, with young remaining in the nest for another 13 days. The male pheasant coucal does most of the incubating of eggs and feeding of young, as well as building the nest.",0.9869986176490784,0.0010531207080930471,0.0016549306455999613,0.0005542078288272023,0.0011438129004091024,0.037932612001895905,0.0010570221347734332
What is the closest upper taxonomy of this bird?,Family Rallidae,['Tachybaptus'],[],0,"The Eurasian coot (Fulica atra), also known as the common coot, or Australian coot, is a member of the rail and crake bird family, the Rallidae. It is found in Europe, Asia, Australia, New Zealand and parts of North Africa. It has a slaty-black body, a glossy black head and a white bill with a white frontal shield. The sexes are similar. Similar looking coot species are found throughout the world, with the largest variety of coot species living in South America.",0.9677703380584717,0.0030735619366168976,0.0009204389643855393,0.0005455331993289292,0.0005729169934056699,0.0007318126154132187,0.0008861750829964876
where is this bird originally discovered?,Mexico,['Brazil'],[],0,"The black-necked stilt (Himantopus mexicanus) is a locally abundant shorebird of American wetlands and coastlines. It is found from the coastal areas of California through much of the interior western United States and along the Gulf of Mexico as far east as Florida, then south through Central America and the Caribbean to Brazil, Peru and the Galápagos Islands, with an isolated population, the Hawaiian stilt, in Hawaii. The northernmost populations, particularly those from inland, are migratory, wintering from the extreme south of the United States to southern Mexico, rarely as far south as Costa Rica; on the Baja California peninsula it is only found regularly in winter. Some authorities, including the IUCN, treat it as a subspecies of Himantopus himantopus.",0.9873112440109253,0.7710249423980713,0.11274613440036774,0.1912401020526886,0.22419846057891846,0.16272999346256256,0.17951539158821106
Which location has this animal invaded?,Mary River ranger station,['Australia'],[],0,"Cane toads pose a serious threat to native species when introduced to a new ecosystem. Classified as an invasive species in over 20 countries,  multiple reports exist of the cane toad moving into a new area to be followed by a decline in the biodiversity in that region. The most documented region of the cane toad's invasion and subsequent effect on native species is Australia, where multiple surveys and observations of the toad's conquest have been completed. The best way to illustrate this effect is through the plight of the northern quoll, as well as Mertens' water monitor, a large lizard native to South and Southeast Asia. Two sites were chosen to study the effects of cane toads on the northern quoll, one of which was at Mary River ranger station, which is located in the southern region of Kakadu National Park. The other site was located at the north end of the park. In addition to these two sites,  a third site was located at the East Alligator ranger station, and this site was used as a control site, where the cane toads would not interact with the northern quoll population. Monitoring of the quoll population began at the Mary River ranger station using radio tracking in 2002, months before the first cane toads arrived at the site. After the arrival of the cane toads, the population of northern quolls in the Mary River site plummeted between October and December 2002, and by March 2003, the northern quoll appeared to be extinct in this section of the park, as no northern quolls were caught in the trapping trips in the following two months. In contrast, the population of northern quolls in the control site at the East Alligator ranger station remained relatively constant, not showing any symptoms of declining. The evidence from the Kakadu National Park is compelling not only because of the timing of the population of northern quolls plummeting just months after the arrival of the cane toad, but also because in the Mary River region 31% of mortalities within the ",0.9882009029388428,0.362052857875824,0.0010191828478127718,0.0014747466193512082,0.001490308321081102,0.00593715300783515,0.001854195725172758
What is the architectural style of this building?,Perpendicular,['pre-Romanesque art'],[],0,"The church is constructed in sandstone. Its architectural style is Perpendicular, following the style of the church it replaced.  The plan consists of a six-bay nave, a two-bay chancel, both of which have a clerestory, a south aisle with a porch at its west end, a north aisle with a two-bay chapel at the west end and a tower at its junction with the chancel, and a vestry to the north of the chancel. Between the nave and the chancel are the octagonal turrets remaining from the medieval church; these have crocketed caps. Along the sides of the church are embattled parapets and crocketed pinnacles. At the west end of the church is a six-light window, and the east window has seven lights.",0.9922303557395935,0.011261341162025928,0.5531337857246399,0.16806085407733917,0.3854987919330597,0.4290829300880432,0.42813798785209656
Who is the developer of this aircraft?,Fokker,['Fokker'],[],1,"The Fokker 100 is a regional jet produced by Fokker in the Netherlands. The Fokker 100 is based on the Fokker F28 with a fuselage stretched by 18.8 ft (5.7 m) to seat up to 109 passengers, up from 85. It is powered by two newer Rolls-Royce Tay turbofans, and it has an updated glass  cockpit and a wider wing and tail for increased maximum weights. The program was announced in 1983 and it made its maiden flight on 30 November 1986. The variant was approved on 20 November 1987, and first deliveries to Swissair started in February 1988. American Airlines ordered 75, TAM Transportes Aéreos Regionais asked for 50, and USAir got 40. It is the basis of the shorter Fokker 70, which made its first flight in April 1993. Fokker had financial troubles and went bankrupt in March 1996, and production ended in 1997 after 283 deliveries. Amsterdam-based Rekkof group wants to restart its production and update it with new engines, but has not reached its goal. Since the 2000s, airlines have been retiring the aircraft, but large numbers remain in operation in Australia, with smaller numbers in Iran and various other countries. In July 2019, 101 aircraft remained in airline service, with 19 airlines around the world.",0.9946670532226562,0.13720940053462982,0.48649269342422485,0.8783082365989685,0.9489493370056152,0.9172373414039612,0.6385527849197388
What is the objective of this object?,To replace a faulty engine in a vehicle.,['energy transformation'],[],0,A replacement automobile engine is an engine or a major part of one that is sold individually without any other parts required to make a functional car (for example a drivetrain). These engines are produced either as aftermarket parts or as reproductions of an engine that has gone out of production.,0.9600273966789246,0.01804313063621521,0.000867554743308574,0.0005477690137922764,0.0005588526837527752,0.0006889175856485963,0.0008938283426687121
What is the location of this building?,"Muiden, Netherlands",['former justice palace'],[],0,"Muiden Castle (Dutch: Muiderslot, [ˌmœydərˈslɔt]) is a castle in the Netherlands, located at the mouth of the Vecht river, some 15 kilometers southeast of Amsterdam, in Muiden, where it flows into what used to be the Zuiderzee. It is one of the better known castles in the Netherlands and featured in many television shows set in the Middle Ages.",0.9940881729125977,0.03543243184685707,0.0031398616265505552,0.0011235601268708706,0.0010047738905996084,0.013983086682856083,0.014645305462181568
Which company manufactures this vehicle?,Mitsubishi Motors,['Eagle'],[],0,"The Mitsubishi Eclipse Cross is a compact crossover SUV produced by Japanese automaker Mitsubishi Motors since October 2017. It was previewed by the XR-PHEV and XR-PHEV II concepts, revealed in 2013 and 2015. The production version was first introduced at the 87th Geneva Motor Show in March 2017. It slots between the RVR/ASX/Outlander Sport and Outlander in Mitsubishi's crossover lineup. The diesel variant was launched in June 2019, followed by the PHEV variant in December 2020. The diesel is not available in North America. The name of this vehicle originates from the unrelated compact sports car, the Eclipse. Unlike the original Eclipse, however, the Eclipse Cross is not assembled in the United States as Mitsubishi closed its Diamond-Star Motors plant in Normal, Illinois in February 2016. Instead, the SUV is assembled in Japan and China.",0.9931392073631287,0.4083126187324524,0.04265230521559715,0.3295707106590271,0.6488386392593384,0.22780773043632507,0.19901882112026215
What is the oldest age of this animal?,"13,000 BCE",['27'],[],0,"With the exception of domestic pigs in Timor and Papua New Guinea (which appear to be of Sulawesi warty pig stock), the wild boar is the ancestor of most pig breeds. Archaeological evidence suggests that pigs were domesticated from wild boar as early as 13,000–12,700 BCE in the Near East in the Tigris Basin, being managed in the wild in a way similar to the way they are managed by some modern New Guineans. Remains of pigs have been dated to earlier than 11,400 BCE in Cyprus. Those animals must have been introduced from the mainland, which suggests domestication in the adjacent mainland by then. There was also a separate domestication in China, which took place about 8,000 years ago. DNA evidence from sub-fossil remains of teeth and jawbones of Neolithic pigs shows that the first domestic pigs in Europe had been brought from the Near East. This stimulated the domestication of local European wild boars, resulting in a third domestication event with the Near Eastern genes dying out in European pig stock. Modern domesticated pigs have involved complex exchanges, with European domesticated lines being exported in turn to the ancient Near East. Historical records indicate that Asian pigs were introduced into Europe during the 18th and early 19th centuries. Domestic pigs tend to have much more developed hindquarters than their wild boar ancestors, to the point where 70% of their body weight is concentrated in the posterior, which is the opposite of wild boar, where most of the muscles are concentrated on the head and shoulders.",0.9673552513122559,0.015407376922667027,0.0008740256889723241,0.0005425295094028115,0.0005571053479798138,0.000815284438431263,0.0009510348318144679
What is the sea level in metre of this mountain?,Not specified in the text.,['1864'],[],0,"Huangshan (Chinese: 黄山), literally meaning the Yellow Mountain(s), is a mountain range in southern Anhui Province in eastern China. It was originally called “Yishan”, and it was renamed because of a legend that Emperor Xuanyuan once made alchemy here. Vegetation on the range is thickest below 1,100 meters (3,600 ft), with trees growing up to the treeline at 1,800 meters (5,900 ft). The area is well known for its scenery, sunsets, peculiarly-shaped granite peaks, Huangshan pine trees, hot springs, winter snow and views of the clouds from above. Huangshan is a frequent subject of traditional Chinese paintings and literature, as well as modern photography. It is a UNESCO World Heritage Site and one of China's major tourist destinations.",0.8249353766441345,0.0010920355562120676,0.0007911360589787364,0.0004768182698171586,0.0005448441370390356,0.0006973389536142349,0.0008798853377811611
What place inflows lake?,River Derwent,['River Derwent'],[],1,"Derwentwater, or Derwent Water, is one of the principal bodies of water in the Lake District National Park in north west England.  It lies wholly within the Borough of Allerdale, in the county of Cumbria. The lake occupies part of Borrowdale and lies immediately south of the town of Keswick. It is both fed and drained by the River Derwent. It measures approximately three miles (five kilometres) long by 1 mile (1.5 kilometres) wide and is some 72 feet (22 metres) deep. There are several islands within the lake, one of which is inhabited.  Derwentwater is a place of considerable scenic value. It is surrounded by hills (known locally as fells), and many of the slopes facing Derwentwater are extensively wooded. A regular passenger launch operates on the lake, taking passengers between various landing stages. There are seven lakeside marinas, the most popular stops being Keswick, Portinscale and the Lodore Falls, from which boats may be hired. Recreational walking is a major tourist activity in the area and there is an extensive network of footpaths in the hills and woods surrounding the lake. The Keswick to Borrowdale road runs along the eastern shore of the lake and carries a regular bus service. There is a lesser, or unclassified, road along the western shore connecting the villages of Grange and Portinscale. Derwentwater gave its name to the Earldom of Derwentwater. From 2008 to 2014, the lake was believed to be the last remaining native habitat of the vendace (Coregonus vandesius) fish from the four originally known sites: Bassenthwaite Lake and Derwentwater in the Lake District, and the Castle Loch & Mill Loch in Lochmaben. However, a breeding population was discovered at Bassenthwaite Lake by conservationists in September 2014.",0.9927003979682922,0.00810412596911192,0.0530889667570591,0.38683897256851196,0.040351346135139465,0.15114068984985352,0.05408129096031189
What country does this place belong to?,Japan,['Japan'],[],1,Amanohashidate (天橋立) is one of Japan's three scenic views. The sandbar is located in Miyazu Bay in northern Kyoto Prefecture. It forms part of the Tango-Amanohashidate-Ōeyama Quasi-National Park.,0.9836173057556152,0.9181748628616333,0.9641300439834595,0.7165250182151794,0.47243621945381165,0.9026862382888794,0.6764845252037048
what is the date this aircraft took the first flight?,17 May 1958,['1968 10 4'],[],0,"The aircraft involved in the accident was a Tupolev Tu-104A registered СССР-42379 to Aeroflot. The cabin layout originally had enough seats for 70 passengers, but the seating configuration was changed to accommodate 85 passengers.  The Tupolev Tu-104 took its first flight on 17 May 1958.  At the time of the accident the aircraft sustained 19,329 flight hours and 8,841 pressurization cycles.",0.9857382774353027,0.011355969123542309,0.001040551345795393,0.0005597066483460367,0.001004391466267407,0.010357785038650036,0.001594217261299491
What is the architectural style of this city?,Georgian,['Georgian architecture'],[],0,"The buildings and architecture of Bath, a city in Somerset in the south west of England, reveal significant examples of the architecture of England, from the Roman Baths (including their significant Celtic presence), to the present day. The city became a World Heritage Site in 1987, largely because of its architectural history and the way in which the city landscape draws together public and private buildings and spaces. The many examples of Palladian architecture are purposefully integrated with the urban spaces to provide ""picturesque aestheticism"". In 2021, the city was added to a second World Heritage Site, a group of historic spa towns across Europe known as the ""Great Spas of Europe"". Bath is the only entire city in Britain to achieve World Heritage status, and is a popular tourist destination. Important buildings include the Roman Baths; neoclassical architect Robert Adam's Pulteney Bridge, based on an unused design for the Rialto Bridge in Venice; and Bath Abbey in the city centre, founded in 1499 on the site of an 8th-century church. Of equal importance are the residential buildings designed and built into boulevards and crescents by the Georgian architects John Wood, the Elder and his son John Wood, the Younger – well-known examples being the Royal Crescent, built around 1770, and The Circus, built around 1760, where each of the three curved segments faces one of the entrances, ensuring that there is always a classical facade facing the entering visitor. Most of Bath's buildings are made from the local, golden-coloured, Bath Stone. The dominant architectural style is Georgian, which evolved from the Palladian revival style that became popular in the early 18th century. The city became a fashionable and popular spa and social centre during the 18th century. Based initially around its hot springs, this led to a demand for substantial homes and guest houses. The key architects, John Wood and his son, laid out many of the city's present-day squares and crescen",0.9940451383590698,0.014592386782169342,0.26399266719818115,0.598418116569519,0.44727516174316406,0.8186667561531067,0.5189650654792786
