question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,llava_infoseek_rerank_base_no_context,llava_infoseek_rerank_base_with_context,llava_infoseek_rerank_no_p_prime,llava_infoseek_rerank_no_p_q_i,llava_infoseek_rerank_no_p_q_c,llava_infoseek_rerank_no_p_q
What is the oldest age of this animal?,100,['27'],[],0,"With the exception of domestic pigs in Timor and Papua New Guinea (which appear to be of Sulawesi warty pig stock), the wild boar is the ancestor of most pig breeds. Archaeological evidence suggests that pigs were domesticated from wild boar as early as 13,000–12,700 BCE in the Near East in the Tigris Basin, being managed in the wild in a way similar to the way they are managed by some modern New Guineans. Remains of pigs have been dated to earlier than 11,400 BCE in Cyprus. Those animals must have been introduced from the mainland, which suggests domestication in the adjacent mainland by then. There was also a separate domestication in China, which took place about 8,000 years ago. DNA evidence from sub-fossil remains of teeth and jawbones of Neolithic pigs shows that the first domestic pigs in Europe had been brought from the Near East. This stimulated the domestication of local European wild boars, resulting in a third domestication event with the Near Eastern genes dying out in European pig stock. Modern domesticated pigs have involved complex exchanges, with European domesticated lines being exported in turn to the ancient Near East. Historical records indicate that Asian pigs were introduced into Europe during the 18th and early 19th centuries. Domestic pigs tend to have much more developed hindquarters than their wild boar ancestors, to the point where 70% of their body weight is concentrated in the posterior, which is the opposite of wild boar, where most of the muscles are concentrated on the head and shoulders.",0.047463659197092056,0.006715822033584118,0.02019554190337658,0.005081494804471731,0.012545723468065262,0.0030613031703978777,0.0040318784303963184
What is the sea level in metre of this mountain?,1000,['1864'],[],0,"Huangshan (Chinese: 黄山), literally meaning the Yellow Mountain(s), is a mountain range in southern Anhui Province in eastern China. It was originally called “Yishan”, and it was renamed because of a legend that Emperor Xuanyuan once made alchemy here. Vegetation on the range is thickest below 1,100 meters (3,600 ft), with trees growing up to the treeline at 1,800 meters (5,900 ft). The area is well known for its scenery, sunsets, peculiarly-shaped granite peaks, Huangshan pine trees, hot springs, winter snow and views of the clouds from above. Huangshan is a frequent subject of traditional Chinese paintings and literature, as well as modern photography. It is a UNESCO World Heritage Site and one of China's major tourist destinations.",0.06738858669996262,0.0007690917700529099,0.039770904928445816,0.016652284190058708,0.04314027726650238,0.014144937507808208,0.007950985804200172
What place inflows lake?,River derwent,['River Derwent'],[],1,"Derwentwater, or Derwent Water, is one of the principal bodies of water in the Lake District National Park in north west England.  It lies wholly within the Borough of Allerdale, in the county of Cumbria. The lake occupies part of Borrowdale and lies immediately south of the town of Keswick. It is both fed and drained by the River Derwent. It measures approximately three miles (five kilometres) long by 1 mile (1.5 kilometres) wide and is some 72 feet (22 metres) deep. There are several islands within the lake, one of which is inhabited.  Derwentwater is a place of considerable scenic value. It is surrounded by hills (known locally as fells), and many of the slopes facing Derwentwater are extensively wooded. A regular passenger launch operates on the lake, taking passengers between various landing stages. There are seven lakeside marinas, the most popular stops being Keswick, Portinscale and the Lodore Falls, from which boats may be hired. Recreational walking is a major tourist activity in the area and there is an extensive network of footpaths in the hills and woods surrounding the lake. The Keswick to Borrowdale road runs along the eastern shore of the lake and carries a regular bus service. There is a lesser, or unclassified, road along the western shore connecting the villages of Grange and Portinscale. Derwentwater gave its name to the Earldom of Derwentwater. From 2008 to 2014, the lake was believed to be the last remaining native habitat of the vendace (Coregonus vandesius) fish from the four originally known sites: Bassenthwaite Lake and Derwentwater in the Lake District, and the Castle Loch & Mill Loch in Lochmaben. However, a breeding population was discovered at Bassenthwaite Lake by conservationists in September 2014.",0.45182761549949646,0.0013467342359945178,0.16773709654808044,0.5352402925491333,0.27696818113327026,0.1450795829296112,0.13459615409374237
What country does this place belong to?,Japan,['Japan'],[],1,Amanohashidate (天橋立) is one of Japan's three scenic views. The sandbar is located in Miyazu Bay in northern Kyoto Prefecture. It forms part of the Tango-Amanohashidate-Ōeyama Quasi-National Park.,0.9907830953598022,0.8800988793373108,0.759633481502533,0.8497328162193298,0.8145131468772888,0.9785243272781372,0.24735574424266815
what is the date this aircraft took the first flight?,1958,['1968 10 4'],[],0,"The aircraft involved in the accident was a Tupolev Tu-104A registered СССР-42379 to Aeroflot. The cabin layout originally had enough seats for 70 passengers, but the seating configuration was changed to accommodate 85 passengers.  The Tupolev Tu-104 took its first flight on 17 May 1958.  At the time of the accident the aircraft sustained 19,329 flight hours and 8,841 pressurization cycles.",0.17465825378894806,0.0024164451751857996,0.1289980113506317,0.07144834846258163,0.12560291588306427,0.07389099150896072,0.040428850799798965
What is the architectural style of this city?,Georgian,['Georgian architecture'],[],0,"The buildings and architecture of Bath, a city in Somerset in the south west of England, reveal significant examples of the architecture of England, from the Roman Baths (including their significant Celtic presence), to the present day. The city became a World Heritage Site in 1987, largely because of its architectural history and the way in which the city landscape draws together public and private buildings and spaces. The many examples of Palladian architecture are purposefully integrated with the urban spaces to provide ""picturesque aestheticism"". In 2021, the city was added to a second World Heritage Site, a group of historic spa towns across Europe known as the ""Great Spas of Europe"". Bath is the only entire city in Britain to achieve World Heritage status, and is a popular tourist destination. Important buildings include the Roman Baths; neoclassical architect Robert Adam's Pulteney Bridge, based on an unused design for the Rialto Bridge in Venice; and Bath Abbey in the city centre, founded in 1499 on the site of an 8th-century church. Of equal importance are the residential buildings designed and built into boulevards and crescents by the Georgian architects John Wood, the Elder and his son John Wood, the Younger – well-known examples being the Royal Crescent, built around 1770, and The Circus, built around 1760, where each of the three curved segments faces one of the entrances, ensuring that there is always a classical facade facing the entering visitor. Most of Bath's buildings are made from the local, golden-coloured, Bath Stone. The dominant architectural style is Georgian, which evolved from the Palladian revival style that became popular in the early 18th century. The city became a fashionable and popular spa and social centre during the 18th century. Based initially around its hot springs, this led to a demand for substantial homes and guest houses. The key architects, John Wood and his son, laid out many of the city's present-day squares and crescen",0.9902573823928833,0.0029923496767878532,0.3729012608528137,0.3261999785900116,0.4603213965892792,0.14225374162197113,0.3033486008644104
What is the basin country to the lake?,Mountains,['England'],[],0,"Derwentwater, or Derwent Water, is one of the principal bodies of water in the Lake District National Park in north west England.  It lies wholly within the Borough of Allerdale, in the county of Cumbria. The lake occupies part of Borrowdale and lies immediately south of the town of Keswick. It is both fed and drained by the River Derwent. It measures approximately three miles (five kilometres) long by 1 mile (1.5 kilometres) wide and is some 72 feet (22 metres) deep. There are several islands within the lake, one of which is inhabited.  Derwentwater is a place of considerable scenic value. It is surrounded by hills (known locally as fells), and many of the slopes facing Derwentwater are extensively wooded. A regular passenger launch operates on the lake, taking passengers between various landing stages. There are seven lakeside marinas, the most popular stops being Keswick, Portinscale and the Lodore Falls, from which boats may be hired. Recreational walking is a major tourist activity in the area and there is an extensive network of footpaths in the hills and woods surrounding the lake. The Keswick to Borrowdale road runs along the eastern shore of the lake and carries a regular bus service. There is a lesser, or unclassified, road along the western shore connecting the villages of Grange and Portinscale. Derwentwater gave its name to the Earldom of Derwentwater. From 2008 to 2014, the lake was believed to be the last remaining native habitat of the vendace (Coregonus vandesius) fish from the four originally known sites: Bassenthwaite Lake and Derwentwater in the Lake District, and the Castle Loch & Mill Loch in Lochmaben. However, a breeding population was discovered at Bassenthwaite Lake by conservationists in September 2014.",0.6376185417175293,0.0006839304696768522,0.010975326411426067,0.00127918622456491,0.010592615231871605,0.003128309966996312,0.0025610411539673805
Who is the manufacturer of this aircraft?,Airbus,['Airbus'],[],1,"The Airbus A310 is a wide-body aircraft, designed and manufactured by Airbus Industrie, then a consortium of European aerospace manufacturers. Airbus had identified a demand for an aircraft smaller than the A300, the first twin-jet wide-body. On 7 July 1978, the A310 (initially the A300B10) was launched with orders from Swissair and Lufthansa. On 3 April 1982, the first prototype conducted its maiden flight, and the A310 received its type certification on 11 March 1983. Keeping the same eight-abreast cross-section, the A310 is 6.95 m (22.8 ft) shorter than the initial A300 variants, and has a smaller wing, down from 260 to 219 m² (2,800 to 2,360 sq ft). The A310 introduced a two-crew glass cockpit, later adopted for the A300-600 with a common type rating. It was powered by the same General Electric CF6-80 or Pratt & Whitney JT9D then PW4000 turbofan jet engines. It can seat 220 passengers in two classes, or 240 in all-economy, and has a flying range up to 5,150 nmi (9,540 km). It has overwing exits between the two main front and rear door pairs. In April 1983, the aircraft entered revenue service with Swissair, and competed with the Boeing 767-200, introduced six months before.  Its longer range and ETOPS regulations allowed it to be operated on transatlantic flights. Until the last delivery in June 1998, 255 aircraft were produced, as it was succeeded by the larger Airbus A330-200. It was available as a cargo aircraft version, and was also developed into a military variant, the A310 MRTT multi-role transport, then tanker.",0.981331467628479,0.0929323360323906,0.719771683216095,0.7458747625350952,0.7239187359809875,0.8147735595703125,0.6154336929321289
What is the height of this vehicle in millimetre?,1200,['1165'],[],0,"The Lamborghini V10 is a ninety degree (90°) V10 petrol engine which was developed for the Lamborghini Gallardo automobile, first sold in 2003. Developed by Lamborghini, for use in the Gallardo, and the first engine developed for Automobili Lamborghini S.p.A. after they were acquired by AUDI AG – part of the Volkswagen Group. This engine has its origins in two concept cars made by Lamborghini, the 1988 P140 and the 1995 Calà. Both were equipped with engines having a 3.9-litre displacement. In the early 2000s, Lamborghini resumed the project and the engine was redesigned by increasing its displacement. The crankcase and cylinder block are built at the Audi Hungaria Zrt. factory in Győr, Hungary, whilst final assembly is carried out at Sant'Agata Bolognese, Italy.  The engine has a 90° vee angle and, unusually for a production engine, a dry sump lubrication system is utilised to keep the center of gravity of the engine low. There was also some speculation that the engine block of the original 5.0-litre Lamborghini V10 was closely based on the Audi 4.2 FSI V8, which Audi produces for its luxury cars. However, this was denied by Audi AG, in their official documentation for their 5.2 FSI V10 engine, as used in the Audi S6 and Audi S8 – the Lamborghini 5.0 V10 has a cylinder bore spacing of 88 millimetres (3.46 in) between centres, whereas the Audi 5.2 V10 cylinder bore spacing is 90 millimetres (3.54 in), the same as the Audi 4.2 FSI V8.  The cylinder heads use the four valves per cylinder layout favoured by the Italian firm, rather than the five valve per cylinder variation formerly favoured by the German members of Volkswagen Group – including Audi and Volkswagen Passenger Cars. It was later confirmed that the new 5.2-litre Lamborghini V10 is mechanically identical to the Audi 5.2 V10 engine, as is evident by Lamborghini's usage of Audi's Fuel Stratified Injection, and 90 mm cylinder spacing.",0.04859299585223198,0.003174559446051717,0.04107704386115074,0.2362964153289795,0.05929216369986534,0.041205860674381256,0.023002035915851593
What is the sea level in metre of this mountain?,1441,['1228'],[],0,"It has an elevation of 1,441 metres above sea level. There are two large antennas and a Virgin Mary shrine on top of the summit. This mountain is often covered with snow in the winter.",0.1343187391757965,0.001213491428643465,0.07544590532779694,0.026346731930971146,0.026162415742874146,0.03263901546597481,0.021943720057606697
What is the length of this aircraft in metre?,8.06,['34.35'],[],0,"Tupolev TU-143 Reys: wingspan 2.24 m (7 ft 4 in) length                  8.06 m (26 ft 5 in) height                  1.54 m (5 ft 1 in) launch weight           1,230 kg (2,710 lb) maximum speed           950 km/h            (515 kn, 590 mph) engine                  Klimov turbojet TR3-117 service ceiling         5,000 m (16,400 ft) range                   200 km              (110 nmi, 125 mi)",0.07414738088846207,0.006056477315723896,0.018759869039058685,0.0013892295537516475,0.16190122067928314,0.010738545097410679,0.0037198932841420174
Which city or region does this bridge locate in?,Paris,['16th arrondissement of Paris | 15th arrondissement of Paris'],[],0,"The Pont de Bir-Hakeim (English: Bridge of Bir-Hakeim), formerly the Pont de Passy (Bridge of Passy), is a bridge that crosses the Seine in Paris. It connects the 15th and 16th arrondissement, passing through the Île aux Cygnes. The bridge, made of steel, is the second to have stood at the site. It was constructed between 1903 and 1905, replacing an earlier bridge that had been erected in 1878. An arch bridge, it is 237 metres (777 ft) long and 24.7 metres (81 ft) wide. It was designed by the architect Jean-Camille Formigé, who also designed the Viaduc d'Austerlitz, the Jardin des Serres d'Auteuil, as well as the park below the Sacré-Cœur; he also restored the Roman amphitheatre in Arles and the Roman theatre in Orange.",0.984473466873169,0.5992524027824402,0.7698743343353271,0.7462069392204285,0.7274717688560486,0.7373932600021362,0.5983781218528748
What is the closest upper taxonomy of this insect?,Moth,['Atteva'],[],0,"The ailanthus webworm (Atteva aurea) is an ermine moth now found commonly in the United States. It was formerly known under the scientific name Atteva punctella (see Taxonomy section). This small, very colorful moth resembles a true bug or beetle when not in flight, but in flight it resembles a wasp.",0.5554865002632141,0.00048504851292818785,0.0035748647060245275,0.0007874629809521139,0.002278727712109685,0.0015439814887940884,0.001483448315411806
Who is the sponsor of this building?,Allianz,['Allianz SE'],[],0,"All started when, in 2015, Allianz became new top sponsor of the Italian basketball team Pallacanestro Trieste, based in PalaTrieste. In 2017, the German insurance company sponsored a new parquet basketball court, and later in 2018, a new scoreboard called Allianz Wall was installed in the Trieste arena. In 2018 Allianz signed a deal to become new title sponsor of the arena, so PalaTrieste officially became Allianz Dome until 2023.",0.9819438457489014,0.5158753991127014,0.3988092839717865,0.7334725856781006,0.2899068295955658,0.3394319713115692,0.3473230004310608
Which diocese does this building belong to?,San pablo,['Diocese of San Pablo'],[],0,"The Santa Maria Church or Nuestra Señora de los Angeles Parish Church (also Our Lady of Angels Parish Church) is the only Roman Catholic church in the municipality of Santa Maria, Laguna, Philippines under the Roman Catholic Diocese of San Pablo. Its titular is the Our Lady of Angels whose feast is celebrated every August 2.",0.9136469960212708,0.6543243527412415,0.0615115612745285,0.02426288090646267,0.029342439025640488,0.06871548295021057,0.01764891855418682
What is the closest upper taxonomy of this bird?,Osprey,['Pandion'],[],0,"Order: Accipitriformes   Family: Pandionidae The family Pandionidae contains usually only one species, the osprey. The osprey is a medium-large raptor which is a specialist fish-eater with most taxonomic authorities consider a worldwide distribution. A few authorities, including the IOC, split the bird into 2 species. Western osprey, விராலடிப்பான்",0.294453501701355,0.0004961515660397708,0.02693307213485241,0.008800704032182693,0.1061316430568695,0.03917541354894638,0.04745302349328995
What country does this mountain belong to?,Afghanistan,['Turkey'],[],0,"The Persian nuthatch or the eastern rock-nuthatch (Sitta tephronota) is a species of bird in the family Sittidae. It is found in Afghanistan, Armenia, Azerbaijan, Georgia, India, Iran, Iraq, Kazakhstan, Pakistan, Russia, Tajikistan, Turkey, and Turkmenistan.",0.76254802942276,0.04792005941271782,0.02295965515077114,0.006763152778148651,0.013870063237845898,0.003125910647213459,0.002780117327347398
which mountain range is this mountain belong to?,Alps,['Appenzell Alps'],[],0,"In the SOIUSA (International Standardized Mountain Subdivision of the Alps) the mountain belongs to an alpine subsection of Lepontine Alps called ""North-Western Lepontine Alps""  (It:Alpi del Monte Leone e del San Gottardo; De:Monte Leone-Sankt Gotthard-Alpen).",0.23798252642154694,0.0022630856838077307,0.08085869252681732,0.02271588146686554,0.024965956807136536,0.048795074224472046,0.016528595238924026
What is the length in metre is the place in the image?,100,['520'],[],0,"A Thames Barrier flood defence closure is triggered when a combination of high tides forecast in the North Sea and high river flows at the tidal limit at Teddington weir indicate that water levels would exceed 4.87 metres (16.0 ft) in central London. Though Teddington marks the Normal Tidal Limit, in periods of very high fluvial flow the tidal influence can be seen as far upstream as East Molesey on the Thames.",0.039229393005371094,0.0009605044033378363,0.01952599361538887,0.026768090203404427,0.014120155945420265,0.006812927313148975,0.002136015798896551
What is the basin country to the lake?,Switzerland,['Switzerland'],[],1,"Lake Zurich (Swiss German/Alemannic: Zürisee; German: Zürichsee; Romansh: Lai da Turitg) is a lake in Switzerland, extending southeast of the city of Zürich. Depending on the context, Lake Zurich or Zürichsee can be used to describe the lake as a whole, or just that part of the lake downstream of the Seedamm at Rapperswil, whilst the part upstream of Rapperswil may be called the Obersee or Upper Lake.",0.9828258156776428,0.7699548602104187,0.5860863924026489,0.9057859778404236,0.6740515828132629,0.9651952981948853,0.7917141318321228
Which city or region does this town locate in?,Japan,['Nagiso'],[],0,"Tsumago-juku (妻籠宿, Tsumago-juku) was the forty-second of the sixty-nine post towns on the Nakasendō. It is located in Nagiso, Kiso District, Nagano Prefecture, Japan. It has been restored to its appearance as an Edo-era post town and is now a popular tourist destination.",0.9647460579872131,0.028089651837944984,0.057567134499549866,0.013717093504965305,0.09649964421987534,0.034835100173950195,0.056060031056404114
What is this item named after?,Rolodex,['Index | rolling'],[],0,"A Rolodex is a rotating file device used to store business contact information. Its name, a portmanteau of the words rolling and index, has become somewhat genericized (usually as rolodex) for any personal organizer performing this function, or as a metonym for the total of an individual's accumulated business contacts.",0.7733115553855896,0.028466835618019104,0.22675389051437378,0.37942585349082947,0.18423210084438324,0.1508716642856598,0.0502079501748085
What is this building named after?,Pennsylvania,['Theatro da Paz'],[],0,"It was named by William R. Abercrombie after the ""Keystone State"" of Pennsylvania.",0.9591578245162964,0.4763956069946289,0.05008629709482193,0.011731286533176899,0.08902955800294876,0.06746239215135574,0.009591036476194859
What is the closest upper taxonomy of this plant?,Family,['Phlox'],[],0,"Phlox subulata the creeping phlox, moss phlox, moss pink or mountain phlox, is a species of flowering plant in the family Polemoniaceae, native to eastern and central USA, and widely cultivated. The odor given off by the plants may be mistaken for that of marijuana.",0.752482533454895,0.000506203155964613,0.0020802924409508705,0.0007985332631506026,0.0022519489284604788,0.0013182837283238769,0.0017111583147197962
Who found this drink?,Bocca di Lupo,['Paul Ricard'],[],0,"In 2013 Kenedy publicly smashed five bottles of red wine from one of his suppliers, Italian fine wine merchant Fulvio Bressan, on the street in front of the restaurant, in protest at a Facebook post by Bressan which used the racist epithet sporca scimmia nera about Italy's recently appointed minister for integration Cécile Kyenge. Kenedy described Bressan as ""not only a racist"" but ""also a spineless one"" after Bressan deleted the post to minimise its impact. Bocca di Lupo no longer stocks wine from Bressan.",0.11240879446268082,0.0034740266855806112,0.1531274914741516,0.06619420647621155,0.09252391755580902,0.0241050086915493,0.013499259948730469
Which (geo)physical feature is the building located in or on?,Mountain,['Mount Aragats'],[],0,"The Ruined Castle is a rock formation in the Jamison Valley area of the Blue Mountains, in New South Wales, Australia.",0.48967427015304565,0.0005830781301483512,0.016481535509228706,0.003201413433998823,0.012548322789371014,0.0015130470274016261,0.002736180555075407
What is the height of this place in terms of metre above sea level?,4,['1044.0-1046.0'],[],0,"The Richmond Olympic Oval is located at 4 meters (13 ft) above mean sea level (AMSL). The higher air pressure compared to high-elevation venues means that the venue will have slow ice, with the organizers not expecting any world records to be beaten during the Olympics. Three Olympic records were set in the oval; all but one of the remaining Olympic records have been set in Salt Lake City, located at an elevation of 1,300 meters (4,300 ft) AMSL, and all world records are set in Salt Lake City or Calgary, located at 1,000 meters (3,300 ft). As of 2013, the Richmond Olympic Oval is ranked as the world's eleventh-fastest ice.",0.517210841178894,0.002371738199144602,0.01777813397347927,0.0019043800421059132,0.008239459246397018,0.010522034019231796,0.002864607609808445
What is this plant named after?,Dahl,['Pritchard Hughes'],[],0,"The naming of the dahlia after Dahl has long been a subject of some confusion.  Many sources state that the name was bestowed by Linnaeus.  However, Linnaeus died in 1778, more than eleven years before the plant was introduced into Europe, so he could not have been the one to honour his former student.  It is most probable that first attempt to scientifically define the genus was done by Abbe Antonio Jose Cavanilles, Director of the Royal Gardens of Madrid, who received the first specimens from Mexico in 1791, two years after Dahl's death. Dahl was also honoured in the 1780s, Carl Peter Thunberg, a friend from Uppsala, named a species of plant from the family Hamamelidaceae after him. The Dahlia crinita is a reference to Dahl's appearance, probably to his large beard, since crinita is Latin for ""longhaired"".  Thunberg finally published the name in 1792.  The plant has now been reclassified as Trichocladus crinitus (Thunb.) Pers.. Thunberg's original specimen is in the Swedish Museum of Natural History.  He was also honoured in 1994, when Constance & Breedlove, named a genus of plant from New Mexico, Dahliaphyllum after him, along with its one species Dahliaphyllum almedae Constance & Breedlove.",0.9739815592765808,0.007378618232905865,0.8147336840629578,0.34994298219680786,0.5242750644683838,0.5361706018447876,0.26315394043922424
What is the height of this vehicle in millimetre?,1766,['1374'],[],0,"The E70 BMW X5 was 60 mm (2.4 in) wider, 165 mm (6.5 in) longer; with a 110 mm (4.3 in) longer wheelbase, but remains at the height of the E53 X5 at 1,766 mm (69.5 in).",0.15238824486732483,0.031896255910396576,0.09363443404436111,0.06628403812646866,0.09055295586585999,0.05186767131090164,0.13873903453350067
What country does this place belong to?,South africa,['South Africa'],[],1,"The Blyde River Canyon is a 26km long Canyon located in Mpumalanga, South Africa. It is the one of the larger canyons on Earth but much smaller than those of Asia , the Grand Canyon and the Fish River Canyon. Unlike the Grand and Fish River Canyon, the Blyde River Canyon is a ""green canyon"" which is dominated by subtropical vegetation. The canyon forms part of the  Blyde River Canyon Nature Reserve. The Blyde River Canyon passes a rock formation known as the ""Three Rondavels"". So named as the formation resembles three African-style houses or rondavels. This canyon is part of the Panorama Route. This route starts at the town Graskop and includes God's Window, the Pinnacle and Bourke's Luck Potholes.",0.9207531213760376,0.3773611783981323,0.6129917502403259,0.3352871537208557,0.27625277638435364,0.14474567770957947,0.38556548953056335
Which body of water is this building located in or next to?,River,['Loch Dunvegan'],[],0,"The water castle is located at the Rheinfall, built on a small island in the Rhein river at the municipality of Neuhausen am Rheinfall in the Canton of Schaffhausen, opposite of the Laufen Castle in the canton of Zürich. The Schlössli (twee for German Schloss, meaning castle) owes its name to the location on a small island, washed by the water of the Rheinfall, which used to be known as Werd, meaning literally a river island.",0.6233047842979431,0.000648493121843785,0.00518359150737524,0.0018856973620131612,0.006097224075347185,0.0030375737696886063,0.005550938658416271
which mountain range is this mountain belong to?,Alps,['Snowdonia'],[],0,"Ranking: The ranking of the peak within Germany in terms of height. Photograph: Photograph of the mountain. Peak: Name of the peak. Height: Height of the mountain in metres. Mountain range: Mountain range in which the mountain lies. Massif: (table 1) Gives the name of the massif to which the mountain belongs. If the massif is named after a linked main peak, the link is omitted here. Location: (table 2) DE = mountain lies entirely on German territory; DE/AT = mountain lies in the area of the border between Germany and Austria, but the peak at least is on German state territory. Isolation: The isolation describes the radius of the area which the mountain dominates. Given in kilometres including the reference point. Prominence: The prominence is the height difference between height of the summit and the highest point to which one must descend in order to climb a higher peak. Given in metres including the reference point. First climb: Name of the first climber and date. Empty field indicates that the first climber or the date is not known. There may be differences in data from other sources. The tables use the tables of the German height reference system, based on height above Normalnull (~sea level) in Amsterdam, and data from the Bavarian Survey Office (Bayerischen Vermessungsverwaltung).",0.6384358406066895,0.010334949009120464,0.1576070487499237,0.046672746539115906,0.13546930253505707,0.14208245277404785,0.49437665939331055
What is the closest parent taxonomy of this plant?,Geum,['Hydrophyllum'],[],0,"Geum urbanum, also known as wood avens, herb Bennet, colewort and St. Benedict's herb (Latin herba benedicta), is a perennial plant in the rose family (Rosaceae), which grows in shady places (such as woodland edges and near hedgerows) in the temperate regions of Eurasia. It has been introduced in North America, where it forms natural hybrids with Geum canadense (= Geum ×catlingii J.-P. Bernard & R. Gauthier). Geum urbanum hybridizes fairly regularly with Geum rivale (water avens), as they are closely related and occur together. In fact, the phenomenon is so conspicuous that hybrids were once treated as a species, named Geum intermedium Ehrh.",0.9074073433876038,0.0004911845317110419,0.4011921286582947,0.6641421318054199,0.3482479453086853,0.4500722289085388,0.33778414130210876
Who is the owner of this park?,Ted lerner,['Events DC'],[],0,"Team owner Theodore N. Lerner approached D.C. Mayor Vincent Gray and other city officials in mid-July 2013 and asked if the city would pay to have a retractable roof built over Nationals Park. After seeing sketches, Gray rejected the proposal at the same meeting. No cost analyses were done before the meeting, although team architects speculated it would cost $300 million. City officials noted that the stadium was not designed for a roof.",0.5634520053863525,0.6981877088546753,0.2579106092453003,0.1329638659954071,0.08015108853578568,0.175154909491539,0.1358223259449005
Who is the architect of this building?,Hunt,['Reid & Reid'],[],0,"Thomas Gardiner, Coronado Beach Company advertising manager in the 1890s Charles T. Hinde, board member of the Hotel del Coronado, vice president of the Spreckels Brothers Commercial Company, railroad executive, and steamboat captain. Disney's Grand Floridian Resort & Spa, a 1988 hotel whose exterior architecture is based on the Hotel Del Coronado Grand Rapids Hotel, a 1922 hotel built by Frederick Hinde Zimmerman, the nephew of Captain Charles T. Hinde, one of the original investors of the Hotel del Coronado.",0.05854290351271629,0.0005161096341907978,0.005702880676835775,0.0011181057197973132,0.004547158721834421,0.0017450624145567417,0.0016639386303722858
What is the height of this building in metre?,11,['28.5'],[],0,The lighthouse is a white round tower standing 11 metres (36 ft) in height.,0.7427244186401367,0.009921747259795666,0.0706418976187706,0.027583351358771324,0.12566448748111725,0.03158067539334297,0.016795817762613297
What is the length of this vehicle in millimetre?,4500,['5022'],[],0,"When first introduced by Smith & Wesson in 1935, it was known as the Registered Magnum. The model was essentially a custom-order revolver. Barrel lengths could be had in one-quarter-inch (6.4 mm) increments from 3+1⁄2 to 8+3⁄8 inches (8.9 to 21.3 cm) inches in length. In addition to the different lengths of barrels available, there were different grips, front sights, triggers, hammers, and finishes available. Each Registered Magnum came with a certificate of authenticity. Even though it was introduced in the middle of the Great Depression and was extremely expensive, Smith & Wesson found itself backlogged with orders for the four years that it produced the Registered Magnum. The Kansas City Police Department issued the Registered Magnum to its officers, and many other law enforcement officers across the United States carried the Registered Magnum. In 1939, Smith & Wesson stopped producing the Registered Magnum. It was replaced with the Model 27, which was available with barrel lengths of 3+1⁄2, 5, 6+1⁄2, and 8+3⁄4 inches (8.9, 12.7, 16.5, and 22.2 cm). It has been reported that these were the most popular barrel lengths for the Registered Magnum. Essentially, the Model 27 was still the Registered Magnum, but standardized for ease of production and economy. The Smith & Wesson Model 28 ""Highway Patrolman"" was introduced as a lower-cost version of the Model 27 in 1954, stripped of some of the features of the Model 27, such as polishing. It was noted for its durability and reliability. The 31⁄2-inch barrel length was extremely popular with FBI agents from the 1940s through the 1970s. Skeeter Skelton considered the Model 27 with a 5-inch barrel as the best all-around handgun. General George Patton carried an ivory-handled Registered Magnum with a 31⁄2-inch barrel (along with his ivory-handled Colt Peacemaker); Patton called the Model 27 his ""killing gun.""",0.028974873945116997,0.0015452161896973848,0.019190505146980286,0.12455175071954727,0.0064980448223650455,0.03703327104449272,0.0026869475841522217
What is the closest parent taxonomy of this plant?,Palm,['Rhopalostylis'],[],0,Livistona jenkinsiana (Major Jenkins' fan palm) is a species of fan palm in the family Arecaceae.,0.4340200126171112,0.0004948923015035689,0.039933960884809494,0.0010739205172285438,0.0057934727519750595,0.005282483529299498,0.0028896015137434006
What is the topographic prominence of this mountain?,3000 meters,['14'],[],0,"This page tabulates only the most prominent mountains of the Alps, selected for having a topographic prominence of at least 300 metres (980 ft), and all of them exceeding 3,000 metres (9,800 ft) in height. Although the list contains 537 summits, some significant alpine mountains are necessarily excluded for failing to meet the stringent prominence criterion. The list of these most prominent mountains is continued down to 2500 m elevation at List of prominent mountains of the Alps (2500–2999 m) and down to 2000 m elevation on List of prominent mountains of the Alps (2000–2499 m). All such mountains are located in either France, Italy, Switzerland, Liechtenstein, Austria, Germany or Slovenia, even in some lower regions. Together, these three lists include all 44 ultra-prominent peaks of the Alps, with 19 ultras over 3000m on this page. For a definitive list of all 82 the highest peaks of the Alps, as identified by the International Climbing and Mountaineering Federation (UIAA), and often referred to as the 'Alpine four-thousanders', see List of mountains of the Alps over 4000 metres.",0.1628943830728531,0.0008198028081096709,0.010173940099775791,0.0009111362742260098,0.006093318574130535,0.0029616584070026875,0.0023565622977912426
Who found this organization?,Hungarian,['Andrei Tupolev'],[],0,"Maszovlet (short for Magyar–Szovjet Polgári Légiforgalmi Részvénytársaság, ""Hungarian-Soviet Civil Air Transport Joint Stock Company"") was a Hungarian airline founded on March 29, 1946. It was a predecessor of Malév.",0.18846212327480316,0.05626353248953819,0.015553202480077744,0.002583833411335945,0.013879094272851944,0.011605444364249706,0.0045145475305616856
