question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,llava_evqa_bm25_base_no_context,llava_evqa_bm25_base_with_context,llava_evqa_bm25_no_p_prime,llava_evqa_bm25_no_p_q_i,llava_evqa_bm25_no_p_q_c,llava_evqa_bm25_no_p_q
What does this insect go through four phases of?,Life cycle,['life cycle'],[],1,"Gannon, Megan (30 June 2019). ""If You're On the Moon, Does the Earth Appear to Go Through Phases?"". Live Science. Retrieved 30 June 2019. Staff (13 March 2013). ""The Phases of Earth"". Futurism.com. Retrieved 30 June 2019. Staff (21 June 2008). ""Changing Earth phases, seen from the moon"". Earth & Sky. Retrieved 30 June 2019. King, Bob (17 October 2018). ""Observing Earth from the Moon"". Sky & Telescope. Retrieved 30 June 2019. Staff (15 July 1999). ""If you are on the moon, does the Earth have phases similar to moon phases? Would they be the same or reversed?"". University of California, Santa Barbara. Retrieved 1 July 2019. Cain, Fraser (13 October 2014). ""What Does Earth Look Like From the Moon?"". Universe Today. Retrieved 1 July 2019. Evon, Dan (15 July 2019). ""Is This a Real Photo of the Earth from the Moon? - Genuine photographs showing the Earth from the moon exist, many from NASA"". Snopes. Retrieved 17 July 2019. Jones, Eric M. (11 June 2013). ""Return to Orbit"". NASA. Retrieved 30 June 2019.",0.5040876269340515,0.06523477286100388,0.0974329486489296,0.0364321731030941,0.12316452711820602,0.045858826488256454,0.03714098036289215
What is an example of an arthropod that this bird eats?,Cockroach,['spiders'],[],0,"M. boulengeri is an insectivorous species, like the majority of skinks, which means the diet of this species consist almost exclusively of insects. It eats predominately arthropod species and snails, with moths making up a large portion of its diet. Spiders, beetles, ants, cockroaches, and other bugs are also a part of the diet. All of these prey species are abundant within Australia and in the leaf litter habitat that M. boulengeri occupies.",0.1338583081960678,0.012371379882097244,0.005479487590491772,0.015625039115548134,0.05461222305893898,0.1242775171995163,0.05346931889653206
What does this bird do in scrub communities?,Eat,['breeds'],[],0,"The Bird Friendly coffee certification program, administered by the Smithsonian Migratory Bird Center (SMBC) has pioneered much of the research regarding the connection between birds, coffee and farming communities to understand the importance of setting standards to create healthy, producing forests. SMBC is considered the gold standard in certification for shade-grown coffee. Although organic coffee certification does not stipulate a shade cover requirement, organic coffee farmers do often employ shade as the leaf litter from an upper canopy provides a natural fertilizer. Certification by the Rainforest Alliance does require some level of shade-cover, but this may be as low as 15% of the land area. A study involving bird lovers and coffee consumers in the US suggests that uptake of bird-friendly coffee may be strengthened by better communicating the impact of coffee production on bird habitat, the unique attributes of bird-friendly coffee (including the high-quality taste), differences among certification standards and credibility, and easy ways to find and purchase bird-friendly coffee",0.3066311478614807,0.007855869829654694,0.015176529064774513,0.00626295106485486,0.020207980647683144,0.01716739684343338,0.00715713482350111
What can't this insect do?,Fly,['fly'],[],1,"As critic Brian Olewnick writes, the SME emphasised an ""extremely open, leaderless aspect where a premium was placed on careful and considered listening on the part of the musicians. Saxophonist Evan Parker observed that Stevens had two basic rules: (1) If you can't hear another musician, you're playing too loud, and (2) if the music you're producing doesn't regularly relate to what you're hearing others create, why be in the group? This led to the development of what would jocularly become known as 'insect improv' – music that tended to be very quiet, very intense, arrhythmic, and by and large atonal.""",0.7011156678199768,0.02912900783121586,0.09849311411380768,0.046705760061740875,0.14578743278980255,0.16250932216644287,0.05393248051404953
What glandularity does this plant differ based on?,Achene,['achene'],[],1,"Eutrochium purpureum shows a high amount of variability, and up to two or three varieties are currently recognized by current botanical authorities. They differ based in leaf shape, leaf pubescence, and achene glandularity. The precise delineation of these varieties is difficult due to integration between them. The commonly recognized varieties are: Eutrochium purpureum var. carolinianum- Southeastern Piedmont Eutrochium purpureum var. holzingeri-  Midwestern Eutrochium purpureum var. purpureum- Widespread in eastern North America This species hybridizes readily with other species of Eutrochium and where this species and those species overlap in distribution the resulting plants can be difficult to resolve to a specific taxon.",0.4056333601474762,0.009450915269553661,0.09415659308433533,0.2823449373245239,0.17330652475357056,0.01200283132493496,0.06536993384361267
The iconostasis in this church contains copies of frescoes from what country?,Serbia,['Russian'],[],0,"He is considered the most productive Serbian painter in the first half of the nineteenth century. He did approximately a thousand icons and many neo-classicistic portraits. Among his first religious works are the icons in the iconostasis and the vault of the Serbian church in Mol and the iconostasis in the Romanian church in Fibiş, near Temisvar (1837–1838). 1837. Iconostasis in the Serbian church in Mol) 1838. Iconostasis in the Romanian church in Fibiş 1839. Iconostasis and frescoes in the Serbian church in Banatsko Aranđelovo 1841. Iconostasis in the Romanian church in Kovin 1845. Iconostasis in the Serbian church in Sânmartinu Sârbesc 1845–1846. Frescoes in the Serbian church in Arad 1846. Iconostasis in Serbian church in Srpski Sveti Petar (Sânpetru Mare, Romania) 1847. Iconostasis in the Serbian church in Elemir 1848. Frescoes in the Serbian church in Novi Kneževac 1854. Iconostasis and frescoes in Kumane 1855. Iconostasis in Novo Miloševo 1857. Frescoes in the Serbian church in Mokrin 1858. Iconostasis in Radojevo 1859. Frescoes in the church in Melenci 1861. Iconostasis in the Serbian church in Mali Bečkerek, now Zrenjanin 1862. Iconostasis in the Serbian church in Variaş 1863. Iconostasis in the Romanian church in Arad 1865–1866. Iconostasis in the Serbian church in Arad 1867. Iconostasis in the church in Micălaca, near Arad 1868–1869. Iconostasis in the Serbian church in Gospođinci 1870–1871. Iconostasis and frescoes in the Serbian church in Ostojićevo",0.9574201703071594,0.08536574244499207,0.06976683437824249,0.07434716820716858,0.17444509267807007,0.07496798783540726,0.04273862764239311
What does this tree often form stands of where it is the only species?,Tree line,['trees'],[],0,"a mertensiana). Lodgepole pine (Pinus contorta ssp. murrayana), which occurs in vast stands in the upper montane zone, is found mostly in mixed stands in subalpine woodland, particularly with whitebark pine.  Lodgepole is not usually found near tree line, although it does occasionally form krummholz. Western white pine (Pinus monticola) can be found in pure stands, especially on exposed slopes, where snowpack is shorter-lived.  More commonly however, western white pine grows in mixed stands with lodgepole, mountain hemlock, Jeffrey pine (Pinus jeffreyi) and/or red fir (Abies magnifica) Mountain hemlock may be the most common tree species in the subalpine zone, especially in the central and northern Sierra.  This species forms dense, pure stands on protected slopes with moist soil, but can also co-occur with Sierra juniper and whitebark pine.  Mountain hemlock often exhibits two growth forms on the same individual, with one stem upright and several branches at the base extending out along the ground.  It forms a hedge-like growth form near tree line. Sierra juniper is sparse in subalpine, occurring strictly on exposed, rocky slopes, usually among granite boulders.  Limber pine (Pinus flexilis) occurs in pure stands on nutrient-poor, often steep slopes along the east side of the Sierra, and forms mat-like krummholz growth forms at tree line.  Foxtail pine (Pinus balfouriana) grows on shallow soils on exposed slopes in mixed stands at lower elevations and pure stands close to tree line.  This species does not form krummholz and can be found as single-stemmed trees even at very high elevations.  Foxtail pine is restricted to the southern part of the Sierra, forming pure stands where whitebark pine would dominate further north. In addition to the species described above, Jeffrey pine and red fir, which are more commonly found in the upper montane zone, can be found at low abundances in the subalpine zone, particularly on exposed slopes where snow does not linger as long.",0.5097540616989136,0.03183549642562866,0.013722853735089302,0.017641497775912285,0.0679851621389389,0.01904405653476715,0.013171770609915257
"What other tree grows slowly with this tree on dry, deep, outwash deposits?",Pine tree,['aspen'],[],0,"Sandoricum is a tree of humid tropical regions that grows from sea level to an elevation of 3,000 feet (910 m) above sea level. It grows better in deep and organic grounds, and with rainfall distributed throughout the year, although it also tolerates long, dry periods. The distance of planting from each other is 20 to 25 feet (6.1 to 7.6 m). It requires fertilization two times a year so it can grow better. Normally, seed trees produce fruit after 5 or 7 years of age, though some cultivars need only 3 or 4. The santol is a very productive tree. A mature tree can produce between 18,000 and 24,000 fruits per year. In Puerto Rico it produces in the months of August and September.",0.17808480560779572,0.005510483402758837,0.008857270702719688,0.006473970599472523,0.04572126269340515,0.04109945520758629,0.023579062893986702
How much of the prehistoric distribution of this plant has been mapped?,10%,['a portion'],[],0,"From pollen core data, a portion of the prehistoric distribution of Vauquelinia californica has been mapped. For example, in the Late Wisconsin period, this species occurred at lower elevations within the Waterman Mountains in southern Arizona than currently found.",0.20867952704429626,0.002253178274258971,0.004808953497558832,0.02371971309185028,0.007369947619736195,0.013638194650411606,0.003128449898213148
"Along with a visitors' center, a museum and hiking trails, what amenity does this park offer?",Boat,['a picnic area'],[],0,"The park, between Mojkovac and Kolasin, is accessible by car via Highway E65 or by bus from Podgorica or Bijelo Polje. The park has developed infrastructure for tourists, including a visitors center, hiking trails, campsites, and a restaurant. Visitors have several options in addition to hiking, mountain biking, swimming, fishing and exploring some areas with their four-wheel drive vehicles. An open-air train takes tourists along a 3.5 km track from the entrance of the park to Lake Biograd where row boats and bicycles are available for rent. The visitor centre is nearby featuring traditional furniture from this region and a restaurant and lookout. Three other lookouts are available at higher elevations at various locations within the park: Crna Glava, Zekova Glava, and Bendovac. Used by shepherds as summer homes in the past, the wooden cottages or ""katuns"" along the trails can be rented for overnight stays for ""traditional, rustic food and lifestyle"", according to one source. Overnight camping is also allowed in the park.",0.0583738349378109,0.005023599602282047,0.0013124244287610054,0.0017767043318599463,0.0019846975337713957,0.018079938367009163,0.007037465926259756
"What is similar about this bird, other than juveniles being duller?",Color,['all plumages'],[],0,"The yellow-crowned gonolek is 22 cm (8.7 in) long with a long tail and short wings. The adult is a vividly-coloured bird, although easily overlooked as it lurks in undergrowth. It has solidly black upper parts apart from its golden crown, and scarlet underparts other than a buff-yellow undertail. The legs are dark. Sexes are similar, but juveniles are paler and duller.",0.5151220560073853,0.0171042513102293,0.08520442247390747,0.12513941526412964,0.20748001337051392,0.07245296984910965,0.27654460072517395
At what level are the walls of this church only 42 centimeters thick?,Ceiling,['gallery level'],[],0,"In the first phase, St. Nikola's church was built as a humble rectangular church with semi-circular altar apse on the east with a total length of 8.9 meters and a width of 5.1 meters. Arched barrel vault, built of cut limestone, whose themes is about 5.6 meters above the floor level. The walls were crudely constructed with bumps that are visible on the surface, which is covered with paintings.  Their uneven thicknesses are decreasing towards the higher zones. Northern and southern walls, closer to the floor, are approximately 0,9 meters, while in the level of arch does not exceed 0.7–0.8 meters. A similar phenomenon can be seen in the wall of apse, which is slightly more massive on the ground level – over 1 meter thick. The foundation walls are very shallow (0.3–0.4 meters) and roughly built wall mass inculcation in incorrect or barrel dug trench. The materials in the walls are almost entirely the boulders from river with mortar binder. The walls were reinforced with wooden fittings (beams of square cross section, from 15×15 centimeters to 18×18 centimeters) which were located inside the structure of the wall mass – two parallel beams were placed in horizontal lines at the distance between them were 0.7 to 0.8 meters vertically. On the outside part of walls occurs only below the roof cornice and they cutting at the same level both gable ends. From the inside part of the wall, outer beam, covered only with a layer of fresco plaster was noticed only at the base of the vault. In the west wall, was modeled modest entrance with stone sill and shallow jambs that were not specifically handled or curved but them coming out from the wall mass stubble on that side of the wall. Ceiling transom consists of a series of beams of square cross section and in that context there was a wooden structure with double doors.",0.44957345724105835,0.12261370569467545,0.002976588672026992,0.17137575149536133,0.30780357122421265,0.05100303888320923,0.2824156880378723
What part of north america does this plant grow on?,East,['the mainland continent'],[],0,"Dryopteris intermedia is cultivated as an ornamental plant in North America for gardens, especially natural gardens and shade gardens, as it is easy to grow in a range of environments and soils and does not spread much. Care needs to be taken when planting to ensure that the fern is placed in an area of part-shade or full-shade and that the soil remains moist, as it does not tolerate a lot of sun or dry soil.",0.4594131112098694,0.015520630404353142,0.015146754682064056,0.0028153236489742994,0.026264123618602753,0.009889987297356129,0.01094981748610735
What season does this plant herald in the uk?,Spring,['spring'],[],1,"This plant is cultivated as an ornamental in mild or coastal areas, as it does not tolerate prolonged freezing. In the UK it has gained the Royal Horticultural Society's Award of Garden Merit. It prefers a very damp soil in full sunlight. Native Americans ate the leaves of the plant.",0.9310791492462158,0.6203605532646179,0.3505769371986389,0.13381728529930115,0.4068947732448578,0.2616778016090393,0.14655163884162903
How does this plant reproduce?,Vegetatively,['sexually'],[],0,"This species can reproduce vegetatively and does not depend on pollinators, but it does produce some nectar, mostly in the early evening hours. Insect visitors to the plant include wasps, honeybees, and lepidopterans such as moths and the cabbage white. Like other milkweed species, this plant is a host plant for the monarch butterfly whose caterpillars feed on the leaves. The plant is toxic to livestock.",0.3545262813568115,0.002311366843059659,0.01748497411608696,0.004125370644032955,0.017398126423358917,0.010659961961209774,0.0040977392345666885
this bird is the only what of the family icteriidae?,Chat,['member'],[],0,"The yellow-breasted chat (Icteria virens) is a large songbird found in North America, and is the only member of the family Icteriidae. It was once a member of the New World warbler family, but in 2017, the American Ornithological Society moved it to its own family. Its placement is not definitively resolved.",0.22785475850105286,0.02234109491109848,0.007377347443252802,0.0050845216028392315,0.03313685953617096,0.016860682517290115,0.08395584672689438
What type of fields can this bird be found in?,Electric,['agricultural'],[],0,"Every modeling technique has strengths and weaknesses, and the FDTD method is no different. FDTD is a versatile modeling technique used to solve Maxwell's equations. It is intuitive, so users can easily understand how to use it and know what to expect from a given model. FDTD is a time-domain technique, and when a broadband pulse (such as a Gaussian pulse) is used as the source, then the response of the system over a wide range of frequencies can be obtained with a single simulation. This is useful in applications where resonant frequencies are not exactly known, or anytime that a broadband result is desired. Since FDTD calculates the E and H fields everywhere in the computational domain as they evolve in time, it lends itself to providing animated displays of the electromagnetic field movement through the model. This type of display is useful in understanding what is going on in the model, and to help ensure that the model is working correctly. The FDTD technique allows the user to specify the material at all points within the computational domain. A wide variety of linear and nonlinear dielectric and magnetic materials can be naturally and easily modeled. FDTD allows the effects of apertures to be determined directly. Shielding effects can be found, and the fields both inside and outside a structure can be found directly or indirectly. FDTD uses the E and H fields directly. Since most EMI/EMC modeling applications are interested in the E and H fields, it is convenient that no conversions must be made after the simulation has run to get these values.",0.6029815673828125,0.08800232410430908,0.0042680781334638596,0.009141388349235058,0.015053088776767254,0.0057866983115673065,0.003855821443721652
What type of feeding sites have been improved to help this bird?,Bird feeder,['supplementary'],[],0,"Bird feeding is typically thought of as an activity of bird enthusiasts. People who feed wild birds often attempt to attract birds to suburban and domestic locations. This requires setting up a feeding station and supplying bird food. The food might include seeds, peanuts, bought food mixes, fat, kitchen scraps and suet. Additionally, a bird bath and grit (sand), that birds store in their crops to help grind food as an aid to digestion, can be provided. Feeding bread to waterfowl at parks, lakes and rivers is also a popular activity.",0.08306354284286499,0.03669784218072891,0.02371363341808319,0.01648016646504402,0.07503552734851837,0.10696225613355637,0.0249170009046793
In what century was this castle built?,12th,['15th'],[],0,"Until at least the 18th century, the site was an island in the River Clyde, called King's Inch (a name that is preserved in the name of the road that bisects the site). The original castle at Renfrew was built on King's Inch in the 12th century by Walter Fitz-Alan, High Steward of Scotland. It was abandoned in the 13th century and replaced by a stone castle in what is now the centre of Renfrew. In the latter half of the 15th century, Sir John Ross was granted the lands of Inch with the ruins of this castle, upon which he built a three-storey castle known as the Inch Castle. In 1769, the King's Inch was purchased by Glasgow tobacco merchant Alexander Speirs, who demolished Inch Castle in order to build a country mansion, Elderslie House. Completed in 1782 (demolished in 1924), Elderslie House was designed by Robert Adam.",0.19672252237796783,0.03535168617963791,0.01956733502447605,0.015020144172012806,0.027818631380796432,0.10821869969367981,0.026476837694644928
What must tannins have in order for this tree to survive?,Sunlight,['concentration'],[],0,"Despite being a rich source of starch and proteins, acorns contain large amounts of tannins and other polyphenols, which prevent the human body from digesting them properly. Harvested acorns must be properly leached of the tannins prior to consumption. Acorns are either collected directly from the ground or knocked off the tree branches. The acorns are opened and the nutmeat ground into a fine orange-brown paste. The paste is then stirred into vats of water and the acorns' fiber is separated from the starch through sieving and settling. The starch-water mixture is collected and allowed to sit so that the tannins in the starch diffuse into the water, which is changed several times. The overall soaking time depends on the amount of tannins in the paste. The now-tannin-free starch-water suspension should have an off-white colour. This starch is allowed to completely settle at the bottom of the vat, the water drained away and the paste collected in trays to dry. The dried starch cake is then pulverized and packaged for sale. Dotori-muk is also commercially available in powdered form, which must be mixed with water, boiled until pudding-like in consistency, then set in a flat dish.",0.2373495250940323,0.004533485975116491,0.06853094696998596,0.020576708018779755,0.11537446826696396,0.05415814369916916,0.10536640137434006
How much has the population of this moth declined since 1969?,75%,['nearly 75%'],[],0,"Overall, the population of A. rumicis is in a sharp decline. Focusing on the moths in the United Kingdom, current research suggests that moths are in danger due to habitat loss, poor habitat management, global warming, and environmental deterioration from pesticides and pollution. Since 1969, the population of A. rumicis has declined by nearly 75%. Recently, A. rumicis was assigned as a Priority Biodiversity Action Plan (BAP) species, meaning the moth was identified as most threatened and will immediately be part of conservation efforts. Researchers are realizing that the conservation of woodland areas is a high priority, in order to sustain as many populations of BAP species as possible; they also found a positive correlation between the species richness of herbaceous plants and the population density of moths.",0.7627692222595215,0.009637105278670788,0.058463841676712036,0.054174888879060745,0.3456416130065918,0.1916358768939972,0.2060801386833191
What is another name for this plant?,Galium ambiguum,['Pachistima myrsinites'],[],0,"It has for years been known by the scientific name Galium ambiguum, but under the international rules of nomenclature this use of the name is unacceptable because it was already used for a French plant before Wight applied it to this American species.  The provisional name Galium stebbinsii has been suggested, but this is at yet (May 2014) unpublished, so another name could eventually be chosen instead.",0.2643943727016449,0.0018606121884658933,0.0012136826990172267,0.00123006128706038,0.08151548355817795,0.003627118421718478,0.0034433507826179266
What kind of visitors can this bird be found in mexico?,Wintering,['wintering or passage'],[],0,"The white-crowned sparrow (Zonotrichia leucophrys) is a species of passerine bird native to North America. A medium-sized member of the New World sparrow family, this species is marked by a grey face and black and white streaking on the upper head. It breeds in brushy areas in the taiga and tundra of the northernmost parts of the continent and in the Rocky Mountains and Pacific coast. While southerly populations in the Rocky Mountains and coast are largely resident, the breeding populations of the northerly part of its range are migratory and can be found as wintering or passage visitors through most of North America south to central Mexico.",0.15522520244121552,0.003361122915521264,0.23105092346668243,0.37733349204063416,0.35830381512641907,0.12553712725639343,0.04646216332912445
From what part of this plant does the ntu-pn-hf cell line originate?,Leaf,['pupal ovary'],[],0,"The complete genome sequence of Perina nuda picorna-like virus, an insect-infecting RNA virus with a genome organization similar to that of the mammalian picornaviruses. Perina nuda virus Life history of the Perina nuda (Fabricius) and virus production of the infected pupae Continuous Cell line from Pupal Ovary of Perina nuda (Lepidoptera: Lymantriidae) That Is Permissive to Nuclear Polyhedrosis Virus from P. nuda A Perina nuda cell line (NTU-Pn-HF) from pupal ovary that is persistently infected with a picorna-like virus (PnPV) Characterization of a multiple-nucleocapsid nucleopolyhedrovirus isolated from Perina nuda (Fabricius) (Lepidoptera: Lymantriidae) larvae The 5′ untranslated region of Perina nuda virus (PnV) possesses a strong internal translation activity in baculovirus-infected insect cells",0.7845255732536316,0.20110173523426056,0.006086129229515791,0.0220983624458313,0.030511336401104927,0.10005877912044525,0.05108237639069557
"In addition to the lungs and coelomic cavity, where was the parasite found in the infected this bird?",Trachea,['trachea'],[],1,"A study has examined a parasitic infection caused by Pulchrosopa pulchrosopa, a type of flatworm that causes internal damages in the respiratory system of ringed kingfishers. The four infected individuals were examined, with the species being found in their lungs, trachea and coelomic cavity. The parasite migrates to the lungs as the host experiences stressful or immunosuppressive periods. The parasite also causes significant damage to tissues due to its migration to the lungs.",0.2899811267852783,0.14627204835414886,0.750500500202179,0.5137374997138977,0.7976003885269165,0.2850366532802582,0.3495996296405792
Great white pelicans and cape vultures do what to the average weight between the sexes of this bird?,Surpass,['rival'],[],0,"g (51 lb), 34 kg (75 lb) and even ""almost"" 40 kg (88 lb) have been reported, but none of these giant sizes have been verified and some may be from unreliable sources. Among bustards, only male great bustards (Otis tarda) achieve similarly high weights (the mean mass of males in these species is roughly the same) making the male kori and great not only the two largest bustards but also arguably the heaviest living flying animals. As a whole, other species, such as Dalmatian pelican (Pelecanus crispus), Andean condor (Vultur gryphus) and trumpeter swan (Cygnus buccinator), in which the larger males might match the average weight of the largest bustards and may weigh more on average between the sexes as they are less sexually dimorphic in mass than the giant bustards. Other than a 23 kg (51 lb) mute swan (Cygnus olor), the maximum size of the large bustards exceeds that of other flying birds. Other flying African birds (excluding rare vagrant pelicans and vultures to northernmost Africa) rival the average weight between the sexes of Kori bustards, namely great white pelicans (Pelecanus onocrotalus) and Cape vultures (Gyps coprotheres) while wattled cranes (Bugeranus carunculatus) lag slightly behind these on average. The female kori bustard weighs an average of 4.8 to 6.1 kg (11 to 13 lb), with a full range of 3 to 7 kg (6.6 to 15.4 lb). Females of the nominate race (35 specimens) in Namibia weighed a mean of 5.62 kg (12.4 lb), while females from A. k. struthiunculus weighed a mean of 5.9 kg (13 lb). Female length is from 90 to 112 cm (2 ft 11 in to 3 ft 8 in) while their wingspan is around 177 to 220 cm (5 ft 10 in to 7 ft 3 in). The standard measurements of the male include a wing chord of 69.5 to 83 cm (27.4 to 32.7 in), a tail measures from 35.8–44.7 cm (14.1–17.6 in), a culmen from 9.5 to 12.4 cm (3.7 to 4.9 in) and a tarsus from 20 to 24.7 cm (7.9 to 9.7 in). Meanwhile, the female's standard measurements are a wing chord of 58.5 to 66.5 cm (23.0 to 26.2 in), a tail of",0.2416997104883194,0.002299265470355749,0.020629802718758583,0.06299976259469986,0.12301050871610641,0.026392366737127304,0.04958207160234451
What does the public have to pay to visit this tower?,5 euros,['an entrance fee'],[],0,"""Isopu Tower (it-Torri ta' Isopu), Nadur, Gozo"". Din l-Art Ħelwa. 6 October 2011. Retrieved 19 July 2014. ""Ta' Isopu Tower"". Visit Gozo. Retrieved 19 July 2014. ""Isopu Tower restored"". Times of Malta. 20 August 2006. Retrieved 19 July 2014. ""Pay a visit to Isopu Tower situated between San Blas & Dahlet Qorrot"". Gozo News. 11 October 2013. Retrieved 19 July 2014.",0.03797515481710434,0.0026045474223792553,0.0033454643562436104,0.0015859289560467005,0.008785019628703594,0.007703078910708427,0.01256914995610714
How many meters south of its present-day location was this shrine originally founded?,250,['250'],[],1,"Hanazono Shrine was originally founded before the start of the Edo period, about 250 meters south of its present-day location. In the Kan'ei era, the shrine was relocated to the gardens of the Owari-Tokugawa family, in an area that had until then been a prolific flower garden, to make space for the villa of a shogun’s vassal. Before the Meiji period, a branch temple of a Shingon Buddhism sect was enshrined with Hanazono’s Shinto shrine, and the Buddhist chief priest served as the manager of both. During the Meiji Restoration that began in March of 1868, the Buddhist object of worship was abolished from Hanazono, and the religious space returned to only a Shinto shrine. At the time, it was named simply “town Inari shrine” because of a mistake in the submission to the official list of names. It was officially named ""Hanazono Shrine"" in 1965.",0.7636311650276184,0.6478103995323181,0.4400891065597534,0.863070011138916,0.8637332320213318,0.8569440245628357,0.8432731628417969
When was this book retrieved?,2021-12-26,"['July 17, 2014']",[],0,"Thebault, Reis; Ariès, Quentin (2021-12-26). ""This village was a book capital. What happens when people stop buying so many books"". Washington Post. Retrieved 2021-12-28.",0.08020646125078201,0.0066183325834572315,0.002785512013360858,0.009866869077086449,0.17033429443836212,0.026774661615490913,0.009550943039357662
What do the four corners of this fountain's statues represent?,Childhood,['the four seasons'],[],0,"Seven bronze statues are installed in the park which were ordered and created especially for the Yerevan 2800th Anniversary park. The entrance of the park is decorated with bull and lion bronze statues made by analogy with the frescoes of Erebuni fortress. In four corners of the fountain which has the form of the map of Yerevan there are four bronze statues of children (“Imagination”, “Caring”, “Chastity”, “Happiness”), as well as there is a statue of a child with a boat (“Childhood”) on the site symbolizing the Yerevan lake. The statues represent the images of children of Yerevan city of the 1970s and 1980s. The statues installed in the park have been created by a group of sculptors headed by Armen Samvelyan.",0.44674769043922424,0.03512532636523247,0.10087263584136963,0.40355581045150757,0.13755327463150024,0.17765983939170837,0.0654899924993515
"Besides asian elephants, what other type of elephants did this zoo have?",African,['African'],[],1,"The EEHVs are members of the Proboscivirus genus, a novel clade most closely related to the mammalian betaherpesviruses that have been responsible for as many as 70 deaths of both zoo and wild Asian elephants worldwide, especially in young calves. There are currently six known species/types of the probosciviruses, and the most commonly encountered and most pathogenic form EEHV1 also has two chimeric subtypes, 1A and 1B, as well as numerous distinct strains. EEHV1A (originally just known as EEHV1) was the first species/type identified, which causes an acute hemorrhagic disease with a very high mortality rate in Asian elephants. This form of the virus was originally believed to occur naturally in African elephants (occasionally producing skin nodules), and to be transmitted to Asian elephants within captivity, but more extensive studies have since largely disproved this concept because several other species/types of EEHV (e.g. EEHV2, EEHV3 and EEHV6) instead have been identified in African elephants. A second lethal subtype, EEHV1B, was identified in Asian elephants in 2001. EEHV3, EEHV4 and EEHV5 have also each been responsible for the deaths of at least one Asian elephant calf. EEHV2 has caused hemorrhagic disease in several African elephants as reported by. Along with EEHV3 and EEHV6 it has also been found in pulmonary lymph nodes of several autopsied wild and zoo African elephants. There are a further five or six species/types and varieties of elephant gammaherpesvirus (EGHVs) found in eye and genital secretions of many healthy Asian and African zoo elephants - e.g. EGHV1, EGHV2, EGHV3A, EGHV3B, EGHV4 and EGHV5 (also called Elephantid gammaherpesviruses EIHV3, EIHV4, EIHV5, EIHV6, ElHV9 and ElHV10) - all of which are classified in the subfamily Gammaherpesvirinae rather than Betaherpesvirinae. These viruses are neither closely related to the EEHVs, nor the known cause of any disease symptoms. Studies have also detected both EEHV1A and EEHV1B as being shed in trunk",0.9379114508628845,0.6075460314750671,0.5655317902565002,0.5236902236938477,0.7927454710006714,0.7091639041900635,0.5678635835647583
Where was this plant collected by henry?,Venezuela,['south-eastern Yunnan'],[],0,"George Henry Hamilton Tate led a major expedition of the American Museum of Natural History to Cerro Duida in 1928–1929. Named the Tyler-Duida Expedition, it was the first to reach the mountain's summit plateau and the first to climb a tepui of the Venezuelan Amazon. Mount Duida frog was first collected during the expedition and is still not known from anywhere else, although it was formally described only 40 years later. Although primarily a zoological expedition, much plant material was collected. These herbarium collections were studied extensively by Henry Gleason, who formally described many of the mountain's plant species in a series of papers published in 1931. This was followed by a number of important botanical explorations of Cerro Duida, first by Julian A. Steyermark in 1944 and later by Bassett Maguire in 1949 and 1950.",0.694657564163208,0.009884432889521122,0.0015148130478337407,0.002271206583827734,0.01480832602828741,0.0061210342682898045,0.005178731866180897
"Along with clappers and small whistles, what did tribes make out of the wood of this plant?",Flute,['flutes'],[],0,"The indigenous peoples of North America, with the plant in their homelands, use the leaves, blossoms, bark, roots, and wood for preparing traditional medicinal remedies, taken internally or applied externally. The fresh, dried, and cooked berries are used for food. Some tribes used the wood to make musical instruments, such as flutes, clappers, and small whistles; and smoking implements. Soft wood was used as a spindle ""twirling stick"" to make fire by friction. The bark was used to produce a remedy for fever. Stems and berries were used as a dye for basket weaving materials. The Concow tribe of the Mendocino region calls the plant nō-kōm-hē-i′-nē in the Konkow language.",0.16259971261024475,0.13680292665958405,0.07184071093797684,0.1972847580909729,0.3423842787742615,0.06521586328744888,0.2175762802362442
What family does this plant belong to?,Ranunculaceae,['Brassicaceae'],[],0,"Helleborus niger, commonly called Christmas rose or black hellebore, is an evergreen perennial flowering plant in the buttercup family, Ranunculaceae. It is poisonous. Although the flowers resemble wild roses (and despite its common name), Christmas rose does not belong to the rose family (Rosaceae).",0.6224567294120789,0.004040582571178675,0.010063192807137966,0.006960406433790922,0.04420970752835274,0.01687983050942421,0.01577645167708397
Where are the stamens and pistils located on this plant?,In center,['different plants'],[],0,"Although the marsh woundwort has little fragrance, it is very attractive to bumblebees. Nectar indicators guide the insect to probe into the centre of the flower and the anthers of the stamens and the pistils are correctly located for the insect to transfer pollen between flowers. The seeds of this plant disperse well, the dry fruit capsules float away and this probably why the plant is frequently found on the banks of lakes and other bodies of water. It also spreads vegetatively by means of hollow tuberous root which can throw up shoots far from the original plant.",0.10504443943500519,0.003036284586414695,0.003945993259549141,0.025379478931427002,0.014815089292824268,0.00724878441542387,0.018202953040599823
