question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,qwen_evqa_rerank_base_no_context,qwen_evqa_rerank_base_with_context,qwen_evqa_rerank_no_p_prime,qwen_evqa_rerank_no_p_q_i,qwen_evqa_rerank_no_p_q_c,qwen_evqa_rerank_no_p_q
From what country did the money come to build this mosque?,Senegal,['Libya'],[],0,"The original idea to build the mosque first came from Mohamed Gorgui Seyni Guèye. He came up with the idea in 1973. However, the actual building was built by Cheikh Ngom, and wasn't completed until 1997. No money was paid to anybody during construction.",0.9718285202980042,0.5437324643135071,0.024268509820103645,0.04010341688990593,0.13542407751083374,0.06107809394598007,0.13547562062740326
On what street is this market located?,High Street,['Southwark Street'],[],0,"The market is located to the north of the High Street towards the western end between Cornmarket Street and Turl Street. To the north is Market Street. Most of the entrances are from the High Street and Market Street (with four entrances from each street). It is also possible to gain access from Cornmarket via the Golden Cross alley, with its small up-market shops.",0.993008017539978,0.6179659962654114,0.37088415026664734,0.06061399355530739,0.1942722350358963,0.3243847191333771,0.45806148648262024
Fossils found at this headland are mainly from the jurassic what?,Posidonia Shale,['period'],[],0,"In addition to their Posidonia bronni, the shales contain some spectacularly detailed fossils of other Jurassic sea creatures—ichthyosaurs, and plesiosaurs, spiral-shelled ammonites and crinoids, or sea-lilies. The best-preserved fossils found on the Early Jurassic can be the ones from the Posidonia Shale. There are also abundant fish fossils (including genera such as Pachycormus, Ohmdenia, Strongylosteus and chondrichthyes like Hybodus or Palaeospinax). Most of the fauna is marine, with several terrestrial specimens, and some of them being semiaquatic, such as the sphenodont Palaeopleurosaurus. Flora has been found, especially the genus Xenoxylon, but also Otozamites, Equisetites and Pagiophyllum.",0.9536806344985962,0.536223828792572,0.51984703540802,0.0574004091322422,0.4240497350692749,0.814508318901062,0.3216497600078583
What is the name of the deep underground laboratory being built at this mine?,SNOLAB,['DUSEL'],[],0,"Creighton Mine's 6,800-foot (2,100 m) level is home to the world's deepest cleanest underground physics laboratory. Originally excavated for the Sudbury Neutrino Observatory (SNO), it has been expanded into a general-purpose facility called SNOLAB. The original laboratory, the SNO, was a heavy-water neutrino ""Cherenkov  detector"". In 2004, a $7.5 million 3-story lab was constructed for the SNO on the grounds of the Creighton Mine, creating the foundation for the laboratories known today as SNOLAB. SNOLAB was initially constructed with $70 million in capital funds, and in 2020 received an additional $40.9 million in funding from Canada's Minister of Innovation.",0.994581401348114,0.18112383782863617,0.656501054763794,0.5121838450431824,0.5844154357910156,0.5999158024787903,0.6958051919937134
"Besides a museum, performance hall, and library, what else is contained in this building?",Other facilities,['other facilities'],[],1,"The building is an 11-story multipurpose building which consists of museum, performance hall, library and other facilities. It also houses the Cultural Affairs Bureau office of the Keelung City Government.",0.928625762462616,0.0438159741461277,0.623654842376709,0.3635362684726715,0.5403295159339905,0.16840624809265137,0.696698784828186
When was the last day of classes at this school?,"June 11, 2009",['1982'],[],0,"In April 2009 the Board of Education voted to close the school due to declining enrollment and maintenance costs.  As Central High School is one of the oldest buildings in the district, it was cited as costly to maintain and renovate.  Several other schools in the district were closed as well, all of which were elementary schools. The last day of classes at Flint Central High School was on June 11, 2009. The following day, a farewell ceremony was held at the school for alumni to walk the halls one last time. The building has been closed indefinitely, which was met with great backlash from the current students, parents and alumni. At the time of the closure, the Flint Schools put out a statement saying that Central could re-open in five years with several renovations. That, however, was deemed untrue as the Flint Schools cannot afford to re-open Central, and due to declining enrollment district-wide, the FCS has also closed Flint Northern High School in 2013. City planners have drafted long-term plans to consolidate Flint's high schools into a new high school at the existing Flint Central location.",0.9602559804916382,0.37416860461235046,0.03454069420695305,0.0006372021161951125,0.12948961555957794,0.015056121163070202,0.22715707123279572
What parts of this plant are greenish-white in color?,flowers,['fruit and flower'],[],0,"Salacia reticulata is a climbing, perennial, woody shrub. The plant has dichotomous branching pattern. The bark is smooth, greenish grey in colour, thin, and white internally. The leaves are opposite and elliptic-oblong. The leaves have acute bases, abruptly acuminate apexes, and a margin with minute rounded teeth. The flowers are bisexual and arranged in clusters of 2-8 in the leaf axils. They are greenish-white to greenish-yellow in color. The fruit is a drupe which is globose and tubercular. The drupe assumes a pinkish-orange color on ripening. There are 1–4 seeds, each resembling an almond.",0.9792958498001099,0.2942161560058594,0.7782964706420898,0.7073156833648682,0.5397772192955017,0.7189664244651794,0.5812661051750183
When was a stone monument unveiled to mark this square?,August 2012,['18 April 1988'],[],0,"In August 2012, a monument was unveiled in Mexico City's Tlaxcoaque square, changing the name of the square to Plaza Tlaxcoaque Jodyali.",0.9680899977684021,0.2396233081817627,0.12483808398246765,0.3017679750919342,0.23223793506622314,0.1438497006893158,0.226164773106575
What is the name of the pedestrianised shopping precinct located in the centre of this neighbourhood?,Byard Lane,['The Bridgeway shopping centre'],[],0,"Byard Lane is a pedestrianised shopping street in the city centre of Nottingham, England located between Fletcher Gate and Bridlesmith Gate.",0.9935652613639832,0.0912855863571167,0.6855710744857788,0.4886118769645691,0.3571309745311737,0.44086146354675293,0.6611691117286682
What size is the dome atop this church?,41.47 metres (136.1 ft) in diameter.,['tiny'],[],0,"The dome of St. Peter's rises to a total height of 136.57 metres (448.1 ft) from the floor of the basilica to the top of the external cross. It is the tallest dome in the world. Its internal diameter is 41.47 metres (136.1 ft), slightly smaller than two of the three other huge domes that preceded it, those of the Pantheon of Ancient Rome, 43.3 metres (142 ft), and Florence Cathedral of the Early Renaissance, 44 metres (144 ft). It has a greater diameter by approximately 30 feet (9.1 m) than Constantinople's Hagia Sophia church, completed in 537. It was to the domes of the Pantheon and Florence duomo that the architects of St. Peter's looked for solutions as to how to go about building what was conceived, from the outset, as the greatest dome of Christendom.",0.7507317662239075,0.0026431947480887175,0.00040232716128230095,0.00041251114453189075,0.000521180045325309,0.0004718782438430935,0.0008415658958256245
What color are the flowers of this plant?,Orange-yellow with a dark center.,['yellow'],[],0,"The flowers are found in various colors and are radially symmetrical. The flower contains about seven or more sepals and petals. The flowers have an attractive, striking appearance with dull centers and smooth, satiny, vibrant petals. The flowers come in colors like white, yellow-green, red, or purple, and more. They are shaped like cups, with several stamens. The plant contains small fruits, frequently including plumose tails. The fruits of this plant are dry and do not split open after they ripe. They are about 1.3 to 3 mm in size.",0.4021928310394287,0.0006804135628044605,0.00041677927947603166,0.00040111245471052825,0.0004592724144458771,0.0004543609684333205,0.0007805608329363167
Who paved the north transept of this cathedral?,Guillaume Robin,['Guillaume Robin'],[],1,"Among the significant works in the cathedral are: the north transept was paved by the architect Guillaume Robin in 1453; the straight staircase to the library built by Guillaume Robin, also in 1453, in the south transept. He supervised the construction of the cathedral at the same time as the master glassmaker, André Robin, made the stained glass windows.",0.9943538904190063,0.4609304666519165,0.8723990321159363,0.7020537257194519,0.5049663186073303,0.799663245677948,0.584437370300293
How did this art museum view moving images in relation to contemporary life in the 1940s?,Integral,['integral'],[],1,"The Walker Art Center's film and video programs feature both contemporary and historical works. In the 1940s, the Walker identified moving images (mostly movies, but also experimental films) as integral to contemporary life. Artists of that time were experimenting with film's formal properties, such as light, motion, and sound, while also separating film art from conventional narrative cinema. In 1973, the Film/Video Department was officially formed and the Edmond R. Ruben Film and Video Study Collection was established, along with an endowment to fund the development of the archive. Ruben, a leading figure in film exhibition in the Upper Midwest, and his wife Evelyn believed in collecting films as a way of preserving the art form. Today, with more than eight hundred fifty titles, the Ruben Collection brings together classic and contemporary cinema as well as documentaries, avant-garde films, and video works by artists. It holds works by visual artists that range from Salvador Dalí, Marcel Duchamp, and Fernand Léger to extensive contemporary work by William Klein, Derek Jarman, Bruce Conner, Marcel Broodthaers, Matthew Barney, Nam June Paik, Wolf Vostell, and experimental artists such as Paul Sharits and Stan Brakhage.",0.9834453463554382,0.24682900309562683,0.33510443568229675,0.6962646842002869,0.5687219500541687,0.4696774184703827,0.5927648544311523
How many spines does each cluster of this plant have?,About 30 ribs.,['1-4'],[],0,"The species have many thin golden spines. The young plants are globular, then columnar up to 1m tall, 12 cm diameter and about 30 ribs. Old plants cluster from the base. Flowers are yellow, 5 cm diameter, at the top of the plants, but only if adult (at least 20 cm tall) Sometimes, they present monstruous forms. There is a cultivar albispina with white spines.",0.9581500887870789,0.0017228822689503431,0.00045479953405447304,0.00039354595355689526,0.0006378854741342366,0.0005315892049111426,0.0009834952652454376
The bridges in this municipality connect each property to what?,Other properties or areas within the municipality and beyond.,['the village street'],[],0,Norwegian County Road 17 crosses the northeastern part of the municipality.  There is a large network of bridges in the municipality that connect islands and cross fjords.  Most notably is the Marøysund Bridge and Nærøysund Bridge which connect Nærøy to Vikna to the west. Also Hestøy Bridge and Smines Bridge connect the village of Lund to Fosnes municipality to the south.,0.9011635780334473,0.0017876464407891035,0.0004247920587658882,0.0003967860247939825,0.0004987621214240789,0.0005503101856447756,0.0007561676320619881
What state is this person the official state heroine of?,Connecticut,['Connecticut'],[],1,"In 1995, the Connecticut General Assembly designated Prudence Crandall as the state's official heroine because she opened the first school in the United States for black girls. The school still stands in Canterbury. It is now operated as the Prudence Crandall Museum. It has been designated as a National Historic Landmark, and it is the leading tourist attraction in Canterbury. In 2009 a life-size bronze statue of Prudence Crandall with an African-American student was installed in the state capital.",0.9945024251937866,0.7016716003417969,0.7356477379798889,0.3762190043926239,0.336245059967041,0.5225570201873779,0.6971840858459473
What does the moist and warm soil allow this plant to do?,Grow,['establish'],[],0,"The plant is easy to grow from fresh seed in deep, peaty, permanently moist soil, though it does not tolerate hot weather.",0.6704491972923279,0.2346695363521576,0.38996630907058716,0.19038960337638855,0.3991299569606781,0.39467206597328186,0.5904213786125183
"Along with pink and white, what color are the flowers of this plant?",Purple,['purple'],[],1,"This plant is used as an ornamental garden shrub, and is a recipient of the Royal Horticultural Society's Award of Garden Merit. Several cultivars have been bred, including the white-flowered 'Madonna'. 'Flash' has white flowers with pink markings, and 'La Vida Rosa' has flowers marked with a deeper pink.",0.98614501953125,0.5536859035491943,0.30390602350234985,0.5616711974143982,0.23594963550567627,0.7182400822639465,0.46100127696990967
Who excavated this castle?,Dennis Turner,['Time Team'],[],0,"The castle was excavated by Dennis Turner, over six seasons between 1970 and 1975. These excavations took place mostly in August of each year and lasted a few weeks. Turner died before he could complete the writing of the excavation report and it was completed by David H Caldwell and Geoffrey P Stell using his notes. They noted that the excavations took place at a time before modern archaeological techniques so the notes were not always the easiest to understand.  Caldwell and Stell note that Turner might have excavated a pre-castle structure. Also, that some pieces of worked stone of prehistoric type were found during the excavation, indicating that there may have been some prehistoric occupation on the hilltop.",0.9936074018478394,0.30746081471443176,0.49575716257095337,0.5267486572265625,0.2685794234275818,0.22983233630657196,0.5706229209899902
What is bordered inferiorly with a series of minute red spots on the larvae of this insect?,lateral bluish line,['a lateral bluish line'],[],0,"""Subcylindrical, tapering towards each end, numerously-covered with minute tubercles; green."" (Moore) Subcylindrical; suddenly tapered at both ends; covered with transverse rows of pointed tubercles. Colour dark green, with a lateral bluish line bordered inferiorly with a series of minute red spots; legs green, the prothoracic legs bordered with black that widens on the middle one of the three.",0.8843280076980591,0.04366333782672882,0.6471744775772095,0.3967758119106293,0.23991701006889343,0.5279570817947388,0.18491330742835999
In what year was a hoard of venetian coins found at st. clement's church of this church?,2007,['2007'],[],1,"ement in the year 893 on the foundation of an early Christian basilica, and dedicated to St. Panteleimon. It was here that the Ohrid Literary School, a center of Slavonic literary and cultural activity where more than 3,500 disciples were educated. St. Clement was buried in this church, in the tomb which was built by his own hands. After the advent of the Ottoman Empire, St. Clement's church was converted into a mosque, known as the Imaret Mosque (Turkish: İmaret Camii), of which only a small enclosure remains. The mosque was built as an endowment and a memorial by Sinan Chelebi, member of the distinguished Turkish family of the Ohrizade. The Imaret Mosque was torn down in 2000 with the reason given that it was constructed over the remains of a church in the Plaošnik area and the former mosque was added to the damaged religious buildings list compiled by the Islamic Religious Community of Macedonia. Apart from the church's many reconstructions during the time of the Ottoman Empire, it has undergone extensive reconstruction and excavation in the contemporary period. The most recent restoration started on 8 December 2000 and was completed by 10 August 2002. Most of Saint Clement's relics were translated to the church. Baptistery On Plaošnik has been discovered the baptistery of the five aisle basilica with hooked crosses (swastikas) on the mosaic floors which date from the period between 4th and 6th century. It is assumed that this early Christian basilica at Plaoshnik upon which the Kliment's monastery was built in the 9th century, was dedicated to St. Paul the Apostle who preached Christianity in Lychnidos (present-day Ohrid) in the 1st century A.D. On 10 October 2007, a deposit of approximately 2,383 Venetian coins was discovered by archaeologists while excavating the monastery. A prominent archaeologist of the Republic of Macedonia, Pasko Kuzman, stated that the coins are of special significance because they indicate that Ohrid and Venice were commercially linked.",0.9915024042129517,0.4633197486400604,0.8799349069595337,0.8363760113716125,0.8053123950958252,0.92027747631073,0.6493646502494812
Who braves the class 2 and 3 rapids in this pass?,Rafters,['Thrill-seeking kayakers'],[],0,"Rafting is practiced in the river, which has Class 2-3 rapids in its Florida section.",0.9162172079086304,0.2277403473854065,0.9217575788497925,0.943182647228241,0.7991159558296204,0.6971008777618408,0.7209130525588989
"What is a tough, vigorous, and popular cultivar of this tree?",'Columnaris',['Legacy'],[],0,"This popular ornamental tree or shrub for gardens, parks, and in tough coastal conditions of hot sun and sandy fast-draining soils, has more than 100 named cultivars selected for various characteristics, such as yellow foliage (e.g. cvs. 'Aurea', 'Tremonia'), permanently juvenile foliage (e.g. cv. 'Shoosmith'), columnar crown shape (cv. 'Columnaris'), abundant cones (e.g. cv. 'Kaizuka'), etc. First popular in the United States in the Los Angeles gardens in Mediterranean style homes, and now commonly found along both the West and East Coast in beach and coastal areas. The Chinese juniper is widely used in bonsai, both as individual plants, such as the 250-year-old ""Omiya tree"" in the Birmingham Botanical Gardens in the UK, and in groups, such as the well-known Goshin on display at the National Bonsai and Penjing Museum at the US National Arboretum. The cultivar 'Shimpaku' is a very important bonsai subject.",0.8944891691207886,0.025807999074459076,0.022845521569252014,0.18281982839107513,0.3800011873245239,0.2574678063392639,0.16600923240184784
What color are the spots on this flower?,orange,['dark brown'],[],0,"Plants infected by chrysanthemum white rust exhibit spots on the upper surfaces of leaves. These spots are initially pale-green to yellow in color and up to 5mm in diameter, but may turn brown as the tissue becomes necrotic. On the underside of the leaf, stems, and flower, spots develop into pink or white waxy telial clusters/pustules where teliospores develop. Pustules are able to form on any green tissue of the plant, but are most common on young leaves and flower bracts.",0.6582357287406921,0.13329730927944183,0.15452978014945984,0.215537428855896,0.17591239511966705,0.44180554151535034,0.28342482447624207
What does this bird do in coniferous forests?,It feeds on insects by creasing bark.,['breeds'],[],0,"Order: Passeriformes   Family: Certhiidae Treecreepers are small woodland birds, brown above and white below. They have thin pointed down-curved bills, which they use to extricate insects from bark. They have stiff tail feathers, like woodpeckers, which they use to support themselves on vertical trees. Brown creeper, Certhia americana, coniferous forests",0.8760783672332764,0.0006327480659820139,0.0004138300137128681,0.00038757550646550953,0.0004482260555960238,0.00046567912795580924,0.0007062948425300419
What is the scientific name of this bird?,Astrapia nigra,['Halcyon senegalensis'],[],0,"This scientific name, Astrapia nigra, consists of the words ""astrapaios"" meaning flashing or lightning, and ""nigra"" meaning black. It was actually the first species of astrapia to be discovered, so the generic name was first assigned to this bird.",0.99085533618927,0.2587232291698456,0.039453133940696716,0.18738575279712677,0.20837725698947906,0.12788353860378265,0.12792135775089264
What type of gothic form does the exterior of this church show?,Pointed arches,['Italianate'],[],0,"The exterior of the church reflects the eclectic period of American Victorian Architecture.  It also shows elements of a modified, early Renaissance Revival style.  This may be found in the rusticated walls, rounded arches and lunettes that are composed of transitional gothic arches, louvered shutters and colored glass. Many interior elements have both Romanesque and early Renaissance characteristics. Behind the altar is a stained glass window that depicts the church's patroness.",0.9506129622459412,0.018612971529364586,0.0373828187584877,0.050029147416353226,0.18857824802398682,0.024107329547405243,0.04807189851999283
During what stage of development is there a lack of knowledge about this bird vocalizations?,Early development,['early'],[],0,"There are many knowledge gaps surrounding the vocalization behaviour of violet-green swallows. These gaps include vocalizations made during early development, alarm calls and the daily pattern of calls. The little information available suggests two main classes of vocalizations, the chee-chee calls and twitter calls.",0.9769862294197083,0.3051161468029022,0.5040075778961182,0.5269624590873718,0.4271998703479767,0.0460902564227581,0.41650742292404175
What is the main theme of this temple?,Universalist and local themes combined.,['Jagannath consciousness'],[],0,"The texts and reliefs in the temple refer to cultic liturgies which were similar to those from that time period. The temple itself had a specific theology. The characters invoked the gods of Kom Ombo and their legend. Two themes were present in this temple: the universalist theme and the local theme. The two combine to form the theology of this temple. A temple was already built in the New Kingdom to honor these gods, however, this site gained in importance during the Ptolemaic Kingdom. Little remains of the New Kingdom temple. The existing temple was begun by Ptolemy VI Philometor (180–145 BC) at the beginning of his reign and added to by other Ptolemies, most notably Ptolemy XIII Theos Philopator (51–47 BC), who built the inner and outer hypostyles. The scene on the inner face of the rear wall of the temple is of particular interest, and ""probably represents a set of surgical instruments.""",0.9868046045303345,0.0325448140501976,0.0005194766563363373,0.00041529262671247125,0.0015360593097284436,0.0005450019962154329,0.0015109701780602336
What do different types of this butterfly larvae choose?,"This species is a food source for butterfly larvae, including those of the orchard butterfly and canopus butterfly.",['different host plants'],[],0,"The larvae of some species of butterfly, including the orchard butterfly (Papilio aegeus) and canopus butterfly (Papilio fuscus) use this species as a food source.",0.9527143836021423,0.0006319396197795868,0.0003895607660524547,0.0003600248310249299,0.0004323004395700991,0.0004581582616083324,0.000620722770690918
What kind of animal is this bird?,Stilt bird,['bird'],[],0,"Animals and bird of various species are found including sparrow, large Indian parakeet, parrot, crow, rat, rabbit, nilgai (state animal of Haryana), pied crested cuckoo, koel, pheasant, kingfisher, bulbul and Indian magpie robin. The national bird of India, the common peafowl (mor) is quite common and is seen in the fields and common village land.",0.47134923934936523,0.0007060515927150846,0.0006620437488891184,0.0006986513617448509,0.0006976879667490721,0.001236257143318653,0.0019408189691603184
How many native species of this plant are there in britain?,Not specified in the text.,['three'],[],0,"Britain is relatively impoverished in terms of native species. For example, only thirty-one species of deciduous tree and shrub are native to Scotland, including ten willows, four whitebeams and three birch and cherry. This is a list of tree species that existed in Britain before 1900.  The sheer number of tree species planted subsequently precludes a complete list.",0.5719444751739502,0.0006756145739927888,0.00041114454506896436,0.0003750842297449708,0.00043571260175667703,0.0004519021022133529,0.0006429829518310726
How are the cells of this seaweed arranged?,Central axis surrounded by 11-21 pericentral cells of the same length.,['irregularly'],[],0,"Polysiphonia fucoides is a relatively small seaweed. It grows as branched, cylindrical tufts reaching 30 cm or more in length. The branches are themselves densely branched, the main branch usually distinct. It is attached by matted branches which produce rhizoids. The branches are composed of a central axes of cells surrounded by 11 to 21 pericentral cells all of the same length. Cortication is generally absent but may be formed on the major branches near the holdfast, with the cells growing down in grooves between the pericentral cells. The branching may resemble Vertebrata thuyoides, but the branches of B.thuyoides are corticated almost to the tips.",0.9792272448539734,0.002213903469964862,0.0004469375708140433,0.00040756320231594145,0.0005258251330815256,0.0006022622692398727,0.0008171460358425975
What is the behavior of this butterfly?,Roosting behavior,['nomadic'],[],0,"Sets of adults seek shelter, feed, and mate within the same areas. However, no forms of social grouping are observed. These butterflies exhibit roosting behavior on the underside of leaves in late evening. This is done in an upside-down manner while closing their wings. It is thought that the purpose of this behavior is to remain hidden from predators.",0.9897581338882446,0.12577000260353088,0.008796765469014645,0.0027729186695069075,0.01983114331960678,0.008496916852891445,0.10923488438129425
"Are the stems, roots and foliage of this plant poisonous or non-poisonous?",poisonous,['poisonous'],[],1,"The stems, roots and foliage are poisonous, and the berries can be toxic or cause nausea if eaten raw.",0.9866260886192322,0.9205442070960999,0.9817821979522705,0.6757894158363342,0.8215088844299316,0.7469335198402405,0.7959635257720947
What type of litigation delayed the acquisition of the land for this fort?,Litigation over land claim validity.,['lengthy'],[],0,"In 1835, during a real estate boom and after Robert A. Kinzie (the trader's son) had success claiming a different downtown tract, Beaubien seemingly purchased the site of Fort Dearborn (75.69 acres) through the local government land agent for $94.61, although his two previous attempts had received letters of rejection on the grounds that it was a military reservation.  Unlike his purchase of the first carriage in town, or the second piano (for his daughters' use), this led to litigation, specifically his downstate lawyer's attempt to evict the fort's commandant, Major Lafayette Wilcox. Future Illinois governor Thomas Ford was the initial judge, who pointed out that the General Land Office had failed to act after Beaubien had sent the new registration certificate to Washington and asked for a formal land patent. He invalidated Beaubien's claim as incomplete. When Beaubien appealed, the Illinois Supreme Court (in an opinion drafted by his friend Theophilus W. Smith) found his claim valid on the grounds that the state legislature had never authorized the military reservation. However, the United States Supreme Court invalidated the Illinois decision, deciding the federal government's bounty in allowing pre-existing land claims had been misused, and that the government had properly established the military reservation. Senator and future Illinois Supreme Court Chief Justice Sidney Breese was among Beaubien's lawyers, as were Washington D.C. attorneys Francis Scott Key and Daniel Webster, but they were opposed by Attorney General Felix Grundy and Charles Butler, his predecessor' brother, now representing a group of land speculators. Following the decision, the U.S. District Court ordered Beaubien's payment returned, the military realized the fort unnecessary since Native Americans had left the area, and the General Land Office proceeded to ready to ready the property for subdivision and public auction as the ""Fort Dearborn Addition to Chicago"" (reserving only space for a",0.9749516844749451,0.0008200114243663847,0.0004884203663095832,0.000411993358284235,0.0010583249386399984,0.0005507294554263353,0.001029725419357419
"Along with new guinea and australia, where is this bird native?",Southern New Guinea,['New Zealand'],[],0,"The black-faced cuckooshrike (Coracina novaehollandiae) is a common omnivorous passerine bird native to Australia and southern New Guinea. It has a protected status in Australia, under the National Parks and Wildlife Act, 1974. They are widely distributed in almost any wooded habitat throughout the area, except in rainforests. But they can also occur in urban areas, and are a fairly common sight on power lines in Australian cities such as Sydney and Perth.",0.9632248878479004,0.15601317584514618,0.09807092696428299,0.1968933343887329,0.25312721729278564,0.4061037302017212,0.13590998947620392
What type of this plant can be squat and hairy?,semidesert individuals,['semidesert'],[],0,"Platystemon californicus is a variable plant taking such a wide range of forms it has been split, reorganized, and redescribed as up to 57 different species. Its form often varies according to geography and habitat conditions. Coastal forms may be hairless and a bit succulent, while semidesert individuals can be squat, hairy plants. Some authors describe separate varieties, which are ecotypes adapted to specific, often very limited, habitat types. The annual herb is usually at least a bit hairy, sometimes quite woolly. The stem is upright to decumbent and 3 to 30 centimeters long. The leaves are oppositely arranged or whorled about the stem. They are widely linear and smooth-edged with rounded or pointed tips. They are 1 to 9 centimeters long. The inflorescence is a single flower growing from a leaf axil or the tip of the stem. It is borne on a peduncle 3 to 26 centimeters long with three hairy sepals. The flower usually has six petals, but a large flower can have more. The petals vary in size, shape, and color. They measure 6 to 19 millimeters long and have rounded or pointed tips. There are five basic color patterns: solid white, solid yellow, and a white petal with a yellow tip or yellow base or both. The all-yellow petals are less common. The petals may age reddish. The center of the flower is filled with several whorls of stamens with thickened ends. The fruit is a capsule up to 1.6 centimeters long which is divided into many sections containing shiny black seeds. The flowers are partly wind-pollinated and partly pollinated by solitary bees.",0.8617461323738098,0.004031727090477943,0.004974073730409145,0.019344598054885864,0.0461452454328537,0.08631749451160431,0.015309142880141735
In what geographical part of puerto rico is this lighthouse located?,"Northeastern part of Cape San Juan in Fajardo, Puerto Rico.",['southwestern'],[],0,"Cape San Juan Light (Faro de Las Cabezas de San Juan) is a historic lighthouse located on the northeastern part of the highest point of Cape San Juan in Fajardo, Puerto Rico. The lighthouse was constructed in 1880 and was officially lit on May 2, 1882. The original illuminating apparatus, not changed until after 1898, had an 18-mile (29 km) range and displayed a fixed white light which every three minutes flashed red. The lighthouse owned by the Puerto Rico Conservation Trust is part of the Las Cabezas de San Juan Nature Reserve. The  316-acre (128 ha) reserve includes a bioluminescence bay, rare flora and fauna, various trails and boardwalks, and  scientific research center. Despite its small size, the reserve shelters seven different ecological systems, including beaches, lagoons, dry forest, coral reefs and mangroves. In 1898, the lighthouse played a major role in the Battle of Fajardo during the Puerto Rican Campaign of the Spanish–American War. The lighthouse was listed in the National Register of Historic Places by the United States government on October 22, 1981. In 2001, under the National Historic Lighthouse Preservation Act, it became the first lighthouse to be transferred to a non-governmental organization in Puerto Rico.",0.992455005645752,0.0018373942002654076,0.000439990108134225,0.00041610238258726895,0.000568751769606024,0.0004735436523333192,0.0007719266577623785
What was this aircraft carrier supposed to become instead of a museum?,A mock-up of the fleet carrier HMS Ark Royal as it would have appeared in the 1970s.,['a training ship'],[],0,"Instead of a traditional museum hall, the whole hall has been converted into a mock-up of the fleet carrier HMS Ark Royal as it would have appeared in the 1970s.  The entrance to this hall is by a simulated Wessex helicopter ride from Hall 2.  The hall itself is a simulation of a section of the flight deck of HMS Ark Royal and aircraft are displayed as if they are on the deck.  Two large screens show the takeoff and landing of aircraft such as Blackburn Buccaneers and McDonnell Douglas F-4 Phantom IIs.  There is also a series of rooms simulating the carrier's island. The aircraft include: Blackburn Buccaneer S.1 XN957 Fairey Gannet COD.4 XA466 Supermarine Scimitar F.1 XD317/112/R de Havilland Sea Vixen FAW.2 XS590/131/E Hawker Siddeley Buccaneer S.2B XV333 McDonnell Douglas Phantom FG.1 XT596 Supermarine Attacker F.1 WA473/102/J de Havilland Sea Venom FAW.21 WW138 Hawker Sea Hawk FGA.6 WV856 Westland Wessex HU.5 XT482 Westland Wessex HU.5 XT769",0.9670042395591736,0.002486302750185132,0.00042352749733254313,0.0004299814172554761,0.0004705220053438097,0.0004881588101852685,0.0006887334166094661
What part of this plant do birds eat?,Seeds,['fruits'],[],0,"This plant is an important part of the habitat for waterfowl and other birds, which use it for food and cover. At least 50 species of birds have been observed feeding on the seeds, including ducks, geese, rails, bobwhites, mourning dove, and ring-necked pheasant. The seeds and other parts are eaten by mammals such as the white-footed mouse, muskrat, raccoon, and fox squirrel.",0.9823026061058044,0.16075056791305542,0.448942095041275,0.5927013158798218,0.49249809980392456,0.520315945148468,0.5680156350135803
What four things define the character of this square?,"Historic buildings, shops, restaurants, and heavy traffic.",['statues'],[],0,"The square is rectangular in shape. Buildings line all four sides of the square, while a large oval park sits in its center. A one-way traffic pattern circles the park. Seven of Watertown's main streets (including U.S. Route 11, New York State Route 3, New York State Route 12, and New York State Route 283) intersect at the square, making it a heavy traffic destination for motorists. While the square boasts some modern architecture, its main character is defined by the numerous 19th- and early 20th-century buildings that still stand. Throughout its buildings, the square is host to a multitude of shops, restaurants, business offices, churches and apartment houses, making it a major shopping and business destination in the city.",0.9865766763687134,0.003395696869120002,0.00047648546751588583,0.0004215710505377501,0.000540731125511229,0.0004762434109579772,0.0010305047035217285
What do these birds prefer to nest in?,Pine trees,['large cavities'],[],0,"They forage slowly on tree trunks and branches by poking their bill into pine cones. These birds also find food by searching for it on the ground. These birds mainly eat insects, seeds and berries. Their nests are deep, open cups, which are placed near the end of a tree branch. Pine warblers prefer to nest in pine trees, hence their names. Three to five blotched white eggs are laid.",0.9913434982299805,0.052506253123283386,0.14467191696166992,0.02985837310552597,0.13925296068191528,0.03816194832324982,0.43422478437423706
What function did the dungeons of this fort serve?,Prison,['prison'],[],1,"Little is known about the entrance to the smaller fort as it has not been fully excavated, but the existence of large, square post holes similar to those found in the main entrance suggest that they probably served the same function as those found in the entrance to the main fort. The only notable difference was their location, with the post holes being situated not inside the passage itself, but around the corner of the passage, against the inner rampart.",0.6893775463104248,0.008195273578166962,0.0828770250082016,0.2749449610710144,0.06490624696016312,0.09918142110109329,0.1727934032678604
