question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,llava_infoseek_eva_clip_base_no_context,llava_infoseek_eva_clip_base_with_context,llava_infoseek_eva_clip_no_p_prime,llava_infoseek_eva_clip_no_p_q_i,llava_infoseek_eva_clip_no_p_q_c,llava_infoseek_eva_clip_no_p_q
What is the principal house or community for this building?,Bretton Hall,['Fountains Abbey'],[],0,"Bretton Hall Cartwright Hall Cliffe Hall, also known as Cliffe Castle, Keighley East Riddlesden Hall   Esholt Hall, Esholt Firsby Hall Harewood House  Kershaw House Keighley & Worth Valley Railway  Kirklees Hall/Priory  Kirkstall Abbey  Roman Lagentium (Castleford) Ledston Hall, Ledston Linthwaite Hall, Linthwaite Linton Hall Lister Park, Bradford Lotherton Hall Middleton Railway, the world's oldest steam railway  Nostell Priory   Oakwell Hall Oulton Hall, Oulton Piece Hall, Halifax Pontefract Castle  Pontefract Priory, Pontefract  Queen's Park, Castleford Roundhay Park Leeds Saltaire, a UNESCO World Heritage Site Sandal Castle  Scarcroft Watermill, Scarcroft Shelley Hall, Shelley Shibden Hall Shipley Glen Tramway Tong Hall, Tong Wetherby Castle, Wetherby",0.7430928945541382,0.6573565602302551,0.0026079637464135885,0.003567078849300742,0.022732343524694443,0.0459340363740921,0.002105029998347163
What equipment or engine is used by this aircraft to provide power?,Turbine,['Soloviev D-30 | NK-8'],[],0,"The Tu-154 is powered by three rear-mounted, low-bypass turbofan engines arranged similarly to those of the Boeing 727, but it is slightly larger than its American counterpart. Both the 727 and the Tu-154 use an S-duct for the middle (number-two) engine. The original model was equipped with Kuznetsov NK-8-2 engines, which were replaced with Soloviev D-30KU-154 in the Tu-154M. All Tu-154 aircraft models have a relatively high thrust-to-weight ratio, giving the type excellent performance, though at the expense of lower fuel efficiency. This became an important factor in later decades as fuel costs grew. The cockpit is fitted with conventional dual yoke control columns. Flight control surfaces are hydraulically operated. The cabin of the Tu-154, although of the same six-abreast seating layout, gives the impression of an oval interior, with a lower ceiling than is common on Boeing and Airbus airliners. The passenger cabin accommodates 128 passengers in a two-class layout and 164 passengers in single-class layout, and up to 180 passengers in high-density layout. The layout can be modified to what is called a winter version where some seats are taken out and a wardrobe is installed for passenger coats. The passenger doors are smaller than on its Boeing and Airbus counterparts. Luggage space in the overhead compartments is very limited. Like the Tupolev Tu-134, the Tu-154 has a wing swept back at 35° at the quarter-chord line. The British Hawker Siddeley Trident has the same sweepback angle, while the Boeing 727 has a slightly smaller sweepback angle of 32°. The wing also has anhedral (downward sweep) which is a distinguishing feature of Russian low-wing airliners designed during this era. Most Western low-wing airliners such as the contemporary Boeing 727 have dihedral (upward sweep). The anhedral means that Russian airliners have poor lateral stability compared to their Western counterparts, but also are more resistant to Dutch roll tendencies. Considerably heavier than ",0.06293163448572159,0.0023703507613390684,0.003970324993133545,0.004398197866976261,0.010029315017163754,0.004314075224101543,0.0014628912322223186
Which body of water is this park located in or next to?,Shark river,['Atlantic Ocean | Jamaica Bay'],[],0,"Belmar is a popular vacation destination because of its natural and recreational resources and close proximity to New York and Philadelphia. It features wide beaches for sunbathing, surfing, swimming, and fishing. The boardwalk and town offer shops, restaurants, an active arts scene, sporting events, festivals, and a variety of family-oriented activities (see ""Annual Events"" below). Belmar sits on the south side of the Shark River and boasts a large municipal marina in the bay and on the inlet itself, including the only private marina in town, Seaport Inlet Marina. Belmar beach (as well as those of municipalities to the south, such as Manasquan and Point Pleasant) is among the most popular surf spots on the East Coast. Belmar frequently hosts surfing events and competitions.  Along with surfing, Belmar also has an active skate community and skatepark constructed by American Ramp Company.  The Jersey Shore Basketball League, a competitive summer basketball league, takes place at St. Rose High School every summer. The Belmar Arts Council (BAC) sponsors regular art shows, workshops, concerts, and performances year around. BAC's gallery and workshop, the Boatworks, is located at 608 River Road, Belmar, around the corner from Klein's Seafood Restaurant near the Shark River Inlet.",0.84033203125,0.0026795961894094944,0.018933521583676338,0.01682342402637005,0.021204764023423195,0.013559756800532341,0.0019800467416644096
Who is the founder of the building in the image?,Saint benedict,['Stefan the First-Crowned'],[],0,"Castres Cathedral (Cathédrale Saint-Benoît de Castres), now the Roman Catholic church of Saint Benoît (Saint Benedict), is a historical religious building  in Castres, Languedoc, France. It was formerly the seat of the bishop of Castres, but the diocese was not restored after the French Revolution and was added by the Concordat of 1801 to the Archdiocese of Albi. The first cathedral was built in the 14th century after the creation of the diocese of Castres in 1317, along with a number of other dioceses created in the region after the suppression of the Albigensians. It was destroyed during the French Wars of Religion. The present building which replaced it was constructed in the 16th and 17th centuries.",0.6212695837020874,0.7371218204498291,0.17568570375442505,0.06739221513271332,0.046359337866306305,0.09152001887559891,0.0582386739552021
What is the country of origin of this food?,Germany,['Germany'],[],1,"In the mathematical theory of knots, a pretzel link is a special kind of link. It consists of a finite number tangles made of two intertwined circular helices, The tangles are connected cyclicly, the first component of the first tangle is connected to the second component of the second tangle, etc., with the first component of the last tangle connected to the second component of the first. A pretzel link which is also a knot (i.e. a link with one component) is a pretzel knot. Each tangle is characterized by its number of twists, positive if they are counter-clockwise or left-handed, negative if clockwise or right-handed. In the standard projection of the (p_{1},\,p_{2},\dots ,\,p_{n}) pretzel link, there are p_{1} left-handed crossings in the first |tangle, p_{2} in the second, and, in general, p_{n} in the nth. A pretzel link can also be described as a Montesinos link with integer tangles.",0.7050259709358215,0.37710678577423096,0.03342799097299576,0.03540562465786934,0.05169542133808136,0.2498815655708313,0.07124420255422592
What is the country of origin of this aircraft?,South africa,['Brazil'],[],0,This is a list of defunct airlines of South Africa.,0.3107498288154602,0.11426067352294922,0.12553590536117554,0.14308468997478485,0.0611993670463562,0.14262095093727112,0.07706493884325027
What is the brand of this vehicle?,Dodge,['Dodge'],[],1,"The Dodge Durango is a mid-size sport utility vehicle (SUV) produced by Dodge in three generations starting with the 1998 model year. The first two generations were very similar in that both were based on the Dodge Dakota and Ram Pickup, both featured a body-on-frame construction and both were produced at the Newark Assembly Plant in Newark, Delaware through the 2009 model year. The third-generation Durango began with the 2011 model year. It is built on the same platform as the Jeep Grand Cherokee, features unibody construction, and has been assembled at the Jefferson North Assembly Plant in Detroit, Michigan, since late 2010. The Durango is currently the only SUV built by Dodge since the discontinuation of the Dodge Journey as part of Dodge’s move to a performance-focused brand. However, in late 2021, Stellantis Mexico began commercializing a small SUV made in China by GAC, under the brand Dodge Journey. In China this model is sold as GS5.",0.9905179142951965,0.8424660563468933,0.9126535058021545,0.941128134727478,0.9290487766265869,0.9062551856040955,0.8659148216247559
Which historic county does this building belong to?,Hampshire,['Hampshire'],[],1,"The oldest building in Milford is All Saints' Church. The earliest parts of the structure are probably true Norman-era (early 12th century) work from a preceding church. A south aisle was added around 1170. In the 13th century the church was more than trebled in size and brought to its present plan. This work, which occurred in stages, included the north façade and tower, the chancel, and north and south chapels. The tower has a later, short recessed spire. The ecclesiastical parish still includes the chapelry or united benefice of Everton and the locality of Keyhaven where water dominates the land in the east.",0.924072802066803,0.8203573226928711,0.5425601601600647,0.3213150203227997,0.36202433705329895,0.4059958755970001,0.1906576007604599
What equipment or engine is used by this vehicle to provide power?,Rocket,['Space Shuttle Solid Rocket Booster | Space Shuttle Orbital Maneuvering System | RS-25'],[],0,The crew stowed items in the crew cabin and completed a check out the orbiter's flight control surfaces.,0.32065263390541077,0.4668874442577362,0.006329662632197142,0.006449263077229261,0.00322097004391253,0.029212316498160362,0.0015790322795510292
What is the location of this building?,France,['Canadian National Vimy Memorial Park'],[],0,"The  Australian National Memorial, Villers-Bretonneux is the main memorial to Australian military personnel killed on the Western Front during World War I. It is located on the Route Villiers-Bretonneux (D 23), between the towns of Fouilloy and Villers-Bretonneux, in the Somme département, France. The memorial lists 10,773 names of soldiers of the Australian Imperial Force with no known grave who were killed between 1916, when Australian forces arrived in France and Belgium, and the end of the war. The location was chosen to commemorate the role played by Australian soldiers in the Second Battle of Villers-Bretonneux (24–27 April 1918). Designed by Sir Edwin Lutyens, the memorial consists of a tower within the Villers-Bretonneux Military Cemetery, which also includes a Cross of Sacrifice. The tower is surrounded by walls and panels on which the names of the missing dead are listed. The main inscription is in both French and English, on either side of the entrance to the tower. The memorial and cemetery are maintained by the Commonwealth War Graves Commission.",0.7585904002189636,0.0007273454102687538,0.012709764763712883,0.006011252291500568,0.060506872832775116,0.008584300056099892,0.004077063407748938
What country does this place belong to?,Senegal,['Senegal'],[],1,"Dakar-Plateau is an arrondissement in the Dakar Department, and forms the central district of the city of Dakar.",0.9841468334197998,0.8391788601875305,0.6878043413162231,0.6706976890563965,0.6365153789520264,0.5582799911499023,0.8531892895698547
What is the vertex figure of this object?,0,['line segment'],[],0,"A coaster, drink coaster, beverage coaster, or beermat is an item used to rest drinks upon. Coasters protect the surface of a table or any other surface where the user might place a drink. Coasters placed on top of a beverage can also be used to show that a drink is not finished or to prevent contamination (usually from insects). Coasters can also stop hot drinks from burning the table surface. Pubs usually will have beermats spread out across their surfaces. They are used not just to protect the surface of the table, but, as they are usually made of paper, they can also be used to absorb condensation dripping along the glass or serve as an ad-hoc notebook. Beermats are often branded with trademarks or alcohol advertising. Beermats are not to be confused with bar mats, rectangular pieces of rubber or absorbent material used to protect the countertop and limit the spread of spilled drinks in a bar or pub.",0.34366369247436523,0.0008443908882327378,0.005857313983142376,0.003798241261392832,0.0012143041240051389,0.00873476266860962,0.0010278128320351243
In which year did this building officially open?,2015,['2005'],[],0,"The skyscraper (usually defined as a building over 40 stories high) first appeared in Chicago in the 1890s, and was largely an American style in the mid 20th century, but in the 21st century skyscrapers were found in almost every large city on every continent. A new construction technology, the framed tube structure, was first developed in the United States in 1963 by structural engineer Fazlur Rahman Khan of Skimore, Owings and Merrill, which permitted the construction of super-tall buildings, which needed fewer interior walls, had more window space, and could better resist lateral forces, such as strong winds. The Burj Khalifa in Dubai, United Arab Emirates is the tallest structure in the world, standing at 829.8 m (2,722 ft). Construction of the Burj Khalifa began in 2004, with the exterior completed 5 years later in 2009. The primary structure is reinforced concrete. Burj Khalifa was designed by Adrian Smith, then of Skidmore, Owings & Merrill (SOM). He also was lead architect on the Jin Mao Tower, Pearl River Tower, and Trump International Hotel & Tower.   Adrian Smith and his own firm are the architects for the building which, in 2020, meant to replace the Burj-Khalifa as the tallest building in the world. The Jeddah Tower in Jeddah, Saudi Arabia, is planned to be 1,008 meters, or (3,307 ft) tall, which will make it the tallest building in the world, and the first building to be more than one kilometer in height. Construction began in 2013, and the project is scheduled to be completed in 2020. After the destruction of the twin towers of the World Trade Center in the September 11 terrorist attacks, a new trade center was designed, with the main tower designed by David Childs of SOM. One World Trade Center, opened in 2015, is 1,776 feet (541 m). tall, making it the tallest building in the western hemisphere. In London, one of the most notable contemporary landmarks is 30 St Mary Axe, popularly known as ""The Gherkin"", designed by Norman Foster (2004). It replaced",0.027445120736956596,0.01944063790142536,0.01292673870921135,0.09637924283742905,0.004036338534206152,0.07764784246683121,0.0020569879561662674
What is the basionym of this plant?,Curcuma longa,['Roscoea spicata'],[],0,"Turmeric is a perennial herbaceous plant that reaches up to 1 m (3 ft 3 in) tall. It has highly branched, yellow to orange, cylindrical, aromatic rhizomes. The leaves are alternate and arranged in two rows. They are divided into leaf sheath, petiole, and leaf blade. From the leaf sheaths, a false stem is formed. The petiole is 50 to 115 cm (20–45 in) long. The simple leaf blades are usually 76 to 115 cm (30–45 in) long and rarely up to 230 cm (7 ft 7 in). They have a width of 38 to 45 cm (15 to 17+1⁄2 in) and are oblong to elliptical, narrowing at the tip.",0.5181284546852112,0.4046948254108429,0.21874000132083893,0.040723443031311035,0.18870791792869568,0.04959426820278168,0.0220387801527977
What is the height of this building in metre?,100,['107'],[],0,"Amsterdam-Noord (English: North Amsterdam) is a borough of Amsterdam, Netherlands with a population of about 90,000. The IJ, the body of water which separates it from Amsterdam-Centrum and the rest of the city, is situated southwest of Amsterdam-Noord. The borough, which has an area of 49.01 km² (18.92 square miles), borders the municipalities of Zaanstad, Oostzaan, Landsmeer and Waterland to the north, all part of the province of North Holland like Amsterdam. It borders the Markermeer to the east. Amsterdam-Noord is mostly home to families who prefer it to the expensive, touristy and crowded Centrum, West and Zuid boroughs. It remains geographically close to major city landmarks, including Amsterdam Centraal station, the Royal Palace and the Rokin. Amsterdam-Noord is best known for its typical wooden houses (mainly located in Schellingwoude and Nieuwendam), historical areas with a low population density (Landelijk Noord) and large open spaces (especially Durgerdam and Ransdorp).",0.07838308811187744,0.0006865852046757936,0.005527988076210022,0.040068499743938446,0.0017998804105445743,0.013261202722787857,0.0033455309458076954
What is the source that produces this food?,Farm,['Allium ampeloprasum var. porrum | Allium ampeloprasum Leek Group'],[],0,"Welsh cuisine is internationally-renowned; Welsh lamb, Welsh cakes, and dishes such as bara brith remain exports synonymous with quality and flavour. Some say that some other Welsh dishes are said to be similar to English cuisine in style. However, there are regional variations in the food seen across Wales, which can be traced historically to the availability of certain crops and produce in specific areas of the country. The cuisine of Gower is particularly different to the rest of Wales. It was strongly influenced by Somerset and Devon, and developed dishes such as whitepot while ingredients such as pumpkin were used, which are unusual in the rest of Wales. Cattle farming produces the majority of Wales' agricultural output. Welsh beef is protected under European Union law, meaning that it must be produced and slaughtered in Wales. Welsh pigs are raised, providing good cuts of meat. The mountainous areas of Wales are suited to sheep farming and this has led to an association of their meat with the country. The mutton of Wales has been popular in the rest of the United Kingdom since the 16th century, and by the end of the 20th century there were more than 11 million sheep in Wales. Several Welsh dishes are thought of as Welsh because their ingredients are associated with Wales, whereas others have been developed there. Cawl is regarded as the Welsh national dish; it is a slow-cooked meat and vegetable broth. Traditionally it was a vegetable-heavy dish, but now it is more likely to contain beef or lamb. Welsh rarebit is thought to date from the 18th century, although the original term ""Welsh rabbit"" may have been intended as a slur against the Welsh. Another use of cheese in a traditional Welsh dish is seen in Glamorgan sausage, which is a skinless sausage made of cheese and either leek or spring onion, which is then rolled into a sausage shape before frying. Laverbread is made using a purée of seaweed, and is traditionally served in a Welsh breakfast. Welsh cakes ar",0.6969510316848755,0.003770379116758704,0.005843820981681347,0.003759244456887245,0.0023830134887248278,0.00978206004947424,0.001899109804071486
where is the highest point of this mountain?,Summit,['Musala'],[],0,"Erciyes lies in the Kayseri Province of Turkey. The city of Kayseri lies 15 kilometres (9.3 mi)-25 kilometres (16 mi) north of Erciyes volcano; some lava domes generated by the volcano are within the urban limits. Other towns in the region are Talas and Hacilar, also north of Erciyes but closer to the volcano (19 kilometres (12 mi) and 12 kilometres (7.5 mi), respectively), and Develi, located south of the volcano. Access to the summit area is difficult. Climbers in antiquity reported that both the Black Sea and the Mediterranean could be seen from the summit.",0.7427434325218201,0.0011659618467092514,0.031730275601148605,0.004222561605274677,0.05120043456554413,0.006850976962596178,0.001018534880131483
Who found this drink?,Dom pérignon,['Paul Ricard'],[],0,"Champagne Lanson is a Champagne producer that is based in Reims in the Champagne region. Since 2006, it has been owned by the Lanson-BCC group that is headed by Bruno Paillard (who also owns the Bruno Paillard champagne house).",0.014766226522624493,0.0031818074639886618,0.0027970648370683193,0.0038673675153404474,0.014619859866797924,0.003266085870563984,0.0015706709818914533
What is the immediately prior item that this organization follows in a series?,2017,['Hawker Siddeley | Siemens Plessey | British Aircraft Corporation'],[],0,"On 14 December 2017, the organisers of the Scampton Airshow issued a statement with regard to the 2018 event. The statement read that following the 2017 airshow the organisers required time to reflect on certain issues and to look at how the airshow could be improved. In view of this, the statement continued that there were still areas of the event which required improvement and consequently there would be no running of the Scampton Airshow in 2018. The statement did however conclude that the organisers, following the review, intend to run an improved Scampton Airshow in 2019.",0.09319645911455154,0.0028808796778321266,0.005367336794734001,0.010439887642860413,0.0012432187795639038,0.024154018610715866,0.0008580886642448604
What product does this organization produce?,Airplane,['aircraft'],[],0,"Aircraft operated have included: Breguet Type III Cody V biplane Avro 500 Farman MF.11 Voisin III Morane-Saulnier H Bristol Scout Martinsyde S.1 Caudron G.III Royal Aircraft Factory B.E.2 Royal Aircraft Factory R.E.8 Bristol F.2 Fighter Armstrong Whitworth Atlas Hawker Audax Hawker Hector Westland Lysander Curtiss Tomahawk North American Mustang de Havilland Mosquito Supermarine Spitfire de Havilland Vampire North American Sabre Hawker Hunter Hawker Siddeley Harrier GR.1 GR.3 T.4 BAE Harrier II GR5, T12, GR7 GR7A GR9 BAE Hawk T2",0.4985980987548828,0.01075666956603527,0.01553638931363821,0.0037784583400934935,0.0008342142100445926,0.00713596073910594,0.0011501975823193789
what has this bridge crossed over?,River,['Seine'],[],0,"The Batobus is a boat service along the River Seine in the Paris region, with nine stops. The name is a trademark of Bateaux Parisiens. In 2006 –2007, it carried 843,000 passengers.",0.49535974860191345,0.0006383163272403181,0.23497870564460754,0.30018946528434753,0.022959308698773384,0.8159899711608887,0.36598488688468933
the aircraft in the image participated in which conflict?,World war 2,['World War II'],[],0,Italian Co-Belligerent Air Force operated 53 aircraft from 1943 Aeronautica Militare Italiana operated 137 aircraft from 1946 until 1952,0.377241849899292,0.11020619422197342,0.129415363073349,0.027917837724089622,0.02496222034096718,0.07464566081762314,0.02797490544617176
What is the length of the incubation period (in day) of this animal's egg?,14,['2.0-7.0'],[],0,"Bats have evolved to use echolocation to detect and catch their prey. Moths have in turn evolved to detect the echolocation calls of hunting bats, and evoke evasive flight maneuvers, or reply with their own ultrasonic clicks to confuse the bat's echolocation. The Arctiidae subfamily of Noctuid moths uniquely respond to bat echolocation in three prevailing hypotheses: startle, sonar jamming, and acoustic aposematic defense. All these differences depend on specific environmental settings and the type of echolocation call; however, these hypotheses are not mutually exclusive and can be used by the same moth for defense. The different defense mechanisms have been shown to be directly responsive to bat echolocation through sympatry studies. In places with spatial or temporal isolation between bats and their prey, the moth species hearing mechanism tends to regress. Fullard et al. (2004) compared adventive and endemic Noctiid moth species in a bat-free habitat to ultrasound and found that all of the adventive species reacted to the ultrasound by slowing their flight times, while only one of the endemic species reacted to the ultrasound signal, indicating a loss of hearing over time in the endemic population. However, the degree of loss or regression depends on the amount of evolutionary time and whether or not the moth species has developed secondary uses for hearing. Some bats are known to use clicks at frequencies above or below moths' hearing ranges. This is known as the allotonic frequency hypothesis. It argues that the auditory systems in moths have driven their bat predators to use higher or lower frequency echolocation to circumvent the moth hearing. Barbastelle bats have evolved to use a quieter mode of echolocation, calling at a reduced volume and further reducing the volume of their clicks as they close in on prey moths. The lower volume of clicks reduces the effective successful hunting range, but results in a significantly higher number of moths caught than ot",0.23227763175964355,0.04452349245548248,0.038429100066423416,0.04781515151262283,0.008514763787388802,0.08185335993766785,0.062461234629154205
What is the course type of this food?,Soup,['first course'],[],0,"As the home country of beetroot borscht, Ukraine boasts great diversity of the soup's regional variants, with virtually every oblast' having its own recipe. Differences between particular varieties may regard the type of stock used (meat, bone, or both), the kind of meat (beef, pork, poultry, etc.), the choice of vegetables and the method of cutting and cooking them. For example, although the typical recipe calls for beef and pork, the Kyiv variant uses mutton or lamb as well as beef, while in the Poltava region, the stock for borscht is cooked on poultry meat, that is, chicken, duck or goose. The use of zucchini, beans and apples is characteristic of the Chernihiv borscht; in this variant, beetroots are sautéed in vegetable oil rather than lard, and the sour taste comes solely from tomatoes and tart apples. The Lviv borscht is based on bone stock and is served with chunks of Vienna sausages.",0.9742347002029419,0.3171423673629761,0.08753610402345657,0.12005984038114548,0.04191667586565018,0.0912967249751091,0.005336171947419643
What water body does the street in the image drain to?,River,['Vecht'],[],0,"The Randstad possesses a large infrastructure system, with many railways, motorways, trams and subways in various cities. It is possible to cycle on reasonably safe and pleasant routes almost everywhere and cycling is a major mode of transport. The Port of Rotterdam, and Amsterdam Airport Schiphol, are both major international gateways. There are various smaller ports and airports in the Randstad, like the ports of IJmuiden, Amsterdam and Dordrecht, as well as Rotterdam The Hague Airport.",0.8284081816673279,0.03531647473573685,0.0054946765303611755,0.018381379544734955,0.002206214936450124,0.0241153072565794,0.001111813704483211
Which city or region does this building locate in?,Netherlands,['Zwolle'],[],0,"The Top 100 Dutch heritage sites is a list of rijksmonuments in the Netherlands, established in 1990 by the Department for Conservation (Monumentenzorg, today the Rijksdienst voor het Cultureel Erfgoed). The Top 100 was a selection of historical monuments that were authorized to display the symbol of the Hague Convention of 1954 (the famous blue and white shield, known as the UNESCO shield). The list should not be confused with the UNESCO World Heritage list. The buildings on the list could expect extra security in the context of the policy. The Top 100 list is no longer official, as the extra cultural protection policy is no longer applied. The following Top 100 also includes a list of the most important stained glass, church bells and organs.",0.3625565767288208,0.006117891054600477,0.14492399990558624,0.24955275654792786,0.011717451736330986,0.6560166478157043,0.05111945793032646
Where is the habitat of this plant?,Forest,['hardwood forest'],[],0,"Cercis canadensis, the eastern redbud, is a large deciduous shrub or small tree, native to eastern North America from southern Michigan south to central Mexico, east to New Jersey. Species thrive as far west as California and as far north as southern Ontario, roughly corresponding to USDA hardiness zone 6b. It is the state tree of Oklahoma.",0.6925357580184937,0.0018680290086194873,0.004654292482882738,0.003364016767591238,0.0010898301843553782,0.002318623475730419,0.0007139467052184045
What is the closest upper taxonomy of this bird?,Family,['Amazilia'],[],0,"The charming hummingbird (Polyerata decora) and also known as the beryl-crowned hummingbird is a species of hummingbird in the family Trochilidae, found in Costa Rica and Panama. Its natural habitats are subtropical or tropical moist lowland forest and heavily degraded former forest. Staying within the exterior of forests, it searches for scattered flowers and various arthropods for food.  Due to its longer beak and wings, and slight coloring differences, it has been placed in its own species separate from the blue-chested hummingbird. Leks of up to 12 male birds will sing together in hopes of attracting a mate. This species was formerly placed in the genus Amazilia. A molecular phylogenetic study published in 2014 found that Amazilia was polyphyletic. In the revised classification to create monophyletic genera, the charming hummingbird was moved to the resurrected genus Polyerata.",0.6924912929534912,0.0005508622853085399,0.0014418213395401835,0.0021871107164770365,0.0006919073639437556,0.002064402913674712,0.0006281892419792712
"What is the conservation status of this bird? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)",Least concern,['Least Concern'],[],1,"Order: Accipitriformes   Family: Pandionidae The family Pandionidae contains only one species, the osprey. The osprey is a medium-large raptor which is a specialist fish-eater with a worldwide distribution.",0.9172548055648804,0.7964706420898438,0.9155868887901306,0.9312096834182739,0.9683066606521606,0.9702535271644592,0.9370834231376648
What is the highest observed lifespan of this plant?,2500 years,['3266'],[],0,"The Sequoia National Forest has 34 giant sequoia groves. The 14 groves in the Kings River watershed are in the northern section of Giant Sequoia National Monument (GSNM), or in the Sequoia National Forest (SeNF), in southernmost Fresno County and Tulare County: Indian Basin Grove (GSNM) A mid-size grove, mostly logged. It can be accessed by paved roads. The grove contains many young sequoias approaching diameters of up to 10 feet (3.0 m).  36°48′N 118°56′W 1800–2000 m. Converse Basin Grove (GSNM). Once the second-largest grove, but much logged around 1890–1900; However, nearly 100 widely scattered old-growth Giant Sequoias remain (apparently bypassed by the loggers), also good regrowth of younger trees. Home of the Boole Tree, which the loggers spared as it was by far the largest tree in the grove and is now identified as the sixth-largest tree by volume.  Also home of the Chicago Stump, which is the remnant of the General Noble Tree that was cut for the 1893 World Columbian Exposition; the General Noble Tree was the second largest tree in the grove (after the Boole Tree) and it was the largest tree ever cut down.  Although not among the very largest Giant Sequoias, the General Noble Tree was perhaps among the top 30 largest Giant Sequoias before it was cut. 36°48′N 118°58′W 1800–2000 m. Lockwood Grove (GSNM). 36°48′N 118°52′W 1700–1800 m. Monarch Grove (GSNM).  Immediately north of the Agnew Grove, near Monarch Wilderness boundary.  On Forest Service GSNM map. Evans Grove (GSNM). Partially logged, before 1920. 36°48'N 118°49'30""W 2050–2250 m. Agnew & Deer Meadow Grove (GSNM). 36°47′20″N 118°46′45″W 1950–2000 m. Cherry Gap Grove (GSNM). Logged. Located between Converse Basin Grove and General Grant Grove, near McGee Overlook (36°46′40″N 118°57′30″W). 2070 m.  Cherry Gap Grove is a small sequoia grove of about thirty-five acres in Sequoia national forest; it was logged of all of its old growth sequoias. Abbott Creek Grove (GSNM). 36°46′N 118°58′W 1900 m. Listed by Ru",0.15477101504802704,0.005038372240960598,0.01625213958323002,0.002937871031463146,0.0009790960466489196,0.011273697949945927,0.001159095554612577
Which (geo)physical feature is the island located in or on?,Ocean,['Aeolian Islands'],[],0,"The island has a Mediterranean climate with warm and dry summers, and wet and cool winters. Although summer is the driest season, some rainfall does occur in summer. Snow and ground frost are not uncommon in winter.",0.921245276927948,0.0009179350454360247,0.007740755565464497,0.003422944573685527,0.0010674238437786698,0.0025331827346235514,0.0006646214169450104
how many centimetre is the wingspan of this bird?,1.5,['114.0-137.0'],[],0,"Order: Phoenicopteriformes   Family: Phoenicopteridae Flamingos are gregarious wading birds, usually 3 to 5 feet (0.9 to 1.5 m) tall, found in both the Western and Eastern Hemispheres. Flamingos filter-feed on shellfish and algae. Their oddly shaped beaks are specially adapted to separate mud and silt from the food they consume and, uniquely, are used upside down.",0.05871666222810745,0.013441691175103188,0.003460426116362214,0.01576562225818634,0.0007832532864995301,0.014378590509295464,0.000655875657685101
Who designed this building?,Elvira,['Gabriel von Seidl'],[],0,Architecture of Munich Art Nouveau architecture in Munich Hofatelier Elvira Baroque architecture in Munich Bürgersaalkirche Nymphenburg Palace Gothic Revival architecture in Munich Munich Stadtmuseum New Town Hall St Paul's Church Modern architecture in Munich BMW Welt Highlight Towers Hochhaus Uptown München SV-Hochhaus Neoclassical architecture in Munich Glyptothek Prinz-Carl-Palais Staatliche Antikensammlungen Neo-Renaissance architecture in Munich Academy of Fine Arts Renaissance architecture in Munich Munich Residenz Old Academy Rococo architecture in Munich Cuvilliés Theatre Holnstein Palace,0.5461455583572388,0.005472906865179539,0.01236006524413824,0.005323820281773806,0.0010006431257352233,0.02005847543478012,0.0021136056166142225
What is the length in metre is the bridge in the image?,17380,['237'],[],0,"Type : Arch bridge Construction : 1801–1805, 1854 and 1884–1885 Inauguration : 1854 and 1885 Architects : Alexandre Michal, Jules Savarin (1854) – Jean-Marie-Georges Choquet (1885) Material : Stone Masonry Total Length : 173,80 m",0.05982536822557449,0.24371635913848877,0.012033314444124699,0.07144579291343689,0.0025835433043539524,0.00566082913428545,0.0065821316093206406
Who occupies this building?,Nobody,"[""art museum | Musée de l'Ile-de-France""]",[],0,Château de Gournay Archived 12 February 2008 at the Wayback Machine,0.059916287660598755,0.0005720385233871639,0.004650375340133905,0.0025378160644322634,0.000882557185832411,0.011632259003818035,0.0011896584182977676
