question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,llava_infoseek_bm25_base_no_context,llava_infoseek_bm25_base_with_context,llava_infoseek_bm25_no_p_prime,llava_infoseek_bm25_no_p_q_i,llava_infoseek_bm25_no_p_q_c,llava_infoseek_bm25_no_p_q
In which year was this object invented or discovered?,1930,['1929'],[],0,"These include the Horizontal Situation Indicator (HSI) and Attitude Director Indicator (ADI).  The HSI combines the magnetic compass with navigation signals and a Glide slope.  The navigation information comes from a VOR/Localizer, or GPS.  The ADI is an Attitude Indicator with computer-driven steering bars, a task reliever during instrument flight.",0.04903937876224518,0.05389275774359703,0.07013320177793503,0.011234666220843792,0.005763393361121416,0.003024024423211813,0.03383578732609749
Who was this building unveiled by?,John,['Edward VIII'],[],0,Vimy (/ˈviːmi/ or /ˈvɪmi/; [vimi]; Dutch: Wimi) is a commune in the Pas-de-Calais department in the Hauts-de-France region of France. Located 3.8 kilometers (2.4 mi) east of Vimy is the Canadian National Vimy Memorial dedicated to the Battle of Vimy Ridge and the Canadian soldiers who were killed during the war. The Memorial is also the site of two Canadian cemeteries.,0.2006191611289978,0.0006295983912423253,0.03266648203134537,0.002805463969707489,0.010198946110904217,0.0013686356833204627,0.005044389516115189
What country does this building belong to?,Armenia,['Armenia'],[],1,"A gavit (Armenian գավիթ) or zhamatun (Armenian: ժամատուն) is often contiguous to the west of a church in a Medieval Armenian monastery. It served as narthex (entrance to the church), mausoleum and assembly room.",0.9864420890808105,0.9201372861862183,0.8814046382904053,0.8463016748428345,0.8844556212425232,0.6400692462921143,0.8682246804237366
Which city or region does this lake locate in?,Switzerland,['canton of Bern'],[],0,"Elisabetha Grossmann (1795 - 1858), was a Swiss skipper. She ferried tourists over the Lake Brienz in the early 19th-century and became herself a famous tourist attraction for her beauty, known as La belle batelière de Brienz or Die schöne Schifferin von Brienz ('The Fair Skipper of Brienz').",0.9459304809570312,0.0008737575844861567,0.530444860458374,0.879981279373169,0.40576469898223877,0.5655075907707214,0.3853731155395508
In which year did this building officially open?,1972,['1972'],[],1,Al Faisaliyah Center Lotte World Tower Ryugyong Hotel Transamerica Pyramid Lakhta Center,0.01612013764679432,0.048301514238119125,0.09371648728847504,0.017758609727025032,0.0013431955594569445,0.014503632672131062,0.014933773316442966
What event does this building commemorate?,War,['Great Fire of London'],[],0,"In 1716, Peter ordered Rastrelli to build his monument in commemoration of the Russian victories in the Great Northern War. Rastrelli based his work on triumphal statues of the Roman generals. In 1724, he created a model that was approved by Peter, but the construction of the main monument was halted by Peter's death; it was completed only in 1744–46 by his son, after the death of Rastrelli. Catherine the Great reviewed Rastrelli's work in 1763, but disliked it. Only in 1800, her son Paul installed the monument in front of his Saint Michael's Castle. He ordered to add the inscription ""From great grandson to great grandfather"" to the pedestal, which was already decorated with bas-reliefs depicting scenes of Russian victories during the Great Northern War.",0.8651129007339478,0.0006123494822531939,0.006290114019066095,0.012160561047494411,0.007601184770464897,0.014391944743692875,0.016485275700688362
this building is located in which railway line?,1,['Azerbaijan–Georgia border'],[],0,"Soviet-era excavations have shown that the area of Vardzia was inhabited during the Bronze Age and indicated the reach of Trialeti culture. Cave settlements such as Uplistsikhe are known along the Kura River from at least the fifth century BC, while rock cut architecture in the context of Georgian Christianity is known from Zedazeni and Garedzhi from the sixth century AD, and more locally from Vanis Kvabebi, Cholta and Margastani from the eighth century. Four distinct building phases have been identified at Vardzia: the first during the reign of Giorgi III (1156–1184), when the site was laid out and the first cave dwellings excavated; the second between his death and the marriage of his successor Tamar in 1186, when the Church of the Dormition was carved out and decorated; the third from that date until the Battle of Basian c.1203, during which time many more dwellings as well as the defences, water supply, and irrigation network were constructed; while the fourth was a period of partial rebuilding after heavy damage in the earthquake of 1283. A number of documentary sources supplement the knowledge derived from the site's physical fabric. The collection of chronicles known as the History of Georgia refers to Tamar erecting a church to house the icon of the Virgin of Vardzia after receiving divine help in her campaigns, before transferring the monastery from Upper or Zeda Vardzia. Tamar is said to have departed from Vardzia during her campaign against the Muslims, and her ensuing victory at Basian is celebrated in the Hymns in Honour of the Virgin of Vardzia by Ioane Shavteli. The History of Georgia also relates how Vardzia escaped the Mongol invaders in the 1290s. The monastery, according to chronicles, contained large amount of valuables from silver, gold and precious stones, indicating its economic prosperity. Construction on the site continued also after Tamar's death. The belltower and the southern church portal were built in the late 13th and early 14th centur",0.20666949450969696,0.000839043699670583,0.049682244658470154,0.004232666455209255,0.00849101785570383,0.01115166675299406,0.025685416534543037
What is the country of origin of this object?,United states,['Iran'],[],0,"The Minuet, also known as the Napoleon, is a cat breed of US origin that crosses the Munchkin with either Persian or Exotic Shorthair bloodlines. This results in a cat with a Persian's appearance, but with short legs. This breed is of US origin and has been recognized by the Dwarf Cat Association, with recognition being sought by the International Cat Association.",0.3094348907470703,0.002011659787967801,0.019705256447196007,0.004235227592289448,0.003859231248497963,0.00858572032302618,0.16617907583713531
What is the litter size of this bird?,10,['9.4'],[],0,Common scoter Australian wood duck Red-breasted goose Hawaiian goose (nēnē) Marbled duck Bufflehead duck Carolina wood duck White-headed duck Dalmatian pelican Spectacled eider Avocets Redshank Bewick's swan pair Orinocco goose Trumpeter swan pair Scaly-sided merganser Black-necked grebe,0.05421709269285202,0.022146452218294144,0.0399429015815258,0.017643792554736137,0.004024870693683624,0.0048713404685258865,0.01992526836693287
Which company manufactures this vehicle?,Gmc,['General Motors'],[],0,"Since 1996, the Chevrolet Express has been marketed through GMC as the GMC Savana.  Consolidating the GMC Vandura cargo van and GMC Rally passenger van under a single nameplate, GMC marketed the Savana as a passenger and cargo van and as a cutaway-chassis vehicle (see below).       Like its Chevrolet counterpart, the Savana has undergone only minor detail changes since 2003.  With the exception of its grille and divisional badging, the GMC Savana is essentially identical to the Chevrolet Express.  As of current production, the Savana is outsold by the Express approximately three-to-one.     In contrast to the rest of the GMC model line, the Savana is not sold in an upscale Denali trim (the Savana shares its LS and LT trims with Chevrolet).",0.8470234870910645,0.21862275898456573,0.22248947620391846,0.24387425184249878,0.22932545840740204,0.30689260363578796,0.21745826303958893
What country does this place belong to?,Thailand,['Philippines'],[],0,The Great River is one of the three most popular for traditional rafting on bamboo rafts. It is also used for tube and zip line craft.,0.6489319801330566,0.17846237123012543,0.05741037800908089,0.14408542215824127,0.020377010107040405,0.07555148005485535,0.048656292259693146
What is the source that produces this material?,Nature,['turtle'],[],0,"Tortoiseshell is a cat coat coloring named for its similarity to tortoiseshell material. Like calicoes, tortoiseshell cats are almost exclusively female. Male tortoiseshells are rare and are usually sterile. Also called torties for short, tortoiseshell cats combine two colors other than white, either closely mixed or in larger patches. The colors are often described as red and black, but the ""red"" patches can instead be orange, yellow, or cream, and the ""black"" can instead be chocolate, gray, tabby, or blue. Tortoiseshell cats with the tabby pattern as one of their colors are sometimes referred to as a torbie. Cats having torbie coats are sometimes referred to as torbie cats. ""Tortoiseshell"" is typically reserved for particolored cats with relatively small or no white markings. Those that are predominantly white with tortoiseshell patches are described as tricolor, tortoiseshell-and-white (in the United Kingdom), or calico (in Canada and the United States).  Cats with tortoiseshell pattern and small blotches of white are sometimes referred to as ""tortico"" by their owners, a portmanteau of ""tortie"" and ""calico""  Tortie cats with a predominantly white undercoat are often referred to as ""caliby"" by their respective owners, an amalgamation of Calico and Tabby.  Tortoiseshell markings appear in many different breeds, as well as in non-purebred domestic cats. This pattern is especially preferred in the Japanese Bobtail breed, and exists in the Cornish Rex group.",0.8209168910980225,0.0023960547987371683,0.0032872611191123724,0.002580898115411401,0.0020854552276432514,0.0011346223764121532,0.029737060889601707
What is the country of origin of this food?,England,['Austria'],[],0,"This is a list of notable fish and chip restaurants which are renowned for, or whose main dish is, fish and chips. Fish and chips is a hot dish of English origin, consisting of battered fish, commonly Atlantic cod or haddock and deep-fried chips. It is a common take-away food. A common side dish is mushy peas. A fish and chip shop, colloquially known as a 'chippy' in the UK and 'chipper' in Ireland, is an outlet that predominantly sells the English dish of fish and chips. It is usually a takeaway operation, although some have limited seating facilities.",0.9692537188529968,0.010536824353039265,0.053898315876722336,0.10153903812170029,0.407366007566452,0.14946123957633972,0.10739559680223465
What country does this place belong to?,Pakistan,['Pakistan'],[],1,Jinnah family Mazar-e-Quaid Quaid-e-Azam House Quaid-e-Azam Residency Jinnah House List of museums in Pakistan,0.9774445295333862,0.9116107225418091,0.7855095267295837,0.3586153984069824,0.9762795567512512,0.9234192967414856,0.19843323528766632
What is this building named after?,Babi yar,['The Holocaust'],[],0,"""Wailing Wall"" for the murdered Jews of Bakhmut Memorial to the murdered Jews of Chernihiv Memorial to the Roma murdered in the Podusovka forest, near Chernihiv Babi Yar Holocaust Memorial Center, Kiev Memorial to the murdered Jews of Kovel at the Bakhiv forest mass murder site. Memorial to the murdered Jews of Kysylyn at the mass grave site Memorials to the murdered Jews of Lutsk Memorial to the murdered Jews of Mariupol Memorial to the Jews of Mukachevo Holocaust Museum in Odessa Memorial to the murdered Jews of Ostrozhets Memorial to the murdered Jews of Pryluky Memorial to the murdered Jews of Ratne at the mass graves site Memorial site for the murdered Jews of Ostrozhets Memorial to the murdered Jews of Rava-Ruska Memorial to the Murdered Jews of Zhytomyr",0.19819732010364532,0.0019539673812687397,0.08470327407121658,0.0010651919292286038,0.007753020152449608,0.016604768112301826,0.01470212172716856
Which protected area is this mountain usually located in?,Denali,['Denali National Park and Preserve'],[],0,"Ewe Creek Ranger Cabin No. 8, also known as Lower Savage River Cabin, 5 miles downstream on the Savage River from Park Highway near Ewe Creek, Denali National Park and Preserve, Alaska (National Park Service), NRHP-listed Lower East Fork Ranger Cabin No. 9, 25 miles downstream on the east fork of the Toklat River from Park Rd., Denali National Park and Preserve, Alaska (National Park Service), NRHP-listed Lower Toklat River Ranger Cabin No. 18, 30 miles north on Toklat River from Park Rd., Denali National Park and Preserve, Alaska (National Park Service), NRHP-listed Lower Windy Creek Ranger Cabin No. 15, east of Mile 324 on Alaska Railroad, Denali National Park and Preserve, Alaska (National Park Service), NRHP-listed Moose Creek Ranger Cabin No. 19, also known as Moose Creek Shelter Cabin, 5 miles north of Mile 73.8 on Park Rd., Denali National Park and Preserve, Alaska (National Park Service), NRHP-listed Mount McKinley National Park Headquarters District, Mile 3.4 McKinley Park Hwy., Denali National Park and Preserve, Alaska (most buildings designed by National Park Service architects), NRHP-listed Upper Toklat River Cabin No. 24, built in 1931 in a standard design of the NPS Branch of Plans and Designs, near main branch of Toklat River at Mile 53.7, west of Park Rd., Denali National Park and Preserve, Alaska (National Park Service), NRHP-listed and was built in  1931.",0.9436010718345642,0.008879316039383411,0.5270520448684692,0.6359098553657532,0.18023934960365295,0.3954882025718689,0.15006336569786072
What country does this park belong to?,Bulgaria,['Bulgaria'],[],1,"Rila National Park (Bulgarian: Национален парк „Рила“) is the largest national park in Bulgaria spanning an area of 810.46 km² (312.92 sq mi; 200,270 acres) in the Rila mountain range in the south-west of the country.",0.9889577031135559,0.8965247273445129,0.10296042263507843,0.061990052461624146,0.08711007982492447,0.002747287740930915,0.1201145201921463
What is the length of the wingspan in centimetre of this bird?,65,['77'],[],0,"Measurements: Length: 24–28 cm (9+1⁄2–11 in) Weight: 122–194 g (4+5⁄16–6+13⁄16 oz) Wingspan: 65–67 cm (25+1⁄2–26+1⁄2 in) The breeding adult American golden plover has a black face, neck, breast, and belly, with a white crown and nape that extends to the side of the breast. The back is mottled black and white with pale, gold spots. The breeding female is similar, but with less black. When in winter plumage, both sexes have grey-brown upperparts, pale grey-brown underparts, and a whitish eyebrow. The head is small, along with the bill. It is similar to two other golden plovers, European and Pacific. The American golden plover is smaller, slimmer and relatively longer-legged than European golden plover (Pluvialis apricaria) which also has white axillary (armpit) feathers. It is more similar to Pacific golden plover (Pluvialis fulva) with which it was once considered conspecific under the name ""lesser golden plover"". The Pacific golden plover is slimmer than the American species, has a shorter primary projection, and longer legs, and is usually yellower on the back.",0.1642717868089676,0.003861113917082548,0.1025727242231369,0.02788521535694599,0.035960353910923004,0.06034239009022713,0.04745543748140335
In which year did this building officially open?,1970,['1200'],[],0,"Vakil caravanserai consists of two floors and has 120 rooms. The number of rooms is on the first floor to 81 and on the second floor to 31.Caravanserai has two doors opening to Vakil market(Bazar-i Vakil).  The entrance facade to Vakil caravanserai, which opens into the market is decorated with tiles. This is the same from outside porch. One of the most valuable features of this caravanserai is its windshield Which has its own reputation and beauty. Another historical attraction is the clock tower which has a long history how it got to Iran.",0.014070365577936172,0.0009593790164217353,0.061572588980197906,0.009059089235961437,0.006826227065175772,0.0039138770662248135,0.016016531735658646
"What pattern, design or motif is applied to the surface of this material?",Gingham,['check'],[],0,"The Eugene Field poem ""The Duel"" concerns a duel between a ""gingham dog"" and a ""calico cat"". In Tell Taylor's popular song ""Down By the Old Mill Stream"" (1908), ""You"" was ""dressed in gingham, too"". Brigitte Bardot famously wore a pink gingham dress when she got married. This started a trend which caused a shortage of this fabric in France. Manchester United F.C. wore a gingham-pattern shirt during the 2012–13 season. Dorothy Gale wore a blue gingham dress in the Wizard of Oz book and film. Mary Ann Summers on Gilligan's Island often wore a gingham dress. Bill Hicks made reference to gingham in his famous stand-up comedy routine in regard to Jack Palance from the 1953 movie Shane. In Marty Robbins's Grammy-winning song ""My Woman, My Woman, My Wife"" (1970), he mentions his wife ""in a dress made of gingham"". In the Captain Beefheart song ""My Human Gets Me Blues"" from the album Trout Mask Replica (1969), he sings “I saw you baby, dancin' in your x-ray gingham dress.” Japanese girl group AKB48 used gingham as a general theme for their 2012 single ""Gingham Check"". The XTC song ""Pink Thing"" contains the line ""If you could only see the way the gingham swirls""",0.262364000082016,0.0016563658136874437,0.13487237691879272,0.018620764836668968,0.5834133625030518,0.010072408244013786,0.19597439467906952
What country does this town belong to?,South africa,['South Africa'],[],1,"Atlantic Beach Golf Club, Cape Town, Western Cape Fancourt Hotel and Country Club, George, Western Cape Humewood Golf Course, Port Elizabeth, Eastern Cape",0.6699034571647644,0.9171081185340881,0.23884837329387665,0.09601043909788132,0.11874429136514664,0.3298446834087372,0.47834378480911255
What is the closest parent taxonomy of this animal?,Leopard,['Leopardus'],[],0,"Genus: Leopardus Pampas cat L. colocola NT Geoffroy's cat L. geoffroyi LC Ocelot L. pardalis LC Oncilla L. tigrinus VU Margay L. wiedii NT Genus: Herpailurus Jaguarundi, H. yagouaroundi LC Genus: Puma Cougar, P. concolor LC Genus: Panthera Jaguar, P. onca NT",0.35577598214149475,0.0005944236181676388,0.06090151518583298,0.10326050221920013,0.021243926137685776,0.003062634961679578,0.006297076586633921
Which building or structure has been replaced by the building in the image?,Eiffel tower,['Palais du Trocadéro'],[],0,"Bronze medal : French Navy meeting, French national Navy Museum, Palais de Chaillot, Paris, 1992. Bronze medal : French Navy meeting, French national Navy Museum, Palais de Chaillot, Paris, 1998. First prize, International Watercolour Competition, Tregastel, France French National Defense Medal, 2004.",0.1431121826171875,0.001588560757227242,0.04740419611334801,0.011125017888844013,0.005984319373965263,0.032791994512081146,0.009243247099220753
What is the total quantity of produced items for this type of aircraft?,100,['854'],[],0,Tupolev Tu-16 Tupolev Tu-22 Tupolev Tu-95/Tupolev Tu-116 Tupolev Tu-104 Tupolev Tu-114 Tupolev Tu-124 Tupolev Tu-126 Tupolev Tu-134,0.08659210056066513,0.007328472565859556,0.027026120573282242,0.0014694276032969356,0.0032054195180535316,0.0013659525429829955,0.006348076742142439
In which year did this facility officially open?,1933,['1933'],[],1,"An inflatable pig can be seen floating above Battersea Power Station in the 2010 movie Nanny McPhee Returns as the nanny and children make a motorcycle trip to London to locate the children's father. An inflatable pig can also be seen floating outside Battersea Power Station in the 2006 movie Children of Men. During the ""Isles of Wonder"" short film shot by Danny Boyle and shown as part of the Opening Ceremonies of the 2012 Summer Olympics in London, the camera zooms down the length of the Thames River, from a small spring in the countryside all the way to the Olympic venue. During the fly-by, a pig can be seen floating above the Battersea Power Station. The pig can be seen floating about the neighborhood in the video game The Sims 2. An inflatable pig can be seen floating above Battersea Power Station in the Zwift cycling app.",0.04135414958000183,0.15747018158435822,0.15661808848381042,0.04358754679560661,0.11915113776922226,0.23282933235168457,0.0755956694483757
What is the main food source of this bird?,Insect,['Crustacea | Lepidoptera | nut | seed | Coleoptera | bark | carrion | egg | Formicidae'],[],0,"Recorded for the site are spotted flycatcher, fieldfare, goldfinch, marsh tit, jay, green woodpecker, great spotted woodpecker and lesser spotted woodpecker.",0.7607064843177795,0.0009154824656434357,0.00942277628928423,0.0008581974543631077,0.001367466989904642,0.0007298096315935254,0.00338185066357255
Which city or region does this park locate in?,Los angeles,['Los Angeles County'],[],0,Studio zone History of cinema Cinema & Film Sound stage Backlot Location shooting List of productions using the Vasquez Rocks as a filming location,0.16623015701770782,0.6120839715003967,0.1101272702217102,0.10318741947412491,0.2151191681623459,0.09076850116252899,0.07339666038751602
Which city or region does this building locate in?,Armenia,['Ararat Province'],[],0,"Narekavank (Armenian: Նարեկավանք, ""Monastery of Narek"", Western Armenian: Nareg) was a tenth-century Armenian monastery in the historic province of Vaspurakan, near the southern shores of Lake Van, in present-day Gevaş district in the Van Province in eastern Turkey. The monastery was one of the most prominent in medieval Armenia and had a major school. The poet Gregory of Narek (Grigor Narekatsi) notably flourished at the monastery. It was abandoned in 1915 during the Armenian genocide, and reportedly demolished around 1951. A mosque now stands on its location.",0.4769148528575897,0.0015117422444745898,0.0772533118724823,0.08330624550580978,0.1485472023487091,0.18629400432109833,0.10469696670770645
Where are organization initially formed?,Sky,['Seattle'],[],0,"Near the surface, warm dry air is denser than warm moist air of lesser or similar temperature, and thus the warm dry air wedges under the moist air like a cold front. At higher altitudes, the warm moist air is less dense than the cooler, drier air and the boundary slope reverses.  In the vicinity of the reversal aloft, severe weather is possible, especially when a triple point is formed with a cold front.  The dry line is most common in the spring.  Its location is close to the location of the 55 °F (13 °C) isodrosotherm, or line of equal dewpoint.  The location of the dryline may not be marked with a surface pressure trough or shift of the wind direction.  It bulges more to the east underneath the location of the highest winds within the jet stream.  While dry lines are most common in the Great Plains, northern India also witnesses a similar moisture boundary.  In northeast India, it occurs mainly before the onset of their summer monsoon, while northwest India experiences it during the monsoon season.",0.7125940322875977,0.0007319300784729421,0.0025581244844943285,0.0010790264932438731,0.0015409287298098207,0.0007770531228743494,0.0015656733885407448
What is the maximum capacity of this aircraft?,30,['30'],[],1,"During the early 1990s, Deutsche Aerospace and Fokker explored the prospects of a commercial relationship to mutually engage the regional aircraft market; this cumulated in Deutsche Aerospace purchasing a 40% stake in Fokker in 1993. In June 1995, Deutsche Aerospace and Daewoo Heavy Industries were reportedly conducting talks on the establishment of a second 328 assembly line in South Korea for the Asian market. In 1995, both Fokker and Deutsche Aerospace suffered substantial financial difficulties, which ultimately led to the end of the latter's ambitions to dominate the European regional aircraft market. In June 1996, Deutsche Aerospace sold the majority of Dornier Luftfahrt GmbH to American manufacturer Fairchild Aircraft, leading to the creation of Fairchild Dornier GmbH. The newly combined Fairchild Dornier company emerged as the third-largest regional aircraft manufacturer in the world, and viewed the 328 as being both a key product in its lineup and the basis for a future family of aircraft. Continuing development of a jet-powered variant of the 328 was initially designated as the Dornier 328-300 and later simply known as the Dornier 328JET, which had been started under Deutsche Aerospace. Fairchild Dornier also sought to develop a stretched version, designated as the Dornier 428JET, and a dedicated freighter model. Additionally, Farchild Dornier developed a larger aircraft, the Fairchild Dornier 728 family. In addition to typical passenger models, business jet configurations of both the 728JET and 928JET were projected, tentatively referred to as Envoy 3 and Envoy 7, respectively. The ambitious family project drew the support of the German government, which guaranteed US$350 million in loans for the scheme. During the late 1990s, Fairchild Dornier struggled to find both capital and strategic partners to support the project, and the company ultimately entered bankruptcy in April 2002.",0.03605891391634941,0.03837248310446739,0.11470743268728256,0.031486719846725464,0.007158649154007435,0.0250706784427166,0.05507085844874382
What country does this building belong to?,Georgia,['Romania'],[],0,"Located in the deep Arghuni gorge at approximate 1,400 meters, the village is actually a unique complex of medieval-to-early modern fortresses and fortified dwellings of stone and mortar which functioned both as a residential area and a fortress guarding the northeastern outskirts of the country. The fortress consists of the terraced structures dominated by flat-roofed dwellings and some 60 towers which cluster together to create a single chain of fortifications. Unique architectural methods and thought are realised in Shatili: selection of location, development of the land with complicated relief, rational land tenure, multifunctionalism, vertical zoning of construction, optimal orientation. Both single monuments and the overall urban structure with their characteristic components (towers, residential complexes, sowing, chapels) are of special importance.  ",0.9278809428215027,0.7252099514007568,0.03842783719301224,0.06799717992544174,0.02133302204310894,0.0018646216485649347,0.009701584465801716
What is the area in hectare occupied by this building?,5,['1512.24'],[],0,"The castle has a garden designed by Paolo Tonini and created in 1993. Decorated with contemporary sculptures, visitors may, over an area of 5 hectares, see different gardens: an alley of rose trees, a medieval garden, rose garden, perennials garden, Italian garden.",0.6624242663383484,0.0036168433725833893,0.19499187171459198,0.043214064091444016,0.05065629258751869,0.12019263952970505,0.08663057535886765
What is the length in kilometre is the lake in the image?,10,['1.870'],[],0,"The Weißtannenhöhe is well served by footpaths and long distance trails. The Westweg and E1 European long distance path pass over the summit. Both trails run from the car park on the Black Forest High Road at Ramshalde,  about 2 kilometres from the top, and from Titisee, a distance of over 6 kilometres. Numerous other trails run up or over the mountain from the nearby hamlets of Tiefen, Winterhalden, Eckbach, Siedelbach and Fürsatzhöhe.",0.14239785075187683,0.029691947624087334,0.1066475436091423,0.00991682056337595,0.005131096579134464,0.00822782889008522,0.04527856409549713
who/what operates this place?,City,['Greater London Authority'],[],0,"Trafalgar Square, north-west: 51.508275°N 0.128734°W Trafalgar Square, north-east: 51.508455°N 0.127639°W Trafalgar Square, south-east: 51.507933°N 0.127240°W Trafalgar Square, south-west: 51.507707°N 0.128655°W",0.3592546880245209,0.0005921142874285579,0.009538860060274601,0.003864420810714364,0.00130457803606987,0.0008898667292669415,0.0018183422507718205
Where is this bird native to?,South america,['Thol Lake'],[],0,"This swallow is native to Argentina, Bolivia, Brazil, Chile, Falkland Islands, Paraguay, and Uruguay. It is vagrant to South Georgia and the South Sandwich Islands. This swallow can also be found in Peru, but its origin is uncertain. Its breeding range is from the Atacama Desert in Chile and most of Argentina to the southern tip of South America. It is a year-round resident to the northern part of its range, but it is known to be migratory in the southern part. It is not well known where this population winters, but it seems to winter in northern Argentina, southern Brazil, Uruguay, and possibly Bolivia.",0.6494038701057434,0.0033676251769065857,0.06577008217573166,0.056243039667606354,0.017045455053448677,0.10370127856731415,0.1377565562725067
Which diocese does this building belong to?,Borg,['Diocese of Syunik'],[],0,"Rygge church (Rygge kirke) is a medieval era church located in the village of Kirkegrenda. The church belongs to Vestre Borgesyssel deanery in Diocese of Borg. Rygge church is one of the county's better preserved medieval stone churches. It is built around the year 1170. Rygge church was originally a chapter church, which had income from a larger area than a parish and contained several villages. The building is characterized by the use of large stones, partly of granite, but parts of the facade is carved of stone cultivar, including large parts of the north portal. It has long nave and lower and narrower choir. The church was restored in 1967.",0.8663448095321655,0.22036772966384888,0.01458416786044836,0.001563417143188417,0.004889134783297777,0.001239340752363205,0.005882348399609327
What is the closest upper taxonomy of this bird?,Finch,['Saxicola'],[],0,"Trefil Quarries and Trefil Ddu are noted birdwatching sites; this area is the last remaining site in Gwent where ring ouzel occurs regularly, and other species present include raven, wheatear, stonechat, whinchat, snipe and red grouse.",0.5977914929389954,0.0005724486545659602,0.015829069539904594,0.0020733291748911142,0.0009874423267319798,0.0008105004671961069,0.0017514651408419013
What is the height of this aircraft in metre?,25,['17.60'],[],0,"McDonnell Douglas DC-8 (started under Douglas Aircraft) McDonnell Douglas DC-9 (started under Douglas Aircraft) McDonnell Douglas DC-10 (with cockpit upgrade designated MD-10) DC-10 Air Tanker McDonnell Douglas MD-11 (stretched and modernized version of the DC-10) McDonnell Douglas MD-80 (stretched and modernized version of the DC-9) McDonnell Douglas MD-90 (stretched and modernized version of the MD-80) MD-95 (latest evolution of the DC-9, sold as Boeing 717)",0.040015701204538345,0.018919842317700386,0.01653219200670719,0.019973410293459892,0.0013887922978028655,0.010091806761920452,0.0257427878677845
What is this place named after?,Hierapolis,['Hiera'],[],0,"There are only a few historical facts known about the origin of the city. No traces of the presence of Hittites or Persians have been found. The Phrygians built a temple, probably in the first half of the 7th century BC. This temple, originally used by the citizens of the nearby town of Laodicea, would later form the centre of Hierapolis. Hierapolis was founded as a thermal spa early in the 2nd century BC within the sphere of the Seleucid Empire. Antiochus the Great sent 2,000 Jewish families to Lydia and Phrygia from Babylon and Mesopotamia, later joined by more from Judea. The Jewish congregation grew in Hierapolis and has been estimated as high as 50,000 in 62 BC. Hierapolis became a healing centre where doctors used the thermal springs as a treatment for their patients. The city began minting bronze coins in the 2nd century BC. These coins give the name Hieropolis. It remains unclear whether this name referred to the original temple (ἱερόν, hieron) or honoured Hiera, the wife of Telephus, son of Heracles and the Mysian princess Auge, the supposed founder of Pergamon's Attalid dynasty. This name eventually changed into Hierapolis (""holy city""),. In 133 BC, when Attalus III died, he bequeathed his kingdom to Rome. Hierapolis thus became part of the Roman province of Asia. In AD 17, during the rule of the emperor Tiberius, a major earthquake destroyed the city. Through the influence of the Christian apostle Paul, a church was founded here while he was at Ephesus. The Christian apostle Philip spent the last years of his life here. The town's Martyrium was alleged to have been built upon the spot where Philip was crucified in AD 80. His daughters were also said to have acted as prophetesses in the region. During the 4th century, the Christians filled Pluto's Gate (a ploutonion) with stones, suggesting that Christianity had become the dominant religion and begun displacing other faiths in the area. Originally a see of Phrygia Pacatiana, the Byzantine emperor Justinian",0.865252673625946,0.025163419544696808,0.34291547536849976,0.32004672288894653,0.3552635610103607,0.180990070104599,0.5696015954017639
Who is the founder of the aircraft in the image?,Walter beech,['Olive Ann Beech | Walter Beech'],[],0,Related development Beechcraft C-12 Huron Beechcraft King Air Beechcraft Super King Air Beechcraft 1900,0.044507946819067,0.0008479974931105971,0.2500256896018982,0.2234768122434616,0.28873351216316223,0.015454908832907677,0.08528584241867065
Which historic county does this lake belong to?,Cumberland,['Cumberland'],[],1,"Francis Radclyffe, 1st Earl of Derwentwater (1625–1697) Edward Radclyffe, 2nd Earl of Derwentwater (1655–1705) James Radclyffe, 3rd Earl of Derwentwater (1689–1716) (forfeit 1716)",0.16244593262672424,0.09280961751937866,0.12724116444587708,0.09841006994247437,0.1040734350681305,0.006137577351182699,0.02771495096385479
What is the minimum weight of this animal in kilogram?,100,['8.5'],[],0,"The minimum weight of each car is 1,395 kilograms (3,075 lb) including the driver, with a minimum load of 755 kg over the front axle. The minimum weight for the driver is 100 kg and includes the driver dressed in a full racing suit, the seat and seat mountings and any ballast needed to meet the minimum weight. Some other components also have a minimum weight, such as the engine (200 kg) and the front uprights (10.5 kg each).",0.09450904279947281,0.02795194275677204,0.04348606616258621,0.003460064297541976,0.005084774922579527,0.005300622433423996,0.007763216271996498
Which city or region does this facility locate in?,Santa barbara,['Santa Barbara County'],[],0,"The plant is endemic to western Santa Barbara County, California, including in the Santa Ynez Mountains and near Lompoc and the location of Mission La Purísima Concepción. It is a plant of the Coastal sage scrub chaparral habitats, on sandstone soils.",0.27463772892951965,0.2389027625322342,0.12697675824165344,0.014646461233496666,0.052659180015325546,0.1495089828968048,0.1305921971797943
